IdDisciplina,IdTurma,IdAluno,StDisciplinaDispensada
1,83,566,A
1,83,569,A
1,83,571,A
1,83,575,A
1,83,579,A
1,84,537,A
1,84,538,A
1,84,539,A
1,84,540,A
1,84,541,A
1,84,542,A
1,84,548,A
1,84,549,A
1,84,551,A
1,84,552,A
1,84,553,A
1,84,555,A
1,84,556,A
1,84,728,A
1,84,795,A
1,85,311,A
1,85,324,A
1,85,518,A
1,85,519,A
1,85,520,A
1,85,521,A
1,85,522,A
1,85,523,A
1,85,524,A
1,85,525,A
1,85,526,A
1,85,528,A
1,85,529,A
1,85,530,A
1,85,531,A
1,86,496,A
1,86,499,A
1,86,501,A
1,86,503,A
1,86,506,A
1,86,508,A
1,86,510,A
1,86,512,A
1,86,513,A
1,86,515,A
1,86,516,A
1,86,567,A
1,86,577,A
1,87,457,A
1,87,458,A
1,87,459,A
1,87,464,A
1,87,466,A
1,87,468,A
1,87,492,A
1,87,493,A
1,87,534,A
1,87,535,A
1,87,536,A
1,88,444,A
1,88,446,A
1,88,448,A
1,88,449,A
1,88,451,A
1,88,452,A
1,88,730,A
1,89,301,A
1,89,306,A
1,89,309,A
1,89,312,A
1,89,317,A
1,89,319,A
1,89,321,A
1,89,343,A
1,89,344,A
1,89,345,A
1,89,346,A
1,89,589,A
1,90,352,A
1,90,424,A
1,90,425,A
1,90,427,A
1,90,429,A
1,90,433,A
1,90,435,A
1,90,437,A
1,90,439,A
1,90,441,A
1,90,443,A
1,91,400,A
1,91,403,A
1,91,406,A
1,91,408,A
1,91,412,A
1,91,416,A
1,91,418,A
1,91,419,A
1,91,420,A
1,91,421,A
1,91,498,A
1,92,337,A
1,92,338,A
1,92,339,A
1,92,340,A
1,92,342,A
1,92,629,A
1,92,783,A
1,93,271,A
1,93,355,A
1,93,356,A
1,93,357,A
1,93,392,A
1,93,393,A
1,93,394,A
1,93,397,A
1,93,431,A
1,93,532,A
1,93,533,A
1,93,725,A
1,94,322,A
1,94,323,A
1,94,325,A
1,94,326,A
1,94,327,A
1,94,328,A
1,94,329,A
1,94,330,A
1,94,331,A
1,94,332,A
1,94,333,A
1,94,334,A
1,94,335,A
1,95,347,A
1,95,348,A
1,95,349,A
1,95,350,A
1,95,351,A
1,95,353,A
1,95,354,A
1,95,491,A
1,95,732,A
1,95,789,A
1,96,304,A
1,96,308,A
1,96,310,A
1,96,313,A
1,96,314,A
1,96,316,A
1,96,320,A
1,96,456,A
1,96,742,A
1,97,272,A
1,97,273,A
1,97,275,A
1,97,296,A
1,97,298,A
1,97,300,A
1,97,302,A
1,97,303,A
1,98,265,A
1,98,266,A
1,98,267,A
1,98,268,A
1,98,269,A
1,98,270,A
1,98,743,A
1,99,144,A
1,99,164,A
1,99,165,A
1,99,166,A
1,99,167,A
1,99,168,A
1,99,169,A
1,99,170,A
1,99,171,A
1,99,173,A
1,99,213,A
1,99,584,A
1,99,585,A
1,100,237,A
1,100,238,A
1,100,239,A
1,100,240,A
1,100,241,A
1,100,262,A
1,100,263,A
1,100,264,A
1,100,745,A
1,101,223,A
1,101,224,A
1,101,225,A
1,101,226,A
1,101,227,A
1,101,228,A
1,101,229,A
1,101,230,A
1,101,231,A
1,101,232,A
1,101,233,A
1,101,234,A
1,101,235,A
1,101,236,A
1,101,622,A
1,102,172,A
1,102,175,A
1,102,176,A
1,102,177,A
1,102,179,A
1,102,180,A
1,102,181,A
1,102,182,A
1,102,216,A
1,103,214,A
1,103,215,A
1,103,217,A
1,103,219,A
1,103,221,A
1,103,222,A
1,103,591,A
1,103,592,A
1,104,191,A
1,104,193,A
1,104,195,A
1,104,198,A
1,104,200,A
1,104,209,A
1,104,210,A
1,104,211,A
1,104,212,A
1,104,777,A
1,104,781,A
1,104,782,A
1,105,145,A
1,105,146,A
1,105,159,A
1,105,160,A
1,105,161,A
1,105,162,A
1,105,163,A
1,105,174,A
1,105,178,A
1,105,218,A
1,105,242,A
1,105,243,A
1,105,244,A
1,105,260,A
1,105,757,A
1,105,785,A
1,106,3,A
1,106,4,A
1,106,8,A
1,106,12,A
1,106,15,A
1,106,17,A
1,106,21,A
1,106,23,A
1,106,24,A
1,106,87,A
1,106,88,A
1,106,130,A
1,106,581,A
1,106,582,A
1,106,583,A
1,107,25,A
1,107,26,A
1,107,27,A
1,107,28,A
1,107,29,A
1,107,30,A
1,107,31,A
1,107,32,A
1,107,131,A
1,107,751,A
1,107,799,A
1,108,132,A
1,108,133,A
1,108,134,A
1,108,136,A
1,108,137,A
1,108,138,A
1,108,139,A
1,108,141,A
1,108,142,A
1,108,143,A
1,108,147,A
1,108,148,A
1,108,149,A
1,108,150,A
1,109,151,A
1,109,152,A
1,109,153,A
1,109,154,A
1,109,155,A
1,109,156,A
1,109,157,A
1,109,158,A
1,109,784,A
1,111,100,A
1,111,101,A
1,111,102,A
1,111,103,A
1,111,104,A
1,111,105,A
1,111,106,A
1,111,107,A
1,111,108,A
1,111,109,A
1,111,114,A
1,111,115,A
1,111,252,A
1,111,254,A
1,111,752,A
1,111,753,A
1,111,754,A
1,111,755,A
1,111,756,A
1,111,758,A
1,112,110,A
1,112,116,A
1,112,117,A
1,112,118,A
1,112,119,A
1,112,120,A
1,112,255,A
1,112,256,A
1,114,121,A
1,114,122,A
1,114,123,A
1,114,124,A
1,114,125,A
1,114,126,A
1,114,127,A
1,114,128,A
1,114,129,A
1,114,793,A
1,117,33,A
1,117,36,A
1,117,37,A
1,117,38,A
1,117,39,A
1,117,40,A
1,117,41,A
1,117,42,A
1,117,43,A
1,117,68,A
1,117,69,A
1,117,70,A
1,117,71,A
1,117,72,A
1,117,73,A
1,117,74,A
1,117,75,A
1,117,76,A
1,117,89,A
1,117,140,A
1,117,694,A
1,118,77,A
1,118,78,A
1,118,79,A
1,118,90,A
1,118,91,A
1,119,92,A
1,119,93,A
1,119,94,A
1,119,95,A
1,119,96,A
1,119,97,A
1,119,98,A
1,119,99,A
1,119,111,A
1,119,112,A
1,119,113,A
1,119,135,A
1,119,251,A
1,120,605,A
1,120,606,A
1,120,608,A
1,120,610,A
1,120,612,A
1,120,614,A
1,120,616,A
1,120,617,A
1,120,619,A
1,120,620,A
1,120,630,A
1,121,595,A
1,121,623,A
1,121,625,A
1,121,631,A
1,121,632,A
1,121,633,A
1,121,635,A
1,121,712,A
1,121,791,A
1,122,637,A
1,122,641,A
1,122,642,A
1,122,643,A
1,122,644,A
1,122,645,A
1,122,646,A
1,122,647,A
1,122,648,A
1,122,673,A
1,122,676,A
1,123,640,A
1,123,715,A
1,123,716,A
1,123,718,A
1,123,721,A
1,123,722,A
1,123,723,A
1,123,726,A
1,123,729,A
1,123,731,A
1,124,707,A
1,124,711,A
1,124,713,A
1,124,714,A
1,125,626,A
1,125,649,A
1,125,680,A
1,125,681,A
1,125,682,A
1,125,684,A
1,125,685,A
1,125,686,A
1,125,687,A
1,125,688,A
1,125,700,A
1,126,677,A
1,126,689,A
1,126,690,A
1,126,691,A
1,126,692,A
1,126,693,A
1,126,701,A
1,126,703,A
1,126,704,A
1,126,705,A
1,126,717,A
1,126,761,A
1,127,624,A
1,127,628,A
1,127,636,A
1,127,657,A
1,127,678,A
1,127,679,A
1,127,695,A
1,127,696,A
1,127,697,A
1,127,698,A
1,127,702,A
1,127,720,A
1,128,667,A
1,128,668,A
1,128,669,A
1,128,670,A
1,128,671,A
1,128,672,A
1,128,674,A
1,128,675,A
1,128,683,A
1,128,719,A
1,128,760,A
1,128,762,A
1,129,658,A
1,129,659,A
1,129,660,A
1,129,661,A
1,129,662,A
1,129,663,A
1,129,664,A
1,129,665,A
1,129,666,A
1,129,699,A
1,129,706,A
1,129,708,A
1,129,709,A
1,129,710,A
1,129,797,A
1,130,634,A
1,130,638,A
1,130,639,A
1,130,650,A
1,130,651,A
1,130,652,A
1,130,653,A
1,130,654,A
1,130,655,A
1,130,656,A
1,147,614,A
1,147,625,A
1,147,909,A
1,147,1051,A
1,147,1063,A
1,147,1259,A
1,148,681,A
1,148,761,A
1,148,812,A
1,148,819,A
1,148,878,A
1,148,965,A
1,148,1013,A
1,148,1016,A
1,148,1132,A
1,149,623,A
1,149,722,A
1,149,820,A
1,149,932,A
1,149,960,A
1,149,962,A
1,149,994,A
1,149,997,A
1,149,998,A
1,149,1007,A
1,149,1014,A
1,149,1015,A
1,149,1035,A
1,149,1112,A
1,150,601,A
1,150,664,A
1,150,670,A
1,150,682,A
1,150,700,A
1,150,703,A
1,150,711,A
1,150,824,A
1,150,842,A
1,150,843,A
1,150,918,A
1,150,1068,A
1,151,791,A
1,151,833,A
1,151,873,A
1,151,915,A
1,151,1001,A
1,151,1006,A
1,152,635,A
1,152,660,A
1,152,671,A
1,152,695,A
1,152,702,A
1,152,815,A
1,152,827,A
1,152,830,A
1,152,1105,A
1,152,1121,A
1,153,594,A
1,153,631,A
1,153,729,A
1,153,861,A
1,153,862,A
1,153,928,A
1,153,943,A
1,153,948,A
1,153,1031,A
1,153,1075,A
1,153,1084,A
1,153,1095,A
1,153,1292,A
1,156,637,A
1,156,644,A
1,156,646,A
1,156,806,A
1,156,808,A
1,156,990,A
1,156,1045,A
1,156,1079,A
1,157,802,A
1,157,804,A
1,157,805,A
1,157,809,A
1,157,810,A
1,157,818,A
1,157,1183,A
1,159,358,A
1,159,359,A
1,159,360,A
1,159,364,A
1,159,367,A
1,159,608,A
1,159,612,A
1,159,638,A
1,159,881,A
1,159,942,A
1,159,1126,A
1,159,1138,A
1,159,1151,A
1,159,1172,A
1,159,1250,A
1,160,215,A
1,160,374,A
1,160,375,A
1,160,376,A
1,160,378,A
1,160,381,A
1,160,388,A
1,160,603,A
1,160,619,A
1,160,621,A
1,160,636,A
1,160,651,A
1,160,654,A
1,160,679,A
1,160,790,A
1,160,869,A
1,160,940,A
1,161,363,A
1,161,365,A
1,161,371,A
1,161,385,A
1,161,386,A
1,161,653,A
1,161,891,A
1,161,894,A
1,161,1143,A
1,161,1248,A
1,161,1255,A
1,161,1265,A
1,161,1271,A
1,162,373,A
1,162,560,A
1,162,813,A
1,162,834,A
1,162,1149,A
1,162,1176,A
1,162,1263,A
1,163,407,A
1,163,430,A
1,163,438,A
1,163,578,A
1,163,580,A
1,163,634,A
1,163,798,A
1,163,959,A
1,163,971,A
1,163,1114,A
1,163,1158,A
1,163,1211,A
1,163,1273,A
1,163,1298,A
1,164,404,A
1,164,411,A
1,164,414,A
1,164,440,A
1,164,462,A
1,164,465,A
1,164,467,A
1,164,470,A
1,164,639,A
1,164,692,A
1,164,760,A
1,164,1257,A
1,164,1261,A
1,164,1295,A
1,165,395,A
1,165,405,A
1,165,410,A
1,165,417,A
1,165,432,A
1,165,436,A
1,165,442,A
1,165,447,A
1,165,450,A
1,165,626,A
1,165,701,A
1,165,939,A
1,165,986,A
1,165,1156,A
1,165,1163,A
1,165,1272,A
1,165,1276,A
1,166,370,A
1,166,476,A
1,166,487,A
1,166,490,A
1,166,495,A
1,166,497,A
1,166,543,A
1,166,546,A
1,166,557,A
1,166,609,A
1,166,624,A
1,166,912,A
1,167,502,A
1,167,660,A
1,167,817,A
1,167,865,A
1,167,883,A
1,167,985,A
1,167,1029,A
1,167,1178,A
1,167,1196,A
1,167,1230,A
1,167,1233,A
1,167,1236,A
1,168,477,A
1,168,479,A
1,168,480,A
1,168,481,A
1,168,517,A
1,168,545,A
1,168,563,A
1,168,572,A
1,168,786,A
1,168,826,A
1,168,835,A
1,168,1187,A
1,168,1217,A
1,168,1291,A
1,169,184,A
1,169,185,A
1,169,188,A
1,169,196,A
1,169,245,A
1,169,278,A
1,169,338,A
1,169,362,A
1,169,366,A
1,169,456,A
1,169,953,A
1,169,969,A
1,169,983,A
1,169,1000,A
1,169,1019,A
1,169,1264,A
1,170,192,A
1,170,203,A
1,170,205,A
1,170,247,A
1,170,258,A
1,170,277,A
1,170,363,A
1,170,374,A
1,170,454,A
1,170,463,A
1,170,592,A
1,170,604,A
1,170,929,A
1,170,1070,A
1,170,1177,A
1,170,1199,A
1,170,1205,A
1,172,187,A
1,172,217,A
1,172,248,A
1,172,259,A
1,172,586,A
1,172,796,A
1,172,850,A
1,172,1136,A
1,172,1137,A
1,172,1207,A
1,172,1210,A
1,172,1216,A
1,172,1268,A
1,172,1284,A
1,174,261,A
1,174,281,A
1,174,288,A
1,174,319,A
1,174,336,A
1,174,344,A
1,174,465,A
1,174,471,A
1,174,578,A
1,174,580,A
1,174,1048,A
1,174,1087,A
1,174,1146,A
1,174,1243,A
1,174,1251,A
1,174,1299,A
1,174,1300,A
1,177,282,A
1,177,293,A
1,177,325,A
1,177,326,A
1,177,327,A
1,177,331,A
1,177,339,A
1,177,340,A
1,177,342,A
1,177,343,A
1,177,398,A
1,177,402,A
1,177,885,A
1,177,976,A
1,177,1148,A
1,178,287,A
1,178,295,A
1,178,413,A
1,178,816,A
1,178,1027,A
1,178,1110,A
1,178,1111,A
1,179,237,A
1,179,238,A
1,179,241,A
1,179,265,A
1,179,267,A
1,179,269,A
1,179,270,A
1,179,272,A
1,179,300,A
1,179,475,A
1,179,576,A
1,179,742,A
1,179,787,A
1,179,1212,A
1,179,1213,A
1,179,1222,A
1,179,1225,A
1,179,1227,A
1,180,223,A
1,180,228,A
1,180,229,A
1,180,230,A
1,180,239,A
1,180,240,A
1,180,494,A
1,180,504,A
1,180,561,A
1,180,620,A
1,180,622,A
1,180,743,A
1,180,1024,A
1,180,1072,A
1,180,1191,A
1,180,1237,A
1,180,1249,A
1,180,1293,A
1,180,1306,A
1,181,226,A
1,181,266,A
1,181,273,A
1,181,931,A
1,181,999,A
1,181,1005,A
1,181,1008,A
1,181,1020,A
1,181,1128,A
1,181,1186,A
1,181,1193,A
1,181,1224,A
1,181,1226,A
1,181,1228,A
1,181,1239,A
1,181,1258,A
1,183,195,A
1,183,212,A
1,183,308,A
1,183,348,A
1,183,573,A
1,183,1173,A
1,183,1179,A
1,183,1182,A
1,183,1203,A
1,183,1262,A
1,183,1269,A
1,185,183,A
1,185,186,A
1,185,204,A
1,185,207,A
1,185,219,A
1,185,222,A
1,185,246,A
1,185,250,A
1,185,274,A
1,185,276,A
1,185,292,A
1,185,449,A
1,185,527,A
1,185,555,A
1,185,844,A
1,185,1152,A
1,185,1209,A
1,185,1253,A
1,186,199,A
1,186,201,A
1,186,202,A
1,186,271,A
1,186,277,A
1,186,279,A
1,186,305,A
1,186,333,A
1,186,346,A
1,186,524,A
1,186,549,A
1,186,558,A
1,186,571,A
1,186,821,A
1,186,929,A
1,186,1240,A
1,186,1281,A
1,187,194,A
1,187,208,A
1,187,518,A
1,187,562,A
1,187,565,A
1,187,587,A
1,187,920,A
1,187,1098,A
1,187,1099,A
1,187,1124,A
1,187,1166,A
1,187,1171,A
1,187,1244,A
1,188,221,A
1,188,253,A
1,188,289,A
1,188,324,A
1,188,455,A
1,188,733,A
1,188,887,A
1,188,1167,A
1,188,1221,A
1,188,1246,A
1,189,286,A
1,189,294,A
1,189,297,A
1,189,301,A
1,189,309,A
1,189,317,A
1,189,345,A
1,189,446,A
1,189,451,A
1,189,458,A
1,189,832,A
1,189,860,A
1,189,921,A
1,189,1089,A
1,189,1266,A
1,190,283,A
1,190,312,A
1,190,322,A
1,190,329,A
1,190,330,A
1,190,332,A
1,190,334,A
1,190,337,A
1,190,341,A
1,190,493,A
1,190,503,A
1,190,510,A
1,190,512,A
1,190,516,A
1,190,629,A
1,190,956,A
1,190,1109,A
1,190,1115,A
1,190,1270,A
1,193,298,A
1,193,356,A
1,193,393,A
1,193,431,A
1,193,917,A
1,193,927,A
1,193,1040,A
1,193,1055,A
1,193,1073,A
1,193,1077,A
1,193,1107,A
1,193,1181,A
1,193,1302,A
1,193,1303,A
1,194,193,A
1,194,239,A
1,194,240,A
1,194,258,A
1,194,263,A
1,194,269,A
1,194,272,A
1,194,310,A
1,194,420,A
1,194,825,A
1,194,933,A
1,194,987,A
1,194,1003,A
1,194,1083,A
1,194,1108,A
1,194,1119,A
1,194,1120,A
1,194,1184,A
1,194,1192,A
1,199,103,A
1,199,104,A
1,199,165,A
1,199,168,A
1,199,169,A
1,199,180,A
1,199,243,A
1,199,754,A
1,199,757,A
1,199,822,A
1,199,872,A
1,199,1141,A
1,199,1164,A
1,199,1165,A
1,199,1278,A
1,199,1280,A
1,200,91,A
1,200,116,A
1,200,161,A
1,200,255,A
1,200,1150,A
1,201,123,A
1,201,133,A
1,201,134,A
1,201,139,A
1,201,141,A
1,201,151,A
1,201,158,A
1,201,252,A
1,201,755,A
1,201,1194,A
1,202,98,A
1,202,100,A
1,202,105,A
1,202,107,A
1,202,144,A
1,202,145,A
1,202,155,A
1,202,167,A
1,202,178,A
1,202,879,A
1,202,1034,A
1,202,1101,A
1,202,1116,A
1,203,164,A
1,203,171,A
1,203,172,A
1,203,181,A
1,203,249,A
1,203,290,A
1,203,307,A
1,203,422,A
1,203,423,A
1,203,468,A
1,203,526,A
1,203,564,A
1,203,566,A
1,203,569,A
1,203,1106,A
1,203,1218,A
1,205,162,A
1,205,163,A
1,205,176,A
1,205,218,A
1,205,260,A
1,205,285,A
1,205,457,A
1,205,492,A
1,205,499,A
1,205,501,A
1,205,506,A
1,205,508,A
1,205,513,A
1,205,515,A
1,205,536,A
1,205,880,A
1,205,1287,A
1,207,142,A
1,207,143,A
1,207,311,A
1,207,355,A
1,207,357,A
1,207,394,A
1,207,400,A
1,207,403,A
1,207,412,A
1,207,418,A
1,207,424,A
1,207,439,A
1,207,789,A
1,207,930,A
1,207,1202,A
1,208,32,A
1,208,94,A
1,208,95,A
1,208,96,A
1,208,99,A
1,208,101,A
1,208,106,A
1,208,108,A
1,208,109,A
1,208,111,A
1,208,112,A
1,208,113,A
1,208,120,A
1,208,122,A
1,208,125,A
1,208,126,A
1,208,128,A
1,208,758,A
1,208,1123,A
1,208,1297,A
1,210,3,A
1,210,8,A
1,210,17,A
1,210,21,A
1,210,24,A
1,210,25,A
1,210,26,A
1,210,27,A
1,210,28,A
1,210,29,A
1,210,30,A
1,210,131,A
1,210,582,A
1,210,752,A
1,210,753,A
1,210,799,A
1,231,724,A
1,231,727,A
1,231,734,A
1,231,735,A
1,231,736,A
1,231,738,A
1,231,739,A
1,231,740,A
1,231,744,A
1,231,746,A
1,231,747,A
1,231,748,A
1,231,749,A
1,231,750,A
1,231,794,A
1,235,640,A
1,235,641,A
1,235,643,A
1,235,837,A
1,235,846,A
1,235,1054,A
1,236,596,A
1,236,597,A
1,236,617,A
1,236,667,A
1,236,687,A
1,236,1139,A
1,236,1254,A
1,236,1283,A
1,237,980,A
1,237,1021,A
1,237,1067,A
1,237,1242,A
1,237,1275,A
1,238,632,A
1,238,678,A
1,238,831,A
1,238,889,A
1,238,910,A
1,238,924,A
1,238,947,A
1,238,949,A
1,238,1026,A
1,238,1170,A
1,239,673,A
1,239,715,A
1,239,716,A
1,239,723,A
1,239,726,A
1,239,896,A
1,239,897,A
1,239,905,A
1,239,916,A
1,239,975,A
1,239,1241,A
1,240,598,A
1,240,599,A
1,240,634,A
1,240,649,A
1,240,665,A
1,240,668,A
1,240,672,A
1,240,680,A
1,240,714,A
1,240,720,A
1,240,895,A
1,240,901,A
1,240,923,A
1,240,935,A
1,240,974,A
1,240,1043,A
1,240,1059,A
1,241,886,A
1,241,888,A
1,241,893,A
1,241,903,A
1,241,926,A
1,241,939,A
1,241,966,A
1,241,1066,A
1,242,280,A
1,242,321,A
1,242,535,A
1,242,1159,A
1,243,159,A
1,243,435,A
1,243,437,A
1,243,877,A
1,243,996,A
1,243,1032,A
1,243,1285,A
1,244,379,A
1,244,415,A
1,244,426,A
1,244,445,A
1,244,600,A
1,244,628,A
1,244,659,A
1,244,705,A
1,244,759,A
1,244,864,A
1,244,963,A
1,244,1294,A
1,244,1301,A
1,247,191,A
1,247,211,A
1,247,224,A
1,247,316,A
1,247,320,A
1,247,572,A
1,247,737,A
1,247,777,A
1,247,782,A
1,247,841,A
1,247,1058,A
1,247,1185,A
1,247,1219,A
1,247,1234,A
1,247,1238,A
1,247,1288,A
1,248,383,A
1,248,473,A
1,248,484,A
1,248,485,A
1,248,615,A
1,248,627,A
1,248,655,A
1,248,717,A
1,248,811,A
1,248,875,A
1,248,938,A
1,248,941,A
1,248,972,A
1,248,1169,A
1,248,1215,A
1,248,1223,A
1,249,147,A
1,249,149,A
1,249,347,A
1,249,352,A
1,249,429,A
1,249,433,A
1,249,441,A
1,249,491,A
1,249,1289,A
1,251,474,A
1,251,489,A
1,251,511,A
1,251,544,A
1,251,568,A
1,251,690,A
1,251,699,A
1,251,708,A
1,251,797,A
1,251,840,A
1,251,854,A
1,251,892,A
1,251,1071,A
1,251,1153,A
1,251,1197,A
1,251,1201,A
1,255,121,A
1,255,136,A
1,255,146,A
1,255,150,A
1,255,156,A
1,255,251,A
1,255,793,A
1,255,1175,A
1,255,1229,A
1,255,1232,A
1,256,209,A
1,256,210,A
1,256,232,A
1,256,233,A
1,256,267,A
1,256,270,A
1,256,304,A
1,256,397,A
1,256,406,A
1,256,408,A
1,256,421,A
1,256,443,A
1,256,532,A
1,256,590,A
1,256,745,A
1,256,856,A
1,256,1056,A
1,257,206,A
1,257,382,A
1,257,453,A
1,257,505,A
1,257,610,A
1,257,710,A
1,257,952,A
1,257,1140,A
1,257,1144,A
1,257,1145,A
1,257,1231,A
1,257,1256,A
1,257,1277,A
1,257,1290,A
1,266,179,A
1,266,182,A
1,266,213,A
1,266,459,A
1,266,531,A
1,266,537,A
1,266,552,A
1,266,567,A
1,266,575,A
1,266,577,A
1,266,584,A
1,266,874,A
1,266,1037,A
1,266,1093,A
1,266,1155,A
1,266,1252,A
1,267,483,A
1,267,486,A
1,267,514,A
1,267,547,A
1,267,613,A
1,267,650,A
1,267,652,A
1,267,674,A
1,267,675,A
1,267,689,A
1,267,691,A
1,267,762,A
1,267,780,A
1,267,1188,A
1,267,1190,A
1,267,1198,A
1,409,95,A
1,409,153,A
1,409,154,A
1,409,177,A
1,409,254,A
1,409,540,A
1,409,784,A
1,409,814,A
1,409,988,A
1,409,1160,A
1,409,1180,A
1,409,1245,A
1,410,616,A
1,410,657,A
1,410,661,A
1,410,686,A
1,410,696,A
1,410,698,A
1,410,863,A
1,410,900,A
1,410,934,A
1,410,937,A
1,411,645,A
1,411,688,A
1,411,712,A
1,411,828,A
1,411,829,A
1,411,1023,A
1,411,1036,A
1,411,1082,A
1,411,1100,A
1,411,1102,A
1,412,684,A
1,412,906,A
1,412,936,A
1,412,954,A
1,412,1028,A
1,412,1039,A
1,412,1047,A
1,412,1060,A
1,412,1062,A
1,414,461,A
1,414,656,A
1,414,823,A
1,414,851,A
1,414,898,A
1,414,899,A
1,414,957,A
1,414,984,A
1,414,1081,A
1,414,1103,A
1,414,1189,A
1,414,1200,A
1,414,1214,A
1,415,225,A
1,415,227,A
1,415,231,A
1,415,235,A
1,415,296,A
1,415,486,A
1,415,488,A
1,415,509,A
1,415,514,A
1,415,848,A
1,415,1030,A
1,415,1033,A
1,415,1096,A
1,415,1104,A
1,415,1122,A
1,415,1204,A
1,415,1235,A
1,416,257,A
1,416,448,A
1,416,858,A
1,416,859,A
1,416,907,A
1,416,913,A
1,416,1085,A
1,416,1091,A
1,416,1162,A
1,416,1168,A
1,416,1206,A
1,416,1247,A
1,416,1274,A
1,416,1282,A
1,416,1304,A
1,416,1305,A
1,418,866,A
1,418,867,A
1,418,876,A
1,418,904,A
1,418,908,A
1,418,979,A
1,418,991,A
1,418,1049,A
1,418,1069,A
1,419,303,A
1,419,778,A
1,419,781,A
1,419,958,A
1,419,982,A
1,419,995,A
1,419,1009,A
1,419,1010,A
1,419,1011,A
1,419,1022,A
1,419,1025,A
1,419,1078,A
1,419,1195,A
1,419,1260,A
1,420,868,A
1,420,925,A
1,420,977,A
1,420,992,A
1,420,1038,A
1,420,1053,A
1,420,1080,A
1,420,1125,A
1,420,1208,A
1,420,1279,A
1,421,902,A
1,421,981,A
1,421,989,A
1,421,993,A
1,421,1044,A
1,421,1050,A
1,422,944,A
1,422,978,A
1,422,1012,A
1,422,1017,A
1,422,1018,A
1,422,1042,A
1,422,1046,A
1,422,1113,A
1,422,1117,A
1,453,694,A
1,453,1142,A
1,453,1147,A
1,453,1154,A
1,453,1157,A
1,453,1161,A
1,453,1174,A
