IdAluno,IdTurma,IdMeta,_CodigoConceito,Aulas,Faltas,StConceitoConfirmado,IdMetaConceito
16,113,198,,,,False,
16,196,409,,,,False,
17,106,72,,,,False,85.0
17,106,73,,,,True,87.0
17,106,203,,,,False,291.0
17,106,204,,,,True,88.0
17,210,264,,,,True,281.0
17,210,265,,,,True,279.0
17,210,267,,,,True,281.0
17,210,268,,,,True,262.0
17,210,404,,,,True,262.0
17,210,417,,,,False,291.0
17,210,418,,,,False,291.0
17,210,424,,,,True,262.0
17,425,397,,,,False,291.0
17,425,398,,,,True,292.0
18,113,195,,,,True,73.0
18,113,196,,,,False,
18,113,198,,,,False,
18,196,409,,,,False,
19,113,195,,,,True,73.0
19,113,196,,,,False,
19,113,198,,,,False,
20,113,195,,,,True,73.0
20,113,196,,,,False,
20,113,198,,,,False,
21,106,72,,,,False,88.0
21,106,73,,,,True,87.0
21,106,203,,,,False,290.0
21,106,204,,,,True,86.0
21,210,264,,,,True,279.0
21,210,265,,,,True,262.0
21,210,267,,,,True,279.0
21,210,268,,,,True,261.0
21,210,404,,,,True,262.0
21,210,417,,,,False,290.0
21,210,418,,,,False,290.0
21,210,424,,,,True,262.0
21,425,397,,,,False,290.0
21,425,398,,,,True,290.0
22,113,195,,,,True,73.0
22,113,196,,,,False,
22,113,198,,,,False,
23,106,72,,,,False,
23,106,73,,,,False,
23,106,203,,,,False,
23,106,204,,,,False,
24,106,72,,,,False,85.0
24,106,73,,,,True,88.0
24,106,203,,,,False,292.0
24,106,204,,,,True,87.0
24,210,264,,,,True,281.0
24,210,265,,,,True,279.0
24,210,267,,,,True,281.0
24,210,268,,,,True,262.0
24,210,404,,,,True,262.0
24,210,417,,,,False,292.0
24,210,418,,,,False,292.0
24,210,424,,,,True,281.0
24,303,397,,,,False,292.0
24,303,398,,,,True,292.0
25,107,72,,,,False,88.0
25,107,73,,,,True,88.0
25,107,202,,,,False,291.0
25,107,203,,,,False,291.0
25,107,204,,,,True,88.0
25,210,264,,,,True,279.0
25,210,265,,,,True,279.0
25,210,267,,,,True,279.0
25,210,268,,,,True,261.0
25,210,404,,,,True,262.0
25,210,417,,,,False,291.0
25,210,418,,,,False,291.0
25,210,424,,,,True,262.0
25,283,397,,,,False,291.0
25,283,398,,,,True,290.0
26,107,72,,,,False,88.0
26,107,73,,,,True,87.0
26,107,202,,,,False,289.0
26,107,203,,,,False,289.0
26,107,204,,,,True,86.0
26,210,264,,,,True,281.0
26,210,265,,,,True,262.0
26,210,267,,,,True,279.0
26,210,268,,,,True,261.0
26,210,404,,,,True,281.0
26,210,417,,,,False,289.0
26,210,418,,,,False,289.0
26,210,424,,,,True,262.0
26,303,397,,,,False,289.0
26,303,398,,,,True,290.0
27,107,72,,,,False,88.0
27,107,73,,,,True,88.0
27,107,202,,,,False,290.0
27,107,203,,,,False,290.0
27,107,204,,,,True,86.0
27,210,264,,,,True,281.0
27,210,265,,,,True,262.0
27,210,267,,,,True,281.0
27,210,268,,,,True,262.0
27,210,404,,,,True,281.0
27,210,417,,,,False,290.0
27,210,418,,,,False,290.0
27,210,424,,,,True,281.0
27,303,397,,,,False,290.0
27,303,398,,,,True,290.0
28,107,72,,,,False,87.0
28,107,73,,,,True,87.0
28,107,202,,,,False,291.0
28,107,203,,,,False,291.0
28,107,204,,,,True,86.0
28,210,264,,,,True,279.0
28,210,265,,,,True,262.0
28,210,267,,,,True,279.0
28,210,268,,,,True,261.0
28,210,404,,,,True,262.0
28,210,417,,,,False,291.0
28,210,418,,,,False,291.0
28,210,424,,,,True,262.0
28,303,397,,,,False,291.0
28,303,398,,,,True,290.0
29,107,72,,,,False,87.0
29,107,73,,,,True,87.0
29,107,202,,,,False,289.0
29,107,203,,,,False,289.0
29,107,204,,,,True,87.0
29,210,264,,,,True,261.0
29,210,265,,,,True,262.0
29,210,267,,,,True,261.0
29,210,268,,,,True,261.0
29,210,404,,,,True,279.0
29,210,417,,,,False,289.0
29,210,418,,,,False,289.0
29,210,424,,,,True,262.0
29,300,397,,,,False,289.0
29,300,398,,,,True,290.0
30,107,72,,,,False,88.0
30,107,73,,,,True,87.0
30,107,202,,,,False,289.0
30,107,203,,,,False,289.0
30,107,204,,,,True,87.0
30,210,264,,,,True,262.0
30,210,265,,,,True,262.0
30,210,267,,,,True,262.0
30,210,268,,,,True,261.0
30,210,404,,,,True,262.0
30,210,417,,,,False,289.0
30,210,418,,,,False,289.0
30,210,424,,,,True,262.0
30,276,397,,,,False,289.0
30,276,398,,,,True,289.0
31,107,72,,,,False,86.0
31,107,73,,,,True,85.0
31,107,202,,,,False,
31,107,203,,,,True,86.0
31,107,204,,,,True,86.0
32,107,72,,,,False,88.0
32,107,73,,,,True,88.0
32,107,202,,,,True,289.0
32,107,203,,,,True,289.0
32,107,204,,,,True,85.0
32,208,258,,,,True,282.0
32,208,259,,,,True,282.0
32,208,261,,,,True,282.0
32,208,262,,,,True,277.0
32,208,403,,,,True,282.0
32,208,415,,,,True,289.0
32,208,416,,,,True,289.0
32,208,423,,,,True,282.0
32,286,397,,,,True,289.0
32,286,398,,,,True,290.0
33,117,78,,,,True,91.0
33,117,79,,,,True,91.0
33,117,200,,,,True,91.0
33,117,201,,,,True,91.0
33,270,409,,,,False,
34,113,195,,,,True,73.0
34,113,196,,,,False,
34,113,198,,,,False,
34,196,409,,,,False,
35,113,195,,,,True,73.0
35,113,196,,,,False,
35,113,198,,,,False,
36,117,78,,,,True,92.0
36,117,79,,,,True,91.0
36,117,200,,,,True,90.0
36,117,201,,,,True,92.0
36,210,417,,,,False,
37,117,78,,,,True,91.0
37,117,79,,,,True,91.0
37,117,200,,,,True,91.0
37,117,201,,,,True,91.0
37,270,409,,,,False,
38,117,78,,,,True,89.0
38,117,79,,,,True,92.0
38,117,200,,,,True,90.0
38,117,201,,,,True,89.0
39,117,78,,,,True,90.0
39,117,79,,,,True,91.0
39,117,200,,,,True,92.0
39,117,201,,,,True,92.0
39,270,409,,,,False,
40,117,78,,,,True,92.0
40,117,79,,,,True,91.0
40,117,200,,,,True,91.0
40,117,201,,,,True,92.0
40,270,409,,,,False,
41,117,78,,,,True,92.0
41,117,79,,,,True,91.0
41,117,200,,,,True,91.0
41,117,201,,,,True,91.0
41,270,409,,,,False,
42,117,78,,,,True,90.0
42,117,79,,,,True,91.0
42,117,200,,,,True,91.0
42,117,201,,,,True,91.0
42,270,409,,,,False,
43,117,78,,,,True,91.0
43,117,79,,,,True,91.0
43,117,200,,,,True,91.0
43,117,201,,,,True,92.0
43,270,409,,,,False,
44,113,195,,,,True,73.0
44,113,196,,,,False,
44,113,198,,,,False,
44,115,195,,,,False,
44,115,198,,,,False,
45,113,195,,,,True,73.0
45,113,196,,,,False,
45,113,198,,,,False,
45,196,409,,,,False,
45,452,397,,,,False,
46,113,195,,,,True,75.0
46,113,196,,,,False,
46,113,198,,,,False,
46,196,409,,,,False,
47,113,195,,,,True,75.0
47,113,196,,,,False,
47,113,198,,,,False,
47,196,409,,,,False,
48,113,195,,,,True,76.0
48,113,196,,,,False,
48,113,198,,,,False,
48,196,409,,,,False,
49,113,195,,,,True,73.0
49,113,196,,,,False,
49,113,198,,,,False,
50,113,195,,,,True,73.0
50,113,196,,,,False,
50,113,198,,,,False,
50,196,409,,,,False,
51,115,195,,,,True,73.0
51,115,198,,,,False,
51,197,409,,,,False,
52,115,195,,,,True,73.0
52,115,198,,,,False,
52,197,409,,,,False,
53,115,195,,,,True,76.0
53,115,198,,,,False,
53,197,409,,,,False,
54,115,195,,,,True,73.0
54,115,198,,,,False,
54,197,409,,,,False,
55,115,195,,,,True,73.0
55,115,198,,,,False,
55,197,409,,,,False,
56,115,195,,,,True,76.0
56,115,198,,,,False,
56,197,409,,,,False,
57,115,195,,,,True,76.0
57,115,198,,,,False,
57,197,409,,,,False,
58,115,195,,,,True,75.0
58,115,198,,,,False,
58,197,409,,,,False,
59,115,195,,,,True,75.0
59,115,198,,,,False,
59,197,409,,,,False,
60,115,195,,,,True,73.0
60,115,198,,,,False,
60,197,409,,,,False,
61,115,195,,,,True,75.0
61,115,198,,,,False,
61,197,409,,,,False,
62,115,195,,,,True,75.0
62,115,198,,,,False,
62,197,409,,,,False,
63,115,195,,,,True,73.0
63,115,198,,,,False,
63,197,409,,,,False,
64,115,195,,,,True,73.0
64,115,198,,,,False,
64,197,409,,,,False,
65,115,195,,,,True,76.0
65,115,198,,,,False,
65,197,409,,,,False,
66,115,195,,,,True,75.0
66,115,198,,,,False,
66,197,409,,,,False,
67,115,195,,,,True,73.0
67,115,198,,,,False,
67,197,409,,,,False,
68,117,78,,,,True,92.0
68,117,79,,,,True,91.0
68,117,200,,,,True,91.0
68,117,201,,,,True,89.0
69,117,78,,,,True,92.0
69,117,79,,,,True,91.0
69,117,200,,,,True,403.0
69,117,201,,,,True,90.0
69,210,417,,,,True,403.0
69,505,471,,,,True,381.0
69,505,472,,,,True,381.0
69,505,502,,,,True,413.0
69,505,515,,,,True,403.0
69,535,518,,,,True,403.0
69,574,485,,,,True,413.0
70,117,78,,,,True,92.0
70,117,79,,,,True,91.0
70,117,200,,,,True,92.0
70,117,201,,,,True,92.0
70,270,409,,,,False,
71,117,78,,,,False,
71,117,79,,,,False,
71,117,200,,,,False,
71,117,201,,,,False,
72,117,78,,,,True,92.0
72,117,79,,,,True,91.0
72,117,200,,,,True,91.0
72,117,201,,,,True,91.0
72,270,409,,,,False,
73,117,78,,,,True,92.0
73,117,79,,,,True,91.0
73,117,200,,,,False,292.0
73,117,201,,,,True,92.0
73,210,417,,,,False,292.0
73,285,397,,,,False,292.0
74,117,78,,,,True,92.0
74,117,79,,,,True,92.0
74,117,200,,,,True,92.0
74,117,201,,,,True,92.0
74,270,409,,,,False,
75,117,78,,,,True,92.0
75,117,79,,,,True,91.0
75,117,200,,,,True,90.0
75,117,201,,,,True,89.0
76,117,78,,,,True,92.0
76,117,79,,,,True,91.0
76,117,200,,,,True,91.0
76,117,201,,,,True,89.0
76,270,409,,,,False,
77,118,78,,,,False,
77,118,79,,,,False,
77,118,200,,,,False,
77,118,201,,,,False,
77,211,417,,,,False,
78,118,78,,,,False,
78,118,79,,,,False,
78,118,200,,,,False,
78,118,201,,,,False,
78,211,417,,,,False,
79,118,78,,,,False,
79,118,79,,,,False,
79,118,200,,,,False,
79,118,201,,,,False,
79,211,417,,,,False,
80,115,195,,,,True,73.0
80,115,198,,,,False,
80,197,409,,,,False,
81,115,195,,,,True,73.0
81,115,198,,,,False,
81,197,409,,,,False,
82,115,195,,,,True,73.0
82,115,198,,,,False,
82,197,409,,,,False,
83,115,195,,,,True,75.0
83,115,198,,,,False,
83,197,409,,,,False,
84,115,195,,,,True,73.0
84,115,198,,,,False,
84,197,409,,,,False,
85,115,195,,,,True,73.0
85,115,198,,,,False,
85,197,409,,,,False,
86,113,195,,,,True,73.0
86,113,196,,,,False,
86,113,198,,,,False,
86,196,409,,,,False,
87,106,72,,,,False,87.0
87,106,73,,,,True,87.0
87,106,203,,,,True,88.0
87,106,204,,,,True,88.0
87,270,409,,,,False,
88,106,72,,,,False,
88,106,73,,,,False,
88,106,203,,,,False,
88,106,204,,,,False,
89,117,78,,,,True,89.0
89,117,79,,,,True,92.0
89,117,200,,,,True,90.0
89,117,201,,,,True,89.0
89,210,417,,,,False,
90,118,78,,,,False,
90,118,79,,,,False,
90,118,200,,,,False,
90,118,201,,,,False,
90,211,417,,,,False,
91,118,78,,,,False,
91,118,79,,,,False,
91,118,200,,,,True,449.0
91,118,201,,,,False,
91,200,246,,,,True,259.0
91,200,247,,,,True,276.0
91,200,249,,,,True,264.0
91,200,250,,,,True,259.0
91,200,402,,,,True,264.0
91,200,411,,,,True,449.0
91,200,412,,,,True,449.0
91,200,422,,,,True,264.0
91,291,397,,,,False,290.0
91,291,398,,,,True,290.0
91,504,462,,,,True,399.0
91,504,463,,,,True,380.0
91,504,465,,,,True,380.0
91,504,466,,,,True,380.0
91,504,499,,,,True,454.0
91,504,500,,,,True,454.0
91,504,512,,,,True,449.0
91,504,513,,,,True,449.0
91,589,517,,,,True,382.0
91,589,518,,,,True,382.0
91,662,594,,,,True,454.0
91,662,596,,,,True,449.0
91,662,598,,,,True,447.0
91,662,600,,,,True,445.0
91,692,602,,,,True,449.0
91,711,604,,,,True,454.0
92,119,60,,,,True,80.0
92,119,61,,,,False,80.0
92,119,205,,,,True,78.0
92,119,206,,,,False,291.0
92,270,409,,,,False,291.0
92,270,410,,,,False,291.0
92,452,397,,,,False,
92,452,398,,,,False,291.0
93,119,60,,,,True,79.0
93,119,61,,,,False,79.0
93,119,205,,,,True,79.0
93,119,206,,,,False,
93,211,417,,,,False,
93,211,418,,,,False,
93,286,397,,,,False,
93,286,398,,,,False,
94,119,60,,,,True,77.0
94,119,61,,,,False,79.0
94,119,205,,,,True,79.0
94,119,206,,,,False,291.0
94,208,258,,,,True,282.0
94,208,259,,,,True,263.0
94,208,261,,,,True,282.0
94,208,262,,,,True,260.0
94,208,403,,,,True,263.0
94,208,415,,,,False,291.0
94,208,416,,,,False,291.0
94,208,423,,,,True,263.0
94,278,397,,,,False,291.0
94,278,398,,,,True,291.0
95,119,60,,,,True,77.0
95,119,61,,,,False,80.0
95,119,205,,,,True,80.0
95,119,206,,,,True,402.0
95,208,258,,,,True,277.0
95,208,259,,,,True,282.0
95,208,403,,,,True,263.0
95,208,415,,,,True,402.0
95,409,246,,,,True,276.0
95,409,247,,,,True,283.0
95,409,249,,,,True,276.0
95,409,250,,,,True,264.0
95,409,402,,,,True,264.0
95,409,411,,,,True,402.0
95,409,412,,,,True,402.0
95,409,422,,,,True,264.0
95,424,397,,,,False,292.0
95,424,398,,,,False,291.0
95,504,462,,,,True,399.0
95,504,463,,,,True,380.0
95,504,465,,,,True,399.0
95,504,466,,,,True,380.0
95,504,499,,,,True,413.0
95,504,500,,,,True,413.0
95,504,512,,,,True,402.0
95,504,513,,,,True,402.0
95,534,517,,,,True,382.0
95,534,518,,,,True,402.0
95,574,484,,,,True,413.0
95,574,485,,,,True,413.0
96,119,60,,,,True,79.0
96,119,61,,,,False,79.0
96,119,205,,,,True,79.0
96,119,206,,,,False,289.0
96,208,258,,,,True,277.0
96,208,259,,,,True,260.0
96,208,261,,,,True,260.0
96,208,262,,,,True,260.0
96,208,403,,,,True,260.0
96,208,415,,,,False,289.0
96,208,416,,,,False,289.0
96,208,423,,,,True,260.0
96,300,397,,,,False,289.0
96,300,398,,,,True,289.0
97,119,60,,,,True,79.0
97,119,61,,,,False,79.0
97,119,205,,,,True,79.0
97,119,206,,,,True,291.0
97,211,417,,,,False,
97,211,418,,,,True,291.0
97,286,397,,,,False,
97,286,398,,,,True,291.0
98,119,60,,,,True,78.0
98,119,61,,,,False,80.0
98,119,205,,,,True,80.0
98,119,206,,,,False,290.0
98,202,246,,,,True,283.0
98,202,247,,,,True,264.0
98,202,402,,,,True,264.0
98,202,411,,,,False,290.0
98,425,397,,,,False,290.0
99,119,60,,,,True,79.0
99,119,61,,,,False,79.0
99,119,205,,,,True,79.0
99,119,206,,,,False,290.0
99,208,258,,,,True,282.0
99,208,259,,,,True,260.0
99,208,261,,,,True,263.0
99,208,262,,,,True,260.0
99,208,403,,,,True,260.0
99,208,415,,,,False,290.0
99,208,416,,,,False,290.0
99,208,423,,,,True,260.0
99,278,397,,,,False,290.0
99,278,398,,,,True,290.0
100,111,60,,,,True,78.0
100,111,61,,,,True,79.0
100,111,205,,,,True,80.0
100,111,206,,,,True,383.0
100,202,246,,,,True,259.0
100,202,247,,,,True,264.0
100,202,249,,,,True,259.0
100,202,250,,,,True,259.0
100,202,402,,,,True,264.0
100,202,411,,,,True,383.0
100,202,412,,,,True,383.0
100,202,422,,,,True,264.0
100,425,397,,,,False,289.0
100,425,398,,,,True,290.0
100,504,462,,,,True,399.0
100,504,463,,,,True,385.0
100,504,465,,,,True,380.0
100,504,466,,,,True,380.0
100,504,499,,,,True,453.0
100,504,500,,,,True,453.0
100,504,512,,,,True,383.0
100,504,513,,,,True,383.0
100,590,517,,,,True,382.0
100,590,518,,,,True,383.0
100,662,594,,,,True,453.0
100,662,598,,,,True,447.0
100,662,600,,,,True,445.0
100,711,604,,,,True,453.0
101,111,60,,,,True,80.0
101,111,61,,,,True,79.0
101,111,205,,,,True,80.0
101,111,206,,,,True,383.0
101,208,258,,,,True,263.0
101,208,259,,,,True,263.0
101,208,261,,,,True,263.0
101,208,262,,,,True,260.0
101,208,403,,,,True,260.0
101,208,415,,,,True,383.0
101,208,416,,,,True,383.0
101,208,423,,,,True,263.0
101,278,397,,,,False,289.0
101,278,398,,,,True,289.0
101,505,468,,,,True,384.0
101,505,469,,,,True,384.0
101,505,471,,,,True,381.0
101,505,472,,,,True,381.0
101,505,501,,,,True,413.0
101,505,502,,,,True,413.0
101,505,514,,,,True,383.0
101,505,515,,,,True,383.0
101,574,484,,,,True,413.0
101,574,485,,,,True,413.0
101,590,517,,,,True,382.0
101,590,518,,,,True,383.0
102,111,60,,,,True,77.0
102,111,61,,,,True,79.0
102,111,205,,,,True,78.0
102,111,206,,,,False,
102,208,415,,,,False,
103,111,60,,,,True,80.0
103,111,61,,,,True,79.0
103,111,205,,,,True,80.0
103,111,206,,,,True,383.0
103,199,246,,,,True,259.0
103,199,247,,,,True,264.0
103,199,249,,,,True,276.0
103,199,250,,,,True,259.0
103,199,402,,,,True,264.0
103,199,411,,,,True,383.0
103,199,412,,,,True,383.0
103,199,422,,,,True,264.0
103,425,397,,,,False,289.0
103,425,398,,,,True,290.0
103,504,462,,,,True,399.0
103,504,463,,,,True,385.0
103,504,465,,,,True,380.0
103,504,466,,,,True,385.0
103,504,499,,,,True,453.0
103,504,500,,,,True,453.0
103,504,512,,,,True,383.0
103,504,513,,,,True,383.0
103,590,517,,,,True,383.0
103,590,518,,,,True,383.0
103,662,594,,,,True,453.0
103,662,598,,,,True,445.0
103,662,600,,,,True,446.0
103,711,604,,,,True,453.0
104,111,60,,,,True,79.0
104,111,61,,,,True,79.0
104,111,205,,,,True,80.0
104,111,206,,,,True,382.0
104,199,246,,,,True,259.0
104,199,247,,,,True,264.0
104,199,249,,,,True,276.0
104,199,250,,,,True,259.0
104,199,402,,,,True,264.0
104,199,411,,,,True,382.0
104,199,412,,,,True,382.0
104,199,422,,,,True,259.0
104,300,397,,,,False,290.0
104,300,398,,,,True,289.0
104,504,462,,,,True,399.0
104,504,463,,,,True,380.0
104,504,465,,,,True,380.0
104,504,466,,,,True,380.0
104,504,499,,,,True,453.0
104,504,500,,,,True,453.0
104,504,512,,,,True,382.0
104,504,513,,,,True,382.0
104,530,517,,,,True,382.0
104,530,518,,,,True,382.0
104,662,594,,,,True,453.0
104,662,598,,,,True,445.0
104,662,600,,,,True,445.0
104,711,604,,,,True,453.0
105,111,60,,,,True,80.0
105,111,61,,,,True,80.0
105,111,205,,,,True,79.0
105,111,206,,,,True,382.0
105,202,246,,,,True,259.0
105,202,247,,,,True,264.0
105,202,249,,,,True,259.0
105,202,250,,,,True,259.0
105,202,402,,,,True,259.0
105,202,411,,,,True,382.0
105,202,412,,,,True,382.0
105,202,422,,,,True,264.0
105,300,397,,,,False,290.0
105,300,398,,,,True,290.0
105,504,462,,,,True,399.0
105,504,463,,,,True,380.0
105,504,465,,,,True,380.0
105,504,466,,,,True,385.0
105,504,499,,,,True,454.0
105,504,500,,,,True,454.0
105,504,512,,,,True,382.0
105,504,513,,,,True,382.0
105,590,517,,,,True,382.0
105,590,518,,,,True,382.0
105,662,594,,,,True,454.0
105,662,598,,,,True,445.0
105,662,600,,,,True,445.0
105,711,604,,,,True,454.0
106,111,60,,,,True,79.0
106,111,61,,,,True,79.0
106,111,205,,,,True,79.0
106,111,206,,,,True,291.0
106,208,258,,,,True,263.0
106,208,259,,,,True,263.0
106,208,261,,,,True,277.0
106,208,262,,,,True,260.0
106,208,403,,,,True,263.0
106,208,415,,,,True,291.0
106,208,416,,,,True,291.0
106,208,423,,,,True,263.0
106,423,397,,,,True,291.0
106,423,398,,,,True,290.0
107,111,60,,,,True,80.0
107,111,61,,,,True,77.0
107,111,205,,,,False,
107,111,206,,,,True,403.0
107,202,246,,,,True,283.0
107,202,247,,,,True,276.0
107,202,249,,,,True,276.0
107,202,250,,,,True,264.0
107,202,402,,,,True,264.0
107,202,411,,,,True,403.0
107,202,412,,,,True,403.0
107,202,422,,,,True,264.0
107,425,397,,,,False,289.0
107,425,398,,,,True,290.0
107,504,462,,,,True,399.0
107,504,463,,,,True,380.0
107,504,465,,,,True,385.0
107,504,466,,,,True,399.0
107,504,499,,,,True,416.0
107,504,500,,,,True,416.0
107,504,512,,,,True,403.0
107,504,513,,,,True,403.0
107,534,517,,,,True,382.0
107,534,518,,,,True,403.0
107,574,484,,,,True,413.0
107,574,485,,,,True,416.0
108,111,60,,,,True,79.0
108,111,61,,,,True,80.0
108,111,205,,,,True,79.0
108,111,206,,,,True,382.0
108,208,258,,,,True,260.0
108,208,259,,,,True,263.0
108,208,261,,,,True,260.0
108,208,262,,,,True,260.0
108,208,403,,,,True,260.0
108,208,415,,,,True,382.0
108,208,416,,,,True,382.0
108,208,423,,,,True,260.0
108,300,397,,,,False,289.0
108,300,398,,,,True,289.0
108,505,468,,,,True,381.0
108,505,469,,,,True,384.0
108,505,471,,,,True,381.0
108,505,472,,,,True,381.0
108,505,501,,,,True,413.0
108,505,502,,,,True,413.0
108,505,514,,,,True,382.0
108,505,515,,,,True,382.0
108,574,484,,,,True,413.0
108,574,485,,,,True,413.0
108,590,517,,,,True,382.0
108,590,518,,,,True,382.0
109,111,60,,,,True,79.0
109,111,61,,,,True,79.0
109,111,205,,,,True,80.0
109,111,206,,,,False,289.0
109,208,258,,,,True,277.0
109,208,259,,,,True,260.0
109,208,261,,,,True,263.0
109,208,262,,,,True,260.0
109,208,403,,,,True,263.0
109,208,415,,,,False,289.0
109,208,416,,,,False,289.0
109,208,423,,,,True,263.0
109,300,397,,,,False,289.0
109,300,398,,,,True,289.0
110,112,60,,,,True,77.0
110,112,61,,,,True,77.0
110,112,205,,,,True,78.0
110,112,206,,,,True,80.0
110,271,409,,,,False,
111,119,60,,,,True,79.0
111,119,61,,,,False,80.0
111,119,205,,,,True,79.0
111,119,206,,,,False,289.0
111,208,258,,,,True,260.0
111,208,259,,,,True,260.0
111,208,261,,,,True,260.0
111,208,262,,,,True,260.0
111,208,403,,,,True,260.0
111,208,415,,,,False,289.0
111,208,416,,,,False,289.0
111,208,423,,,,True,260.0
111,300,397,,,,False,289.0
111,300,398,,,,True,289.0
112,119,60,,,,True,80.0
112,119,61,,,,False,80.0
112,119,205,,,,True,80.0
112,119,206,,,,False,289.0
112,208,258,,,,True,282.0
112,208,259,,,,True,277.0
112,208,403,,,,True,263.0
112,208,415,,,,False,289.0
112,278,397,,,,False,289.0
113,119,60,,,,True,80.0
113,119,61,,,,False,79.0
113,119,205,,,,True,80.0
113,119,206,,,,False,291.0
113,208,258,,,,True,282.0
113,208,259,,,,True,263.0
113,208,261,,,,True,282.0
113,208,262,,,,True,260.0
113,208,403,,,,True,263.0
113,208,415,,,,False,291.0
113,208,416,,,,False,291.0
113,208,423,,,,True,263.0
113,278,397,,,,False,291.0
113,278,398,,,,True,291.0
114,111,60,,,,True,78.0
114,111,61,,,,True,78.0
114,111,205,,,,True,78.0
114,111,206,,,,True,78.0
114,208,415,,,,False,
115,111,60,,,,True,77.0
115,111,61,,,,True,79.0
115,111,205,,,,True,79.0
115,111,206,,,,True,80.0
115,409,411,,,,False,
116,112,60,,,,True,78.0
116,112,61,,,,True,78.0
116,112,205,,,,True,78.0
116,112,206,,,,True,403.0
116,200,246,,,,True,283.0
116,200,247,,,,True,283.0
116,200,249,,,,True,283.0
116,200,250,,,,True,264.0
116,200,402,,,,True,283.0
116,200,411,,,,True,403.0
116,200,412,,,,True,403.0
116,200,422,,,,True,283.0
116,286,397,,,,True,292.0
116,286,398,,,,True,292.0
116,504,462,,,,True,406.0
116,504,463,,,,True,406.0
116,504,499,,,,True,415.0
116,504,512,,,,True,403.0
116,535,517,,,,True,403.0
116,574,484,,,,True,415.0
117,112,60,,,,True,78.0
117,112,61,,,,True,80.0
117,112,205,,,,True,78.0
117,112,206,,,,True,78.0
117,200,411,,,,False,
118,112,60,,,,True,78.0
118,112,61,,,,True,78.0
118,112,205,,,,True,78.0
118,112,206,,,,True,77.0
119,112,60,,,,True,78.0
119,112,61,,,,True,77.0
119,112,205,,,,True,78.0
119,112,206,,,,True,77.0
120,112,60,,,,True,79.0
120,112,61,,,,True,80.0
120,112,205,,,,True,78.0
120,112,206,,,,True,382.0
120,208,258,,,,True,277.0
120,208,259,,,,True,277.0
120,208,261,,,,True,263.0
120,208,262,,,,True,260.0
120,208,403,,,,True,282.0
120,208,415,,,,True,382.0
120,208,416,,,,True,382.0
120,208,423,,,,True,282.0
120,278,397,,,,False,290.0
120,278,398,,,,True,290.0
120,505,468,,,,True,381.0
120,505,469,,,,True,381.0
120,505,471,,,,True,381.0
120,505,472,,,,True,381.0
120,505,501,,,,True,413.0
120,505,502,,,,True,413.0
120,505,514,,,,True,382.0
120,505,515,,,,True,382.0
120,574,484,,,,True,413.0
120,574,485,,,,True,413.0
120,590,517,,,,True,382.0
120,590,518,,,,True,382.0
121,114,60,,,,True,80.0
121,114,61,,,,True,80.0
121,114,205,,,,True,79.0
121,114,206,,,,True,450.0
