IdMeta,Descricao,OrdemExibicao,StComum,IdDisciplina,IdFaseNota,IdTipoMeta
92,DESEMPENHO DO ALUNO,1,True,16,22,1
93,DESEMPENHO DO ALUNO,4,False,1,23,1
94,DESEMPENHO DO ALUNO,1,True,4,23,1
95,DESEMPENHO DO ALUNO,1,True,16,23,1
96,DESEMPENHO DO ALUNO,4,False,1,24,1
97,DESEMPENHO DO ALUNO,1,True,4,24,1
98,DESEMPENHO DO ALUNO,1,True,16,24,1
99,DESEMPENHO DO ALUNO,4,False,1,25,1
100,DESEMPENHO DO ALUNO,1,True,4,25,1
101,DESEMPENHO DO ALUNO,1,True,16,25,1
102,DESEMPENHO DO ALUNO,4,False,1,26,1
103,DESEMPENHO DO ALUNO,1,True,4,26,1
104,DESEMPENHO DO ALUNO,1,True,16,26,1
105,DESEMPENHO DO ALUNO,4,False,1,27,1
106,DESEMPENHO DO ALUNO,1,True,4,27,1
107,DESEMPENHO DO ALUNO,1,True,16,27,1
108,DESEMPENHO DO ALUNO,4,False,1,28,1
109,DESEMPENHO DO ALUNO,1,True,4,28,1
110,DESEMPENHO DO ALUNO,1,True,16,28,1
111,DESEMPENHO DO ALUNO,4,False,1,29,1
112,DESEMPENHO DO ALUNO,1,True,4,29,1
113,DESEMPENHO DO ALUNO,1,True,16,29,1
114,DESEMPENHO DO ALUNO,4,False,1,30,1
115,DESEMPENHO DO ALUNO,1,True,4,30,1
116,DESEMPENHO DO ALUNO,1,True,16,30,1
117,DESEMPENHO DO ALUNO,4,False,1,33,1
118,DESEMPENHO DO ALUNO,1,True,4,33,1
119,DESEMPENHO DO ALUNO,1,True,16,33,1
120,DESEMPENHO DO ALUNO,4,False,1,34,1
121,DESEMPENHO DO ALUNO,1,True,4,34,1
122,DESEMPENHO DO ALUNO,1,True,16,34,1
123,DESEMPENHO DO ALUNO,4,False,1,35,1
124,DESEMPENHO DO ALUNO,1,True,4,35,1
125,DESEMPENHO DO ALUNO,1,True,16,35,1
126,DESEMPENHO DO ALUNO,4,False,1,36,1
127,DESEMPENHO DO ALUNO,1,True,4,36,1
128,DESEMPENHO DO ALUNO,1,True,16,36,1
129,DESEMPENHO DO ALUNO,4,False,1,37,1
130,DESEMPENHO DO ALUNO,1,True,4,37,1
131,DESEMPENHO DO ALUNO,1,True,16,37,1
132,DESEMPENHO DO ALUNO,4,False,1,38,1
133,DESEMPENHO DO ALUNO,1,True,4,38,1
134,DESEMPENHO DO ALUNO,1,True,16,38,1
135,DESEMPENHO DO ALUNO,4,False,1,39,1
136,DESEMPENHO DO ALUNO,1,True,4,39,1
137,DESEMPENHO DO ALUNO,1,True,16,39,1
138,DESEMPENHO DO ALUNO,4,False,1,40,1
139,DESEMPENHO DO ALUNO,1,True,4,40,1
140,DESEMPENHO DO ALUNO,1,True,16,40,1
141,DESEMPENHO DO ALUNO,4,False,1,41,1
142,DESEMPENHO DO ALUNO,1,True,4,41,1
143,DESEMPENHO DO ALUNO,1,True,16,41,1
144,DESEMPENHO DO ALUNO,4,False,1,42,1
145,DESEMPENHO DO ALUNO,1,True,4,42,1
146,DESEMPENHO DO ALUNO,1,True,16,42,1
147,DESEMPENHO DO ALUNO,4,False,1,43,1
148,DESEMPENHO DO ALUNO,1,True,4,43,1
149,DESEMPENHO DO ALUNO,1,True,16,43,1
150,DESEMPENHO DO ALUNO,4,False,1,44,1
151,DESEMPENHO DO ALUNO,1,True,4,44,1
152,DESEMPENHO DO ALUNO,1,True,16,44,1
153,DESEMPENHO DO ALUNO,4,False,1,45,1
154,DESEMPENHO DO ALUNO,1,True,4,45,1
155,DESEMPENHO DO ALUNO,1,True,16,45,1
156,DESEMPENHO DO ALUNO,4,False,1,46,1
157,DESEMPENHO DO ALUNO,1,True,4,46,1
158,DESEMPENHO DO ALUNO,1,True,16,46,1
159,DESEMPENHO DO ALUNO,4,False,1,47,1
160,DESEMPENHO DO ALUNO,1,True,4,47,1
161,DESEMPENHO DO ALUNO,1,True,16,47,1
162,DESEMPENHO DO ALUNO,4,False,1,48,1
163,DESEMPENHO DO ALUNO,1,True,4,48,1
164,DESEMPENHO DO ALUNO,1,True,16,48,1
165,DESEMPENHO DO ALUNO,4,False,1,49,1
166,DESEMPENHO DO ALUNO,1,True,4,49,1
167,DESEMPENHO DO ALUNO,1,True,16,49,1
168,DESEMPENHO DO ALUNO,4,False,1,50,1
169,DESEMPENHO DO ALUNO,1,True,4,50,1
170,DESEMPENHO DO ALUNO,1,True,16,50,1
171,DESEMPENHO DO ALUNO,4,False,1,51,1
172,DESEMPENHO DO ALUNO,1,True,4,51,1
173,DESEMPENHO DO ALUNO,1,True,16,51,1
174,DESEMPENHO DO ALUNO,4,False,1,52,1
175,DESEMPENHO DO ALUNO,1,True,4,52,1
176,DESEMPENHO DO ALUNO,1,True,16,52,1
177,DESEMPENHO DO ALUNO,4,False,1,53,1
178,DESEMPENHO DO ALUNO,1,True,4,53,1
179,DESEMPENHO DO ALUNO,1,True,16,53,1
180,DESEMPENHO DO ALUNO,4,False,1,54,1
181,DESEMPENHO DO ALUNO,1,True,4,54,1
182,DESEMPENHO DO ALUNO,1,True,16,54,1
183,DESEMPENHO DO ALUNO,4,False,1,55,1
184,DESEMPENHO DO ALUNO,1,True,4,55,1
185,DESEMPENHO DO ALUNO,1,True,16,55,1
186,DESEMPENHO DO ALUNO,4,False,1,56,1
187,DESEMPENHO DO ALUNO,1,True,4,56,1
188,DESEMPENHO DO ALUNO,1,True,16,56,1
189,DESEMPENHO DO ALUNO,4,False,1,57,1
190,DESEMPENHO DO ALUNO,1,True,4,57,1
191,DESEMPENHO DO ALUNO,1,True,16,57,1
192,DESEMPENHO DO ALUNO,4,False,1,58,1
193,DESEMPENHO DO ALUNO,1,True,4,58,1
194,DESEMPENHO DO ALUNO,1,True,16,58,1
195,DESEMPENHO DO ALUNO,1,True,20,10,1
196,DESEMPENHO DO ALUNO,1,True,20,9,1
197,DESEMPENHO DO ALUNO,1,True,5,9,1
198,DESEMPENHO DO ALUNO,1,True,5,10,1
199,DESEMPENHO DO ALUNO,1,True,5,17,1
200,DESEMPENHO DO ALUNO,1,True,5,18,1
201,DESEMPENHO DO ALUNO,1,True,17,18,1
202,DESEMPENHO DO ALUNO,1,True,5,15,1
203,DESEMPENHO DO ALUNO,1,True,5,16,1
204,DESEMPENHO DO ALUNO,1,True,17,16,1
205,DESEMPENHO DO ALUNO,1,True,17,12,1
206,DESEMPENHO DO ALUNO,1,True,5,12,1
207,DESEMPENHO DO ALUNO,1,True,5,14,1
208,DESEMPENHO DO ALUNO,1,True,17,14,1
209,DESEMPENHO DO ALUNO,1,True,19,8,1
210,DESEMPENHO DO ALUNO,1,True,5,8,1
211,DESEMPENHO DO ALUNO,1,True,19,6,1
212,DESEMPENHO DO ALUNO,1,True,5,7,1
213,DESEMPENHO DO ALUNO,1,True,5,13,1
214,DESEMPENHO DO ALUNO,1,True,5,11,1
215,DESEMPENHO DO ALUNO,1,True,19,5,1
216,DESEMPENHO DO ALUNO,1,True,19,7,1
217,DESEMPENHO DO ALUNO,1,True,17,13,1
218,DESEMPENHO DO ALUNO,1,True,17,11,1
219,DESEMPENHO DO ALUNO,1,True,17,15,1
220,DESEMPENHO DO ALUNO,1,True,17,17,1
222,DESEMPENHO DO ALUNO,4,False,1,59,1
223,DESEMPENHO DO ALUNO,1,True,4,59,1
224,DESEMPENHO DO ALUNO,1,True,16,59,1
225,DESEMPENHO DO ALUNO,4,False,1,60,1
226,DESEMPENHO DO ALUNO,1,True,4,60,1
227,DESEMPENHO DO ALUNO,1,True,16,60,1
228,DESEMPENHO DO ALUNO,4,False,1,61,1
229,DESEMPENHO DO ALUNO,1,True,4,61,1
230,DESEMPENHO DO ALUNO,1,True,16,61,1
231,DESEMPENHO DO ALUNO,4,False,1,62,1
232,DESEMPENHO DO ALUNO,1,True,4,62,1
233,DESEMPENHO DO ALUNO,1,True,16,62,1
234,DESEMPENHO DO ALUNO,4,False,1,63,1
235,DESEMPENHO DO ALUNO,1,True,4,63,1
236,DESEMPENHO DO ALUNO,1,True,16,63,1
237,DESEMPENHO DO ALUNO,4,False,1,64,1
238,DESEMPENHO DO ALUNO,1,True,4,64,1
239,DESEMPENHO DO ALUNO,1,True,16,64,1
240,DESEMPENHO DO ALUNO,4,False,1,65,1
241,DESEMPENHO DO ALUNO,1,True,4,65,1
242,DESEMPENHO DO ALUNO,1,True,16,65,1
243,DESEMPENHO DO ALUNO,4,False,1,66,1
244,DESEMPENHO DO ALUNO,1,True,4,66,1
245,DESEMPENHO DO ALUNO,1,True,16,66,1
246,DESEMPENHO DO ALUNO,4,False,1,67,1
247,DESEMPENHO DO ALUNO,1,True,4,67,1
248,DESEMPENHO DO ALUNO,1,True,16,67,1
249,DESEMPENHO DO ALUNO,4,False,1,68,1
250,DESEMPENHO DO ALUNO,1,True,4,68,1
251,DESEMPENHO DO ALUNO,1,True,16,68,1
252,DESEMPENHO DO ALUNO,4,False,1,69,1
253,DESEMPENHO DO ALUNO,1,True,4,69,1
254,DESEMPENHO DO ALUNO,1,True,16,69,1
255,DESEMPENHO DO ALUNO,4,False,1,70,1
256,DESEMPENHO DO ALUNO,1,True,4,70,1
257,DESEMPENHO DO ALUNO,1,True,16,70,1
258,DESEMPENHO DO ALUNO,4,False,1,71,1
259,DESEMPENHO DO ALUNO,1,True,4,71,1
260,DESEMPENHO DO ALUNO,1,True,16,71,1
261,DESEMPENHO DO ALUNO,4,False,1,72,1
262,DESEMPENHO DO ALUNO,1,True,4,72,1
263,DESEMPENHO DO ALUNO,1,True,16,72,1
264,DESEMPENHO DO ALUNO,4,False,1,73,1
265,DESEMPENHO DO ALUNO,1,True,4,73,1
266,DESEMPENHO DO ALUNO,1,True,16,73,1
267,DESEMPENHO DO ALUNO,4,False,1,74,1
268,DESEMPENHO DO ALUNO,1,True,4,74,1
269,DESEMPENHO DO ALUNO,1,True,16,74,1
270,DESEMPENHO DO ALUNO,4,False,1,75,1
271,DESEMPENHO DO ALUNO,1,True,4,75,1
272,DESEMPENHO DO ALUNO,1,True,16,75,1
273,DESEMPENHO DO ALUNO,4,False,1,76,1
274,DESEMPENHO DO ALUNO,1,True,4,76,1
275,DESEMPENHO DO ALUNO,1,True,16,76,1
276,DESEMPENHO DO ALUNO,4,False,1,77,1
277,DESEMPENHO DO ALUNO,1,True,4,77,1
278,DESEMPENHO DO ALUNO,1,True,16,77,1
279,DESEMPENHO DO ALUNO,4,False,1,78,1
280,DESEMPENHO DO ALUNO,1,True,4,78,1
281,DESEMPENHO DO ALUNO,1,True,16,78,1
282,DESEMPENHO DO ALUNO,4,False,1,79,1
283,DESEMPENHO DO ALUNO,1,True,4,79,1
284,DESEMPENHO DO ALUNO,1,True,16,79,1
285,DESEMPENHO DO ALUNO,4,False,1,80,1
286,DESEMPENHO DO ALUNO,1,True,4,80,1
287,DESEMPENHO DO ALUNO,1,True,16,80,1
288,DESEMPENHO DO ALUNO,4,False,1,81,1
289,DESEMPENHO DO ALUNO,1,True,4,81,1
290,DESEMPENHO DO ALUNO,1,True,16,81,1
291,DESEMPENHO DO ALUNO,4,False,1,82,1
292,DESEMPENHO DO ALUNO,1,True,4,82,1
293,DESEMPENHO DO ALUNO,1,True,16,82,1
294,DESEMPENHO DO ALUNO,4,False,1,83,1
295,DESEMPENHO DO ALUNO,1,True,4,83,1
296,DESEMPENHO DO ALUNO,1,True,16,83,1
297,DESEMPENHO DO ALUNO,4,False,1,84,1
298,DESEMPENHO DO ALUNO,1,True,4,84,1
299,DESEMPENHO DO ALUNO,1,True,16,84,1
300,DESEMPENHO DO ALUNO,4,False,1,85,1
301,DESEMPENHO DO ALUNO,1,True,4,85,1
302,DESEMPENHO DO ALUNO,1,True,16,85,1
303,DESEMPENHO DO ALUNO,4,False,1,86,1
304,DESEMPENHO DO ALUNO,1,True,4,86,1
305,DESEMPENHO DO ALUNO,1,True,16,86,1
306,DESEMPENHO DO ALUNO,4,False,1,89,1
307,DESEMPENHO DO ALUNO,1,True,4,89,1
308,DESEMPENHO DO ALUNO,1,True,16,89,1
309,DESEMPENHO DO ALUNO,4,False,1,90,1
310,DESEMPENHO DO ALUNO,1,True,4,90,1
311,DESEMPENHO DO ALUNO,1,True,16,90,1
312,DESEMPENHO DO ALUNO,4,False,1,91,1
313,DESEMPENHO DO ALUNO,1,True,4,91,1
314,DESEMPENHO DO ALUNO,1,True,16,91,1
315,DESEMPENHO DO ALUNO,4,False,1,92,1
316,DESEMPENHO DO ALUNO,1,True,4,92,1
317,DESEMPENHO DO ALUNO,1,True,16,92,1
318,DESEMPENHO DO ALUNO,4,False,1,93,1
319,DESEMPENHO DO ALUNO,1,True,4,93,1
320,DESEMPENHO DO ALUNO,1,True,16,93,1
321,DESEMPENHO DO ALUNO,4,False,1,94,1
322,DESEMPENHO DO ALUNO,1,True,4,94,1
323,DESEMPENHO DO ALUNO,1,True,16,94,1
324,DESEMPENHO DO ALUNO,4,False,1,95,1
325,DESEMPENHO DO ALUNO,1,True,4,95,1
326,DESEMPENHO DO ALUNO,1,True,16,95,1
327,DESEMPENHO DO ALUNO,4,False,1,96,1
328,DESEMPENHO DO ALUNO,1,True,4,96,1
329,DESEMPENHO DO ALUNO,1,True,16,96,1
330,DESEMPENHO DO ALUNO,4,False,1,97,1
331,DESEMPENHO DO ALUNO,1,True,4,97,1
332,DESEMPENHO DO ALUNO,1,True,16,97,1
333,DESEMPENHO DO ALUNO,4,False,1,98,1
334,DESEMPENHO DO ALUNO,1,True,4,98,1
335,DESEMPENHO DO ALUNO,1,True,16,98,1
336,DESEMPENHO DO ALUNO,4,False,1,99,1
337,DESEMPENHO DO ALUNO,1,True,4,99,1
338,DESEMPENHO DO ALUNO,1,True,16,99,1
339,DESEMPENHO DO ALUNO,4,False,1,100,1
340,DESEMPENHO DO ALUNO,1,True,4,100,1
341,DESEMPENHO DO ALUNO,1,True,16,100,1
342,DESEMPENHO DO ALUNO,4,False,1,101,1
343,DESEMPENHO DO ALUNO,1,True,4,101,1
344,DESEMPENHO DO ALUNO,1,True,16,101,1
345,DESEMPENHO DO ALUNO,4,False,1,102,1
346,DESEMPENHO DO ALUNO,1,True,4,102,1
347,DESEMPENHO DO ALUNO,1,True,16,102,1
348,DESEMPENHO DO ALUNO,4,False,1,103,1
349,DESEMPENHO DO ALUNO,1,True,4,103,1
350,DESEMPENHO DO ALUNO,1,True,16,103,1
351,DESEMPENHO DO ALUNO,4,False,1,104,1
352,DESEMPENHO DO ALUNO,1,True,4,104,1
353,DESEMPENHO DO ALUNO,1,True,16,104,1
354,DESEMPENHO DO ALUNO,4,False,1,105,1
355,DESEMPENHO DO ALUNO,1,True,4,105,1
356,DESEMPENHO DO ALUNO,1,True,16,105,1
357,DESEMPENHO DO ALUNO,4,False,1,106,1
358,DESEMPENHO DO ALUNO,1,True,4,106,1
359,DESEMPENHO DO ALUNO,1,True,16,106,1
360,DESEMPENHO DO ALUNO,4,False,1,107,1
361,DESEMPENHO DO ALUNO,1,True,4,107,1
362,DESEMPENHO DO ALUNO,1,True,16,107,1
363,DESEMPENHO DO ALUNO,4,False,1,108,1
364,DESEMPENHO DO ALUNO,1,True,4,108,1
365,DESEMPENHO DO ALUNO,1,True,16,108,1
366,DESEMPENHO DO ALUNO,4,False,1,109,1
367,DESEMPENHO DO ALUNO,1,True,4,109,1
368,DESEMPENHO DO ALUNO,1,True,16,109,1
369,DESEMPENHO DO ALUNO,4,False,1,110,1
370,DESEMPENHO DO ALUNO,1,True,4,110,1
371,DESEMPENHO DO ALUNO,1,True,16,110,1
372,DESEMPENHO DO ALUNO,4,False,1,111,1
373,DESEMPENHO DO ALUNO,1,True,4,111,1
374,DESEMPENHO DO ALUNO,1,True,16,111,1
375,DESEMPENHO DO ALUNO,4,False,1,112,1
376,DESEMPENHO DO ALUNO,1,True,4,112,1
377,DESEMPENHO DO ALUNO,1,True,16,112,1
378,DESEMPENHO DO ALUNO,4,False,1,113,1
379,DESEMPENHO DO ALUNO,1,True,4,113,1
380,DESEMPENHO DO ALUNO,1,True,16,113,1
381,DESEMPENHO DO ALUNO,4,False,1,114,1
382,DESEMPENHO DO ALUNO,1,True,4,114,1
383,DESEMPENHO DO ALUNO,1,True,16,114,1
384,DESEMPENHO DO ALUNO,4,False,1,115,1
385,DESEMPENHO DO ALUNO,1,True,4,115,1
386,DESEMPENHO DO ALUNO,1,True,16,115,1
387,DESEMPENHO DO ALUNO,4,False,1,116,1
388,DESEMPENHO DO ALUNO,1,True,4,116,1
389,DESEMPENHO DO ALUNO,1,True,16,116,1
390,DESEMPENHO DO ALUNO,4,False,1,117,1
391,DESEMPENHO DO ALUNO,1,True,4,117,1
392,DESEMPENHO DO ALUNO,1,True,16,117,1
393,DESEMPENHO DO ALUNO,4,False,1,118,1
394,DESEMPENHO DO ALUNO,1,True,4,118,1
395,DESEMPENHO DO ALUNO,1,True,16,118,1
397,DESEMPENHO DO ALUNO,1,True,5,115,1
398,DESEMPENHO DO ALUNO,1,True,5,116,1
399,DESEMPENHO DO ALUNO,1,True,19,61,1
400,DESEMPENHO DO ALUNO,1,True,19,63,1
401,DESEMPENHO DO ALUNO,1,True,17,69,1
402,DESEMPENHO DO ALUNO,1,True,17,67,1
403,DESEMPENHO DO ALUNO,1,True,17,71,1
404,DESEMPENHO DO ALUNO,1,True,17,73,1
405,DESEMPENHO DO ALUNO,1,True,20,65,1
407,DESEMPENHO DO ALUNO,1,True,5,63,1
408,DESEMPENHO DO ALUNO,1,True,5,64,1
409,DESEMPENHO DO ALUNO,1,True,5,65,1
410,DESEMPENHO DO ALUNO,1,True,5,66,1
411,DESEMPENHO DO ALUNO,1,True,5,67,1
412,DESEMPENHO DO ALUNO,1,True,5,68,1
413,DESEMPENHO DO ALUNO,1,True,5,69,1
414,DESEMPENHO DO ALUNO,1,True,5,70,1
415,DESEMPENHO DO ALUNO,1,True,5,71,1
416,DESEMPENHO DO ALUNO,1,True,5,72,1
417,DESEMPENHO DO ALUNO,1,True,5,73,1
418,DESEMPENHO DO ALUNO,1,True,5,74,1
419,DESEMPENHO DO ALUNO,1,False,19,62,1
420,DESEMPENHO DO ALUNO,1,False,19,64,1
421,DESEMPENHO DO ALUNO,1,True,17,70,1
422,DESEMPENHO DO ALUNO,1,True,17,68,1
423,DESEMPENHO DO ALUNO,1,True,17,72,1
424,DESEMPENHO DO ALUNO,1,True,17,74,1
426,DESEMPENHO DO ALUNO,1,False,1,119,3
427,DESEMPENHO DO ALUNO,1,False,4,119,3
429,DESEMPENHO DO ALUNO,4,False,1,120,3
430,DESEMPENHO DO ALUNO,1,False,4,120,3
432,DESEMPENHO DO ALUNO,4,False,1,121,3
433,DESEMPENHO DO ALUNO,1,False,4,121,3
435,DESEMPENHO DO ALUNO,4,False,1,122,3
436,DESEMPENHO DO ALUNO,1,False,4,122,3
438,DESEMPENHO DO ALUNO,4,False,1,123,3
439,DESEMPENHO DO ALUNO,1,False,4,123,3
441,DESEMPENHO DO ALUNO,4,False,1,124,3
442,DESEMPENHO DO ALUNO,1,False,4,124,3
444,DESEMPENHO DO ALUNO,4,False,1,125,3
445,DESEMPENHO DO ALUNO,1,False,4,125,3
447,DESEMPENHO DO ALUNO,4,False,1,126,3
448,DESEMPENHO DO ALUNO,1,False,4,126,3
450,DESEMPENHO DO ALUNO,4,False,1,129,3
451,DESEMPENHO DO ALUNO,1,False,4,129,3
453,DESEMPENHO DO ALUNO,4,False,1,130,3
454,DESEMPENHO DO ALUNO,1,False,4,130,3
456,DESEMPENHO DO ALUNO,4,False,1,131,3
457,DESEMPENHO DO ALUNO,1,False,4,131,3
459,DESEMPENHO DO ALUNO,4,False,1,132,3
460,DESEMPENHO DO ALUNO,1,False,4,132,3
462,DESEMPENHO DO ALUNO,4,False,1,133,3
463,DESEMPENHO DO ALUNO,1,False,4,133,3
465,DESEMPENHO DO ALUNO,4,False,1,134,3
466,DESEMPENHO DO ALUNO,1,False,4,134,3
468,DESEMPENHO DO ALUNO,2,False,1,135,3
469,DESEMPENHO DO ALUNO,1,False,4,135,3
471,DESEMPENHO DO ALUNO,4,False,1,136,3
472,DESEMPENHO DO ALUNO,1,False,4,136,3
474,DESEMPENHO DO ALUNO,4,False,1,137,1
475,DESEMPENHO DO ALUNO,1,True,4,137,1
477,DESEMPENHO DO ALUNO,4,False,1,138,1
478,DESEMPENHO DO ALUNO,1,True,4,138,1
484,DESEMPENHO DO ALUNO,4,False,25,139,3
485,DESEMPENHO DO ALUNO,4,False,25,140,3
487,DESEMPENHO DO ALUNO,4,False,25,119,1
488,DESEMPENHO DO ALUNO,4,False,25,120,1
489,DESEMPENHO DO ALUNO,4,False,25,121,1
490,DESEMPENHO DO ALUNO,4,False,25,122,1
491,DESEMPENHO DO ALUNO,4,False,25,123,1
492,DESEMPENHO DO ALUNO,4,False,25,124,1
493,DESEMPENHO DO ALUNO,4,False,25,125,1
494,DESEMPENHO DO ALUNO,4,False,25,126,1
495,DESEMPENHO DO ALUNO,4,False,25,129,1
496,DESEMPENHO DO ALUNO,4,False,25,130,1
497,DESEMPENHO DO ALUNO,4,False,25,131,1
498,DESEMPENHO DO ALUNO,4,False,25,132,1
499,DESEMPENHO DO ALUNO,4,False,25,133,1
500,DESEMPENHO DO ALUNO,4,False,25,134,1
501,DESEMPENHO DO ALUNO,4,False,25,135,3
502,DESEMPENHO DO ALUNO,4,False,25,136,3
503,DESEMPENHO DO ALUNO,4,False,25,137,1
504,DESEMPENHO DO ALUNO,4,False,25,138,1
506,DESEMPENHO DO ALUNO,1,False,5,125,3
507,DESEMPENHO DO ALUNO,1,False,5,126,3
508,DESEMPENHO DO ALUNO,1,False,5,129,3
509,DESEMPENHO DO ALUNO,1,False,5,130,3
510,DESEMPENHO DO ALUNO,1,False,5,131,3
511,DESEMPENHO DO ALUNO,1,False,5,132,3
512,DESEMPENHO DO ALUNO,1,False,5,133,3
513,DESEMPENHO DO ALUNO,1,False,5,134,3
514,DESEMPENHO DO ALUNO,3,False,5,135,3
515,DESEMPENHO DO ALUNO,1,False,5,136,3
517,DESEMPENHO DO ALUNO,1,False,5,137,3
518,DESEMPENHO DO ALUNO,1,False,5,138,3
520,DESEMPENHO DO ALUNO,4,False,17,133,3
521,DESEMPENHO DO ALUNO,4,False,17,134,3
523,DESEMPENHO DO ALUNO,4,False,23,129,3
524,DESEMPENHO DO ALUNO,4,False,23,130,3
526,DESEMPENHO DO ALUNO,4,False,22,131,3
527,DESEMPENHO DO ALUNO,4,False,22,132,3
529,DESEMPENHO DO ALUNO,4,False,21,125,3
530,DESEMPENHO DO ALUNO,4,False,21,126,3
532,DESEMPENHO DO ALUNO,4,False,24,123,3
533,DESEMPENHO DO ALUNO,4,False,24,124,3
535,DESEMPENHO DO ALUNO,4,False,19,121,3
536,DESEMPENHO DO ALUNO,4,False,19,122,3
538,DESEMPENHO DO ALUNO,4,False,16,119,3
539,DESEMPENHO DO ALUNO,4,False,16,120,3
540,DESEMPENHO DO ALUNO,4,False,16,143,3
541,DESEMPENHO DO ALUNO,4,False,16,144,3
542,DESEMPENHO DO ALUNO,1,False,4,143,3
543,DESEMPENHO DO ALUNO,1,False,4,144,3
544,DESEMPENHO DO ALUNO,1,False,1,143,3
545,DESEMPENHO DO ALUNO,4,False,1,144,3
546,DESEMPENHO DO ALUNO,1,False,4,145,3
547,DESEMPENHO DO ALUNO,1,False,4,146,3
548,DESEMPENHO DO ALUNO,4,False,1,145,3
549,DESEMPENHO DO ALUNO,4,False,1,146,3
550,DESEMPENHO DO ALUNO,4,False,19,145,3
551,DESEMPENHO DO ALUNO,4,False,19,146,3
552,DESEMPENHO DO ALUNO,4,False,24,147,3
553,DESEMPENHO DO ALUNO,4,False,24,148,3
554,DESEMPENHO DO ALUNO,1,False,4,147,3
555,DESEMPENHO DO ALUNO,1,False,4,148,3
556,DESEMPENHO DO ALUNO,4,False,1,147,3
557,DESEMPENHO DO ALUNO,4,False,1,148,3
558,DESEMPENHO DO ALUNO,1,False,5,149,3
