IdDiarioAluno,IdDiario,IdAluno,DataInicial,DataFinal
384,37,129,,
385,38,144,,
387,38,164,,
388,38,165,,
389,38,166,,
390,38,167,,
391,38,168,,
392,38,169,,
393,38,170,,
394,38,171,,
395,38,172,,2021-10-17 00:00:00
396,38,173,,
397,38,213,,
398,39,144,,
400,39,164,,
401,39,165,,
402,39,166,,
403,39,167,,
404,39,168,,
405,39,169,,
406,39,170,,
407,39,171,,
408,39,172,,2021-10-17 00:00:00
409,39,173,,
410,39,213,,
411,40,144,,
413,40,164,,
414,40,165,,
415,40,166,,
416,40,167,,
417,40,168,,
418,40,169,,
419,40,170,,
420,40,171,,
421,40,172,,2021-10-17 00:00:00
422,40,173,,
423,40,213,,
424,41,144,,
426,41,164,,
427,41,165,,
428,41,166,,
429,41,167,,
430,41,168,,
431,41,169,,
432,41,170,,
433,41,171,,
434,41,172,,2021-10-17 00:00:00
435,41,173,,
436,41,213,,
437,42,174,,2021-10-12 00:00:00
438,42,175,,
439,42,176,,
440,42,177,,
441,42,178,,2021-10-18 00:00:00
442,42,179,,
443,42,180,,
444,42,181,,
445,42,182,,
446,42,216,,
447,43,174,,2021-10-12 00:00:00
448,43,175,,
449,43,176,,
450,43,177,,
451,43,178,,2021-10-18 00:00:00
452,43,179,,
453,43,180,,
454,43,181,,
455,43,182,,
456,43,216,,
457,44,174,,2021-10-12 00:00:00
458,44,175,,
459,44,176,,
460,44,177,,
461,44,178,,2021-10-18 00:00:00
462,44,179,,
463,44,180,,
464,44,181,,
465,44,182,,
466,44,216,,
467,45,174,,2021-10-12 00:00:00
468,45,175,,
469,45,176,,
470,45,177,,
471,45,178,,2021-10-18 00:00:00
472,45,179,,
473,45,180,,
474,45,181,,
475,45,182,,
476,45,216,,
477,46,159,,
478,46,160,,
479,46,161,,
480,46,162,,
481,46,163,,
482,46,218,,
483,46,242,,
484,46,243,,
485,46,244,,
486,47,159,,
487,47,160,,
488,47,161,,
489,47,162,,
490,47,163,,
491,47,218,,
492,47,242,,
493,47,243,,
494,47,244,,
495,48,159,,
496,48,160,,
497,48,161,,
498,48,162,,
499,48,163,,
500,48,218,,
501,48,242,,
502,48,243,,
503,48,244,,
504,49,159,,
505,49,160,,
506,49,161,,
507,49,162,,
508,49,163,,
509,49,218,,
510,49,242,,
511,49,243,,
512,49,244,,
513,50,132,,2021-09-14 00:00:00
514,50,133,,
515,50,134,,
516,50,136,,
517,50,137,,
518,50,138,,
519,50,139,,
520,50,141,,
521,50,142,,
522,50,143,,
524,50,147,,
525,50,148,,
526,50,149,,
527,50,150,,
528,51,132,,2021-09-14 00:00:00
529,51,133,,
530,51,134,,
531,51,136,,
532,51,137,,
533,51,138,,
534,51,139,,
535,51,141,,
536,51,142,,
537,51,143,,
539,51,147,,
540,51,148,,
541,51,149,,
542,51,150,,
543,52,132,,2021-09-14 00:00:00
544,52,133,,
545,52,134,,
546,52,136,,
547,52,137,,
548,52,138,,
549,52,139,,
550,52,141,,
551,52,142,,
552,52,143,,
554,52,147,,
555,52,148,,
556,52,149,,
557,52,150,,
558,53,132,,2021-09-14 00:00:00
559,53,133,,
560,53,134,,
561,53,136,,
562,53,137,,
563,53,138,,
564,53,139,,
565,53,141,,
566,53,142,,
567,53,143,,
569,53,147,,
570,53,148,,
571,53,149,,
572,53,150,,
573,54,151,,
575,54,153,,
576,54,154,,
577,54,155,,
578,54,156,,
579,54,157,,2021-11-11 00:00:00
580,54,158,,
581,55,151,,
583,55,153,,
584,55,154,,
585,55,155,,
586,55,156,,
587,55,157,,2021-11-11 00:00:00
588,55,158,,
589,56,151,,
591,56,153,,
592,56,154,,
593,56,155,,
594,56,156,,
595,56,157,,2021-11-11 00:00:00
596,56,158,,
597,57,151,,
599,57,153,,
600,57,154,,
601,57,155,,
602,57,156,,
603,57,157,,2021-11-11 00:00:00
604,57,158,,
681,58,25,,
682,58,26,,
683,58,27,,
684,58,28,,
685,58,29,,
686,58,30,,
687,58,31,,
688,58,32,,
689,58,131,,
727,59,765,,
728,59,766,,
729,59,767,,
730,59,768,,
731,60,765,,
732,60,766,,
733,60,767,,
734,60,768,,
735,61,25,,
736,61,26,,
737,61,27,,
738,61,28,,
739,61,29,,
740,61,30,,
741,61,31,,
742,61,32,,
743,61,131,,
745,62,25,,
746,62,26,,
747,62,27,,
748,62,28,,
749,62,29,,
750,62,30,,
751,62,31,,
752,62,32,,
753,62,131,,
755,63,25,,
756,63,26,,
757,63,27,,
758,63,28,,
759,63,29,,
760,63,30,,
761,63,31,,
762,63,32,,
763,63,131,,
765,64,724,,
766,64,727,,
767,64,734,,
768,64,735,,
769,64,736,,
770,64,738,,
771,64,739,,
772,64,740,,
773,64,744,,
774,64,746,,
775,64,747,,
776,64,748,,
777,64,749,,
778,64,750,,
779,65,724,,
780,65,727,,
781,65,734,,
782,65,735,,
783,65,736,,
784,65,738,,
785,65,739,,
786,65,740,,
787,65,744,,
788,65,746,,
789,65,747,,
790,65,748,,
791,65,749,,
792,65,750,,
793,66,724,,
794,66,727,,
795,66,734,,
796,66,735,,
797,66,736,,
798,66,738,,
799,66,739,,
800,66,740,,
801,66,744,,
802,66,746,,
803,66,747,,
804,66,748,,
805,66,749,,
806,66,750,,
807,67,724,,
808,67,727,,
809,67,734,,
810,67,735,,
811,67,736,,
812,67,738,,
813,67,739,,
814,67,740,,
815,67,744,,
816,67,746,,
817,67,747,,
818,67,748,,
819,67,749,,
820,67,750,,
821,68,249,,
822,68,257,,
823,68,271,,2021-09-30 00:00:00
824,68,274,,
825,68,285,,
826,68,290,,
827,68,305,,
828,68,307,,
829,68,311,,2021-11-03 00:00:00
830,68,315,,
831,68,318,,
832,68,324,,2021-10-04 00:00:00
833,69,249,,
834,69,257,,
835,69,271,,2021-09-30 00:00:00
836,69,274,,
837,69,285,,
838,69,290,,
839,69,305,,
840,69,307,,
841,69,311,,2021-11-03 00:00:00
842,69,315,,
843,69,318,,
844,69,324,,2021-10-04 00:00:00
845,70,249,,
846,70,257,,
847,70,271,,2021-09-30 00:00:00
848,70,274,,
849,70,285,,
850,70,290,,
851,70,305,,
852,70,307,,
853,70,311,,2021-11-03 00:00:00
854,70,315,,
855,70,318,,
856,70,324,,2021-10-04 00:00:00
857,71,249,,
858,71,257,,
859,71,271,,2021-09-30 00:00:00
860,71,274,,
861,71,285,,
862,71,290,,
863,71,305,,
864,71,307,,
865,71,311,,2021-11-03 00:00:00
866,71,315,,
867,71,318,,
868,71,324,,2021-10-04 00:00:00
869,72,422,,
870,72,423,,
871,72,428,,
872,72,558,,
873,72,559,,
874,72,562,,
875,72,564,,
876,72,565,,
877,72,566,,
878,72,567,,2021-10-25 00:00:00
879,72,569,,
880,72,571,,
881,72,575,,
882,72,577,,2021-10-25 00:00:00
883,72,579,,
884,72,725,,2021-10-04 00:00:00
885,73,422,,
886,73,423,,
887,73,428,,
888,73,558,,
889,73,559,,
890,73,562,,
891,73,564,,
892,73,565,,
893,73,566,,
894,73,567,,2021-10-25 00:00:00
895,73,569,,
896,73,571,,
897,73,575,,
898,73,577,,2021-10-25 00:00:00
899,73,579,,
900,73,725,,2021-10-04 00:00:00
901,74,422,,
902,74,423,,
903,74,428,,
904,74,558,,
905,74,559,,
906,74,562,,
907,74,564,,
908,74,565,,
909,74,566,,
910,74,567,,2021-10-25 00:00:00
911,74,569,,
912,74,571,,
913,74,575,,
914,74,577,,2021-10-25 00:00:00
915,74,579,,
916,74,725,,2021-10-04 00:00:00
917,75,422,,
918,75,423,,
919,75,428,,
920,75,558,,
921,75,559,,
922,75,562,,
923,75,564,,
924,75,565,,
925,75,566,,
926,75,567,,2021-10-25 00:00:00
927,75,569,,
928,75,571,,
929,75,575,,
930,75,577,,2021-10-25 00:00:00
931,75,579,,
932,75,725,,2021-10-04 00:00:00
933,76,537,,
934,76,538,,
935,76,539,,
936,76,540,,
937,76,541,,2021-09-15 00:00:00
938,76,542,,
939,76,548,,
940,76,549,,
941,76,551,,
942,76,552,,
943,76,553,,2021-11-11 00:00:00
945,76,556,,
946,76,728,,
947,77,537,,
948,77,538,,
949,77,539,,
950,77,540,,
951,77,541,,2021-09-15 00:00:00
952,77,542,,
953,77,548,,
954,77,549,,
955,77,551,,
956,77,552,,
957,77,553,,2021-11-11 00:00:00
959,77,556,,
960,77,728,,
961,78,537,,
962,78,538,,
963,78,539,,
964,78,540,,
965,78,541,,2021-09-15 00:00:00
966,78,542,,
967,78,548,,
968,78,549,,
969,78,551,,
970,78,552,,
971,78,553,,2021-11-11 00:00:00
973,78,556,,
974,78,728,,
975,79,537,,
976,79,538,,
977,79,539,,
978,79,540,,
979,79,541,,2021-09-15 00:00:00
980,79,542,,
981,79,548,,
982,79,549,,
983,79,551,,
984,79,552,,
985,79,553,,2021-11-11 00:00:00
987,79,556,,
988,79,728,,
1067,80,446,,
1068,80,448,,
1069,80,449,,
1070,80,451,,
1071,80,452,,2021-11-18 00:00:00
1072,80,730,,2021-11-16 00:00:00
1185,81,605,,2021-12-16 00:00:00
1186,81,606,,2021-12-16 00:00:00
1187,81,608,,
1188,81,610,,
1189,81,612,,
1190,81,614,,
1191,81,616,,
1192,81,617,,
1193,81,619,,
1194,81,620,,
1195,82,605,,2021-12-16 00:00:00
1196,82,606,,2021-12-16 00:00:00
1197,82,608,,
1198,82,610,,
1199,82,612,,
1200,82,614,,
1201,82,616,,
1202,82,617,,
1203,82,619,,
1204,82,620,,
1205,83,605,,2021-12-16 00:00:00
1206,83,606,,2021-12-16 00:00:00
1207,83,608,,
1208,83,610,,
1209,83,612,,
1210,83,614,,
1211,83,616,,
1212,83,617,,
1213,83,619,,
1214,83,620,,
1215,84,623,2021-10-11 00:00:00,2021-10-26 00:00:00
1216,84,624,,2021-09-07 00:00:00
1217,84,625,,
1218,84,626,,2021-09-07 00:00:00
1219,84,628,,2021-09-07 00:00:00
1220,84,631,,
1221,84,632,,
1222,84,633,,
1223,84,635,,
1224,84,636,,2021-09-07 00:00:00
1225,85,623,2021-10-11 00:00:00,2021-10-26 00:00:00
1226,85,624,,2021-09-07 00:00:00
1227,85,625,,
1228,85,626,,2021-09-07 00:00:00
1229,85,628,,2021-09-07 00:00:00
1230,85,631,,
1231,85,632,,
1232,85,633,,
1233,85,635,,
1234,85,636,,2021-09-07 00:00:00
1235,86,623,2021-10-11 00:00:00,2021-10-26 00:00:00
1236,86,624,,2021-09-07 00:00:00
1237,86,625,,
1238,86,626,,2021-09-07 00:00:00
1239,86,628,,2021-09-07 00:00:00
1240,86,631,,
1241,86,632,,
1242,86,633,,
1243,86,635,,
1244,86,636,,2021-09-07 00:00:00
1245,87,637,,
1246,87,640,,2021-10-20 00:00:00
1247,87,641,,
1248,87,642,,
1249,87,643,,
1250,87,644,,
1251,87,645,,
1252,87,646,,
1253,87,647,,
1254,87,648,,
1255,87,673,,
1256,88,637,,
1257,88,640,,2021-10-20 00:00:00
1258,88,641,,
1259,88,642,,
1260,88,643,,
1261,88,644,,
1262,88,645,,
1263,88,646,,
1264,88,647,,
1265,88,648,,
1266,88,673,,
1267,89,637,,
1268,89,640,,2021-10-20 00:00:00
1269,89,641,,
1270,89,642,,
1271,89,643,,
1272,89,644,,
1273,89,645,,
1274,89,646,,
1275,89,647,,
1276,89,648,,
1277,89,673,,
1279,90,715,,
1280,90,716,,
1281,90,718,,
1282,90,721,,
1283,90,722,,
1284,90,723,,
1285,90,726,,
1286,90,729,,
1287,90,731,,
1289,91,715,,
1290,91,716,,
1291,91,718,,
1292,91,721,,
1293,91,722,,
1294,91,723,,
1295,91,726,,
1296,91,729,,
1297,91,731,,
1299,92,715,,
1300,92,716,,
1301,92,718,,
1302,92,721,,
1303,92,722,,
1304,92,723,,
1305,92,726,,
1306,92,729,,
1307,92,731,,
1308,93,703,,2021-09-07 00:00:00
1309,93,706,,2021-09-07 00:00:00
1310,93,707,,
1311,93,708,,2021-09-07 00:00:00
1312,93,709,,2021-09-07 00:00:00
1313,93,710,,2021-09-07 00:00:00
1314,93,711,,
1315,93,712,,2021-09-29 00:00:00
1316,93,713,,
1317,93,714,,
1318,94,703,,2021-09-07 00:00:00
1319,94,706,,2021-09-07 00:00:00
1320,94,707,,
1321,94,708,,2021-09-07 00:00:00
1322,94,709,,2021-09-07 00:00:00
1323,94,710,,2021-09-07 00:00:00
1324,94,711,,
1325,94,712,,2021-09-29 00:00:00
1326,94,713,,
1327,94,714,,
1328,95,703,,2021-09-07 00:00:00
1329,95,706,,2021-09-07 00:00:00
1330,95,707,,
1331,95,708,,2021-09-07 00:00:00
1332,95,709,,2021-09-07 00:00:00
1333,95,710,,2021-09-07 00:00:00
1334,95,711,,
1335,95,712,,2021-09-29 00:00:00
1336,95,713,,
1337,95,714,,
1338,96,649,,
1339,96,680,,
1340,96,681,,
1341,96,682,,
1342,96,683,,2021-10-05 00:00:00
1343,96,684,,
1344,96,685,,
1345,96,686,,
1346,96,687,,
1347,96,688,,
1348,97,649,,
1349,97,680,,
1350,97,681,,
1351,97,682,,
1352,97,683,,2021-10-05 00:00:00
1353,97,684,,
1354,97,685,,
1355,97,686,,
1356,97,687,,
1357,97,688,,
1358,98,649,,
1359,98,680,,
1360,98,681,,
1361,98,682,,
1362,98,683,,2021-10-05 00:00:00
1363,98,684,,
1364,98,685,,
1365,98,686,,
1366,98,687,,
1367,98,688,,
1368,99,183,,
1369,99,184,,
1370,99,185,,
1371,99,186,,
1372,99,187,,
1373,99,188,,
1374,99,189,,
1375,99,190,,
1376,99,192,,
1377,99,586,,
1378,100,689,,
1379,100,690,,
1380,100,691,,
1381,100,692,,
1382,100,693,,
1383,100,701,,
1384,100,704,,
1385,100,705,,
1386,100,717,,
1387,100,719,,2021-10-18 00:00:00
1388,100,720,,2021-10-28 00:00:00
1389,100,760,,2021-10-04 00:00:00
1390,101,689,,
1391,101,690,,
1392,101,691,,
1393,101,692,,
1394,101,693,,
1395,101,701,,
1396,101,704,,
1397,101,705,,
1398,101,717,,
1399,101,719,,2021-10-18 00:00:00
1400,101,720,,2021-10-28 00:00:00
1401,101,760,,2021-10-04 00:00:00
1402,102,183,,
1403,102,184,,
1404,102,185,,
1405,102,186,,
1406,102,187,,
1407,102,188,,
1408,102,189,,
1409,102,190,,
1410,102,192,,
1411,102,586,,
1412,103,183,,
1413,103,184,,
1414,103,185,,
1415,103,186,,
1416,103,187,,
1417,103,188,,
1418,103,189,,
1419,103,190,,
1420,103,192,,
1421,103,586,,
1422,104,194,,2021-11-07 00:00:00
1423,104,196,,
1424,104,197,,
1425,104,199,,
1426,104,201,,
1427,104,202,,
1428,104,203,,
1429,104,204,,
1430,104,205,,
1432,104,207,,
1433,104,208,,2021-10-18 00:00:00
1434,104,261,,
1435,105,194,,2021-11-07 00:00:00
1436,105,196,,
1437,105,197,,
1438,105,199,,
1439,105,201,,
1440,105,202,,
1441,105,203,,
1442,105,204,,
1443,105,205,,
1445,105,207,,
1446,105,208,,2021-10-18 00:00:00
1447,105,261,,
1448,106,194,,2021-11-07 00:00:00
1449,106,196,,
1450,106,197,,
1451,106,199,,
1452,106,201,,
1453,106,202,,
1454,106,203,,
1455,106,204,,
1456,106,205,,
1458,106,207,,
1459,106,208,,2021-10-18 00:00:00
1460,106,261,,
1461,107,245,,
1462,107,246,,
1463,107,247,,
1464,107,248,,
1465,107,454,,
1466,107,455,,
1467,107,587,,
1468,108,245,,
1469,108,246,,
1470,108,247,,
1471,108,248,,
1472,108,454,,
1473,108,455,,
1474,108,587,,
1475,109,245,,
1476,109,246,,
1477,109,247,,
1478,109,248,,
1479,109,454,,
1480,109,455,,
1481,109,587,,
1482,110,250,,
1483,110,253,,
1484,110,258,,
1485,110,259,,
1486,110,276,,
1487,110,277,,
1488,110,278,,
1489,110,279,,
1490,110,588,,
1491,110,776,,
1492,111,250,,
1493,111,253,,
1494,111,258,,
1495,111,259,,
1496,111,276,,
1497,111,277,,
1498,111,278,,
1499,111,279,,
1500,111,588,,
1501,111,776,,
1502,112,250,,
1503,112,253,,
1504,112,258,,
1505,112,259,,
1506,112,276,,
1507,112,277,,
1508,112,278,,
1509,112,279,,
1510,112,588,,
1511,112,776,,
1512,113,280,,
1513,113,281,,
1514,113,282,,
1515,113,283,,
1516,113,284,,
1517,113,286,,
1518,113,287,,
1519,113,288,,
1520,113,733,,
1521,114,280,,
1522,114,281,,
1523,114,282,,
1524,114,283,,
1525,114,284,,
1526,114,286,,
1527,114,287,,
1528,114,288,,
1529,114,733,,
1530,115,280,,
1531,115,281,,
1532,115,282,,
1533,115,283,,
1534,115,284,,
1535,115,286,,
1536,115,287,,
1537,115,288,,
1538,115,733,,
1539,116,289,,2021-10-04 00:00:00
1540,116,291,,
1541,116,293,,
1542,116,294,,
1543,116,295,,
1544,116,297,,
1545,116,299,,
1546,116,737,,2021-10-17 00:00:00
1547,117,289,,2021-10-04 00:00:00
1548,117,291,,
1549,117,293,,
1550,117,294,,
1551,117,295,,
1552,117,297,,
1553,117,299,,
1554,117,737,,2021-10-17 00:00:00
1555,118,289,,2021-10-04 00:00:00
1556,118,291,,
1557,118,293,,
1558,118,294,,
1559,118,295,,
1560,118,297,,
1561,118,299,,
1562,118,737,,2021-10-17 00:00:00
1563,119,301,,
1564,119,306,,
1565,119,309,,
1566,119,312,,
1567,119,317,,
1568,119,319,,
1569,119,321,,
1570,119,343,,
1571,119,344,,
1572,119,345,,
1573,119,346,,
1574,119,589,,
1575,120,301,,
1576,120,306,,
1577,120,309,,
1578,120,312,,
1579,120,317,,
1580,120,319,,
1581,120,321,,
1582,120,343,,
1583,120,344,,
1584,120,345,,
1585,120,346,,
1586,120,589,,
1587,121,301,,
1588,121,306,,
1589,121,309,,
1590,121,312,,
1591,121,317,,
1592,121,319,,
1593,121,321,,
1594,121,343,,
1595,121,344,,
1596,121,345,,
1597,121,346,,
1598,121,589,,
1599,122,336,,
1600,122,337,,
1601,122,338,,
1602,122,339,,
1603,122,340,,
1604,122,341,,
1605,122,342,,
1606,122,590,,2021-11-09 00:00:00
1607,122,593,,
1608,123,336,,
1609,123,337,,
1610,123,338,,
1611,123,339,,
1612,123,340,,
1613,123,341,,
1614,123,342,,
1615,123,590,,2021-11-09 00:00:00
1616,123,593,,
1617,124,336,,
1618,124,337,,
1619,124,338,,
1620,124,339,,
1621,124,340,,
1622,124,341,,
1623,124,342,,
1624,124,590,,2021-11-09 00:00:00
1625,124,593,,
1626,125,322,,
1627,125,323,,
1628,125,325,,
1629,125,326,,
1630,125,327,,
1631,125,328,,
1632,125,329,,
1633,125,330,,
1634,125,331,,
1635,125,332,,
1636,125,333,,
1637,125,334,,
1638,125,335,,
1639,125,741,,2021-11-09 00:00:00
1640,126,322,,
1641,126,323,,
1642,126,325,,
1643,126,326,,
1644,126,327,,
1645,126,328,,
1646,126,329,,
1647,126,330,,
1648,126,331,,
1649,126,332,,
1650,126,333,,
1651,126,334,,
1652,126,335,,
1653,126,741,,2021-11-09 00:00:00
1654,127,322,,
1655,127,323,,
1656,127,325,,
1657,127,326,,
1658,127,327,,
1659,127,328,,
1660,127,329,,
1661,127,330,,
1662,127,331,,
1663,127,332,,
1664,127,333,,
1665,127,334,,
1666,127,335,,
1667,127,741,,2021-11-09 00:00:00
1668,128,304,,
1669,128,308,,
1670,128,310,,
1671,128,313,,
1672,128,314,,
1673,128,316,,
1674,128,320,,
1676,128,742,,
1677,129,304,,
1678,129,308,,
1679,129,310,,
1680,129,313,,
1681,129,314,,
1682,129,316,,
1683,129,320,,
1685,129,742,,
1686,130,304,,
1687,130,308,,
1688,130,310,,
1689,130,313,,
1690,130,314,,
1691,130,316,,
1692,130,320,,
1694,130,742,,
1695,131,272,,
1696,131,273,,
1698,131,296,,
1699,131,298,,
1700,131,300,,
1701,131,302,,
1702,131,303,,
1703,132,272,,
1704,132,273,,
1706,132,296,,
1707,132,298,,
1708,132,300,,
1709,132,302,,
1710,132,303,,
1711,133,272,,
1712,133,273,,
1714,133,296,,
1715,133,298,,
1716,133,300,,
1717,133,302,,
1718,133,303,,
1719,134,265,,
1720,134,266,,
1721,134,267,,
1722,134,268,,
1723,134,269,,
1724,134,270,,
1725,134,743,,
1726,135,265,,
1727,135,266,,
1728,135,267,,
1729,135,268,,
1730,135,269,,
1731,135,270,,
1732,135,743,,
1733,136,265,,
1734,136,266,,
1735,136,267,,
1736,136,268,,
1737,136,269,,
1738,136,270,,
1739,136,743,,
1741,137,237,,
1742,137,238,,
1743,137,239,,
1744,137,240,,
1745,137,241,,
1746,137,262,,
1747,137,263,,
1748,137,264,,
1749,137,745,,
1751,138,237,,
1752,138,238,,
1753,138,239,,
1754,138,240,,
1755,138,241,,
1756,138,262,,
1757,138,263,,
1758,138,264,,
1759,138,745,,
1761,139,237,,
1762,139,238,,
1763,139,239,,
1764,139,240,,
1765,139,241,,
1766,139,262,,
1767,139,263,,
1768,139,264,,
1769,139,745,,
1770,140,223,,
1771,140,224,,
1772,140,225,,
1773,140,226,,
1774,140,227,,
1775,140,228,,
1776,140,229,,
1777,140,230,,
1778,140,231,,
1779,140,232,,
1780,140,233,,
1781,140,234,,
1782,140,235,,
1783,140,622,,
1784,141,223,,
1785,141,224,,
1786,141,225,,
1787,141,226,,
1788,141,227,,
1789,141,228,,
1790,141,229,,
1791,141,230,,
1792,141,231,,
1793,141,232,,
1794,141,233,,
1795,141,234,,
1796,141,235,,
1797,141,622,,
1798,142,223,,
1799,142,224,,
1800,142,225,,
1801,142,226,,
1802,142,227,,
1803,142,228,,
1804,142,229,,
1805,142,230,,
1806,142,231,,
1807,142,232,,
1808,142,233,,
1809,142,234,,
1810,142,235,,
1811,142,622,,
1812,143,214,,
1813,143,215,,
1814,143,217,,
1815,143,219,,
1816,143,220,,
1817,143,221,,
1818,143,222,,
1819,143,591,,
1820,143,592,,
1821,144,214,,
1822,144,215,,
1823,144,217,,
1824,144,219,,
1825,144,220,,
1826,144,221,,
1827,144,222,,
1828,144,591,,
1829,144,592,,
1830,145,214,,
1831,145,215,,
1832,145,217,,
1833,145,219,,
1834,145,220,,
1835,145,221,,
1836,145,222,,
1837,145,591,,
1838,145,592,,
1839,146,191,,
1840,146,193,,
1841,146,195,,
1842,146,198,,
1843,146,200,,
1844,146,209,,
1845,146,210,,
1846,146,211,,
1847,146,212,,
1848,146,777,,
1849,147,191,,
1850,147,193,,
1851,147,195,,
1852,147,198,,
1853,147,200,,
1854,147,209,,
1855,147,210,,
1856,147,211,,
1857,147,212,,
1858,147,777,,
1859,148,191,,
1860,148,193,,
1861,148,195,,
