IdDiario,IdTurma,IdDisciplina,Descricao,IdFaseNota,TipoConfirmacao,QtdeMaximaAulas,DataLimiteDigitacao,QtdeMinimaAulas,StRegistroAulaPeriodoFaseNota,DataBloqueioDigitacaoAula
28,111,1,Diário 2º Semestre,47,D,35,2021-12-31 00:00:00,30,True,
29,111,17,Diário 2º Semestre,47,D,35,2021-12-31 00:00:00,30,True,
30,112,5,Diário 2º Semestre,47,D,35,2021-12-31 00:00:00,30,True,
31,112,4,Diário 2º Semestre,47,D,35,2021-12-31 00:00:00,30,True,
32,112,17,Diário 2º Semestre,47,D,35,2021-12-31 00:00:00,30,True,
33,112,1,Diário 2º Semestre,47,D,35,2021-12-31 00:00:00,30,True,
34,114,5,Diário 2º Semestre,47,D,35,2021-12-31 00:00:00,30,True,
35,114,4,Diário 2º Semestre,47,D,35,2021-12-31 00:00:00,30,True,
36,114,1,Diário 2º Semestre,47,D,35,2021-12-31 00:00:00,30,True,
37,114,17,Diário 2º Semestre,47,D,35,2021-12-31 00:00:00,30,True,
38,99,5,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
39,99,4,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
40,99,1,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
41,99,17,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
42,102,5,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
43,102,1,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
44,102,4,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
45,102,17,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
46,105,5,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
47,105,4,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
48,105,1,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
49,105,17,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
50,108,5,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
51,108,4,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
52,108,1,Diário 2º Semestre,41,D,31,2021-12-31 00:00:00,30,True,
53,108,17,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
54,109,5,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
55,109,1,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
56,109,4,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
57,109,17,Diário 2º Semestre,41,D,35,2021-12-31 00:00:00,30,True,
58,107,1,Diário 2º Semestre,53,D,35,2021-12-31 00:00:00,30,False,
59,116,20,Diário 2º Semestre,65,D,35,2021-12-31 00:00:00,30,True,
60,116,5,Diário 2º Semestre,65,D,35,2021-12-31 00:00:00,30,True,
61,107,5,Diário 2º Semestre,53,D,35,2021-12-31 00:00:00,30,True,
62,107,4,Diário 2º Semestre,53,D,35,2021-12-31 00:00:00,30,True,
63,107,17,Diário 2º Semestre,53,D,35,2021-12-31 00:00:00,30,True,
64,231,5,Diário 2º Semestre,53,D,35,2021-12-31 00:00:00,30,True,
65,231,4,Diário 2º Semestre,53,D,35,2021-12-31 00:00:00,30,True,
66,231,1,Diário 2º Semestre,53,D,35,2021-12-31 00:00:00,30,True,
67,231,17,Diário 2º Semestre,53,D,35,2021-12-31 00:00:00,30,True,
68,82,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
69,82,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
70,82,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
71,82,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
72,83,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
73,83,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
74,83,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
75,83,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
76,84,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
77,84,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
78,84,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
79,84,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
80,88,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
81,120,4,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
82,120,1,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
83,120,16,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,10,True,
84,121,4,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
85,121,1,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
86,121,16,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,10,True,
87,122,4,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
88,122,1,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
89,122,16,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
90,123,4,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
91,123,1,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
92,123,16,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
93,124,4,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
94,124,1,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
95,124,16,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
96,125,4,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
97,125,1,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
98,125,16,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
99,11,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
100,126,4,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
101,126,1,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
102,11,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
103,11,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
104,63,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
105,63,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
106,63,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
107,78,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
108,78,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
109,78,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
110,79,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
111,79,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
112,79,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
113,80,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
114,80,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
115,80,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
116,81,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
117,81,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
118,81,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
119,89,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
120,89,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
121,89,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
122,92,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
123,92,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
124,92,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
125,94,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
126,94,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
127,94,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
128,96,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
129,96,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
130,96,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
131,97,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
132,97,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
133,97,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
134,98,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
135,98,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
136,98,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
137,100,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
138,100,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
139,100,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
140,101,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
141,101,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
142,101,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
143,103,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
144,103,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
145,103,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
146,104,4,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
147,104,1,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
148,104,19,Diário 2º Semestre,29,D,35,2021-12-31 00:00:00,30,True,
149,126,16,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
150,127,4,Diário 2º Semestre,17,D,35,2021-12-31 00:00:00,30,True,
151,127,1,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
152,127,16,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
153,128,4,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
154,128,1,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
155,128,16,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
156,129,4,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
157,129,1,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
158,129,16,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
159,130,4,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
160,130,1,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
161,130,16,Diário 2º SEMESTRE,17,D,35,2021-12-31 00:00:00,30,True,
162,85,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
163,85,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
164,85,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
165,85,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
166,86,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
167,86,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
168,86,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
169,86,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
170,87,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
171,87,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
172,87,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
173,87,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
174,88,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
175,88,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
176,88,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
177,90,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
178,90,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
179,90,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
180,90,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
181,91,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
182,91,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
183,91,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
184,91,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
185,93,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
186,93,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
187,93,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
188,93,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
189,95,5,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
190,95,4,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
191,95,1,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
192,95,19,Diário 2º Semestre,35,D,35,2021-12-31 00:00:00,30,True,
193,52,4,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
194,52,1,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
195,52,16,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
196,69,4,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
197,69,1,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
198,69,16,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
199,70,4,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
200,70,1,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
201,70,16,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
202,71,4,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
203,71,1,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
204,71,16,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
205,72,4,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
206,72,1,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
207,72,16,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
208,73,4,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
209,73,1,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
210,73,16,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
211,74,4,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
212,74,1,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
213,74,16,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
214,75,4,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
215,75,1,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
216,75,16,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
217,76,4,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
218,76,1,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
219,76,16,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
220,77,4,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
221,77,1,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
222,77,16,Diário 2º Semestre,23,D,35,2021-12-31 00:00:00,30,True,
223,137,18,Diário 2º Semestre,84,D,35,2021-12-31 00:00:00,30,True,
224,142,18,Diário 2º Semestre,125,D,35,2021-12-31 00:00:00,30,True,
225,143,18,Diário 2º Semestre,114,D,35,2021-12-31 00:00:00,30,True,
226,144,18,Diário de Classe 2º Semestre,129,D,35,2021-12-31 00:00:00,30,True,
229,235,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
230,235,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
231,235,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
232,236,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,10,True,
233,236,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,10,True,
234,236,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,10,True,
235,238,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
236,238,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
237,238,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
238,239,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
239,239,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
240,239,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
241,240,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
242,240,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
243,240,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
244,241,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
245,241,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
246,241,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
247,147,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
248,147,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
249,147,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
250,149,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
251,149,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
252,149,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
253,150,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
254,150,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
255,150,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
256,152,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
257,152,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
258,152,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
259,148,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
260,148,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
261,148,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
262,156,4,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
263,156,1,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
264,156,16,Diário 1º SEMESTRE,135,D,30,2022-12-31 00:00:00,20,True,
265,159,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
266,159,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
267,159,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
268,160,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
269,160,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
270,160,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
271,161,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
272,161,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
273,161,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
274,257,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
275,257,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
276,257,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
277,162,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
278,162,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
279,162,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
280,163,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
281,163,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
282,163,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
283,164,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
284,164,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
285,164,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
286,244,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
287,244,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
288,244,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
289,165,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
290,165,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
291,165,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
292,267,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
293,267,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
294,267,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
295,251,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
296,251,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
297,251,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
298,166,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
299,166,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
300,166,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
301,248,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
302,248,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
303,248,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
304,168,4,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
305,168,1,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
306,168,16,Diário 1º SEMESTRE,231,D,30,2022-12-31 00:00:00,20,True,
307,169,4,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
308,169,1,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
309,169,19,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
310,170,4,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
311,170,1,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
312,170,19,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
313,172,4,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
314,172,1,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
315,172,19,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
316,174,4,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
317,174,1,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
318,174,19,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
319,177,4,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
320,177,1,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
321,177,19,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
322,178,4,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
323,178,1,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
324,178,19,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
325,179,4,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
326,179,1,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
327,179,19,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
328,180,4,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
329,180,1,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
330,180,19,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
331,181,4,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
332,181,1,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
333,181,19,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
334,183,4,Diário 1º SEMESTRE,237,D,30,2022-12-31 00:00:00,20,True,
