IdTurma,IdDisciplina,IdProfessor,QtdeMaximaAluno,IdPlanoPagamento,Ementa,ObjGeral,ObjEspecificos,Bibliografia,BibliografiaComplementar,Metodologia,Recursos,FormaDeAvaliacao,ConteudoProgramatico,Competencias,AulasPraticas,DataHoraAlteracao,IdProfessorAlteracao,DataHoraConfirmacao,IdUsuarioConfirmacao,SituacaoPlanoEnsino,DataAula_Inicio,DataAula_Termino,CompetenciasHabilidades,ContribuicaoPerfil,EstrategiaAprendizagem,LeituraComplementar,ArticulacaoOutrasDisciplinas,StGoogleEdu_Sincronizado,GoogleForEducation_LogProcessamento
91,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
91,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
92,1,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
92,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
92,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
93,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
93,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
93,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
93,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
94,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
94,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
94,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
95,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
95,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
95,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
95,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
96,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
96,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
96,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
97,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
97,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
97,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
98,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
98,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
98,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
99,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
99,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
99,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
99,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
100,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
100,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
100,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
101,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
101,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
101,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
102,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
102,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
102,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
102,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
103,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
103,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
103,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
104,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
104,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
104,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
105,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
105,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
105,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
105,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
106,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
106,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
106,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
106,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
107,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
107,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
107,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
107,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
108,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
108,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
108,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
108,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
109,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
109,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
109,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
109,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
111,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
111,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
111,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
111,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
112,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
112,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
112,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
112,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
113,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
113,20,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
114,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
114,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
114,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
114,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
115,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
115,20,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
116,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
116,20,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
117,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
117,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
117,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
117,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
119,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
119,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
119,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
119,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
120,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
120,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
120,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
121,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
121,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
121,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
122,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
122,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
122,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
123,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
123,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
123,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
124,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
124,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
124,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
125,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
125,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
125,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
126,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
126,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
126,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
127,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
127,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
127,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
128,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
128,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
128,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
129,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
129,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
129,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
130,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
130,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
130,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
132,18,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
133,18,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
134,18,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
136,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
137,18,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
138,18,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
140,18,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
142,18,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
143,18,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
144,18,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
146,18,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
147,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
147,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
147,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
148,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
148,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
148,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
149,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
149,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
149,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
150,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
150,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
150,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
151,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
151,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
151,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
152,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
152,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
152,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
153,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
153,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
153,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
156,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
156,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
156,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
157,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
157,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
157,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
159,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
159,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
159,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
160,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
160,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
160,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
161,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
161,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
161,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
162,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
162,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
162,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
163,1,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
163,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
163,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
164,1,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
164,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
164,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
165,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
165,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
165,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
166,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
166,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
166,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
167,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
167,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
167,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
168,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
168,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
168,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
169,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
169,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
169,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
170,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
170,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
170,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
172,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
172,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
172,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
174,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
174,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
174,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
177,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
177,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
177,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
178,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
178,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
178,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
179,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
179,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
179,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
180,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
180,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
180,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
181,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
181,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
181,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
183,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
183,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
183,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
185,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
185,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
185,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
186,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
186,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
186,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
187,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
187,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
187,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
188,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
188,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
188,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
189,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
189,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
189,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
190,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
190,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
190,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
193,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
193,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
193,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
194,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
194,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
194,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
199,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
199,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
199,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
200,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
200,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
200,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
201,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
201,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
201,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
202,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
202,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
202,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
203,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
203,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
203,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
205,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
205,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
205,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
207,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
207,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
207,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
208,1,21,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
208,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
208,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
210,1,21,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
210,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
210,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
213,18,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
214,18,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
216,18,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
219,18,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
222,18,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
223,18,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
224,18,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
226,18,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
227,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
228,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
229,18,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
230,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
231,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
231,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
231,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
231,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
234,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
235,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
