,data,preco_petroleo,real_projecao
2351,2016-03-06,35.75,Real
2352,2016-03-05,36.38,Real
2353,2016-03-04,35.73,Real
2354,2016-03-03,35.92,Real
2355,2016-03-02,36.38,Real
2356,2016-03-01,35.73,Real
2357,2016-02-29,35.76,Real
2358,2016-02-28,32.83,Real
2359,2016-02-27,31.5,Real
2360,2016-02-26,31.9,Real
2361,2016-02-25,33.59,Real
2362,2016-02-24,33.59,Real
2363,2016-02-23,31.66,Real
2364,2016-02-22,33.2,Real
2365,2016-02-21,33.21,Real
2366,2016-02-20,31.09,Real
2367,2016-02-19,31.66,Real
2368,2016-02-18,33.2,Real
2369,2016-02-17,33.21,Real
2370,2016-02-16,31.8,Real
2371,2016-02-15,28.82,Real
2372,2016-02-14,29.64,Real
2373,2016-02-13,30.15,Real
2374,2016-02-12,31.64,Real
2375,2016-02-11,28.82,Real
2376,2016-02-10,29.64,Real
2377,2016-02-09,32.35,Real
2378,2016-02-08,32.76,Real
2379,2016-02-07,32.38,Real
2380,2016-02-06,30.98,Real
2381,2016-02-05,32.45,Real
2382,2016-02-04,32.76,Real
2383,2016-02-03,32.38,Real
2384,2016-02-02,33.14,Real
2385,2016-02-01,33.01,Real
2386,2016-01-31,31.83,Real
2387,2016-01-30,30.94,Real
2388,2016-01-29,29.82,Real
2389,2016-01-28,33.01,Real
2390,2016-01-27,31.83,Real
2391,2016-01-26,30.46,Real
2392,2016-01-25,27.59,Real
2393,2016-01-24,26.01,Real
2394,2016-01-23,27.36,Real
2395,2016-01-22,27.36,Real
2396,2016-01-21,27.59,Real
2397,2016-01-20,26.01,Real
2398,2016-01-19,28.8,Real
2399,2016-01-18,28.84,Real
2400,2016-01-17,28.58,Real
2401,2016-01-16,29.14,Real
2402,2016-01-15,30.14,Real
2403,2016-01-14,28.84,Real
2404,2016-01-13,28.58,Real
2405,2016-01-12,31.67,Real
2406,2016-01-11,33.57,Real
2407,2016-01-10,33.89,Real
2408,2016-01-09,35.56,Real
2409,2016-01-08,36.28,Real
2410,2016-01-07,33.57,Real
2411,2016-01-06,33.89,Real
2412,2016-01-05,35.56,Real
2413,2016-01-04,36.61,Real
2414,2016-01-03,35.65,Real
2415,2016-01-02,36.85,Real
2416,2016-01-01,37.08,Real
2417,2015-12-31,36.61,Real
2418,2015-12-30,35.65,Real
2419,2015-12-29,36.85,Real
2420,2015-12-28,37.22,Real
2421,2015-12-27,35.79,Real
2422,2015-12-26,35.26,Real
2423,2015-12-25,35.34,Real
2424,2015-12-24,37.22,Real
2425,2015-12-23,35.79,Real
2426,2015-12-22,36.76,Real
2427,2015-12-21,36.29,Real
2428,2015-12-20,36.96,Real
2429,2015-12-19,37.66,Real
2430,2015-12-18,36.51,Real
2431,2015-12-17,36.29,Real
2432,2015-12-16,36.96,Real
2433,2015-12-15,36.99,Real
2434,2015-12-14,38.65,Real
2435,2015-12-13,39.04,Real
2436,2015-12-12,39.44,Real
2437,2015-12-11,39.69,Real
2438,2015-12-10,38.65,Real
2439,2015-12-09,39.04,Real
2440,2015-12-08,41.44,Real
2441,2015-12-07,42.0,Real
2442,2015-12-06,41.92,Real
2443,2015-12-05,42.97,Real
2444,2015-12-04,43.73,Real
2445,2015-12-03,42.0,Real
2446,2015-12-02,41.92,Real
2447,2015-12-01,43.07,Real
2448,2015-11-30,43.55,Real
2449,2015-11-29,43.56,Real
2450,2015-11-28,44.38,Real
2451,2015-11-27,43.7,Real
2452,2015-11-26,43.55,Real
2453,2015-11-25,43.56,Real
2454,2015-11-24,42.49,Real
2455,2015-11-23,42.22,Real
2456,2015-11-22,41.45,Real
2457,2015-11-21,41.28,Real
2458,2015-11-20,40.28,Real
2459,2015-11-19,42.22,Real
2460,2015-11-18,41.45,Real
2461,2015-11-17,41.98,Real
2462,2015-11-16,44.98,Real
2463,2015-11-15,44.98,Real
2464,2015-11-14,46.44,Real
2465,2015-11-13,45.38,Real
2466,2015-11-12,44.98,Real
2467,2015-11-11,44.98,Real
2468,2015-11-10,46.09,Real
2469,2015-11-09,47.19,Real
2470,2015-11-08,46.96,Real
2471,2015-11-07,48.0,Real
2472,2015-11-06,47.91,Real
2473,2015-11-05,47.19,Real
2474,2015-11-04,46.96,Real
2475,2015-11-03,48.0,Real
2476,2015-11-02,48.04,Real
2477,2015-11-01,47.6,Real
2478,2015-10-31,45.54,Real
2479,2015-10-30,46.57,Real
2480,2015-10-29,48.04,Real
2481,2015-10-28,47.6,Real
2482,2015-10-27,46.3,Real
2483,2015-10-26,46.59,Real
2484,2015-10-25,46.72,Real
2485,2015-10-24,46.93,Real
2486,2015-10-23,47.51,Real
2487,2015-10-22,46.59,Real
2488,2015-10-21,46.72,Real
2489,2015-10-20,48.96,Real
2490,2015-10-19,47.87,Real
2491,2015-10-18,48.25,Real
2492,2015-10-17,48.94,Real
2493,2015-10-16,50.95,Real
2494,2015-10-15,47.87,Real
2495,2015-10-14,48.25,Real
2496,2015-10-13,52.08,Real
2497,2015-10-12,52.13,Real
2498,2015-10-11,51.66,Real
2499,2015-10-10,51.34,Real
2500,2015-10-09,49.45,Real
2501,2015-10-08,52.13,Real
2502,2015-10-07,51.66,Real
2503,2015-10-06,46.55,Real
2504,2015-10-05,47.48,Real
2505,2015-10-04,47.29,Real
2506,2015-10-03,47.58,Real
2507,2015-10-02,46.04,Real
2508,2015-10-01,47.48,Real
2509,2015-09-30,47.29,Real
2510,2015-09-29,47.28,Real
2511,2015-09-28,47.06,Real
2512,2015-09-27,48.0,Real
2513,2015-09-26,46.69,Real
2514,2015-09-25,47.64,Real
2515,2015-09-24,47.06,Real
2516,2015-09-23,48.0,Real
2517,2015-09-22,47.28,Real
2518,2015-09-21,48.27,Real
2519,2015-09-20,49.35,Real
2520,2015-09-19,45.91,Real
2521,2015-09-18,45.87,Real
2522,2015-09-17,48.27,Real
2523,2015-09-16,49.35,Real
2524,2015-09-15,46.87,Real
2525,2015-09-14,47.77,Real
2526,2015-09-13,48.04,Real
2527,2015-09-12,48.88,Real
2528,2015-09-11,46.42,Real
2529,2015-09-10,47.77,Real
2530,2015-09-09,48.04,Real
2531,2015-09-08,48.59,Real
2532,2015-09-07,50.41,Real
2533,2015-09-06,47.67,Real
2534,2015-09-05,48.8,Real
2535,2015-09-04,48.59,Real
2536,2015-09-03,50.41,Real
2537,2015-09-02,47.67,Real
2538,2015-09-01,47.97,Real
2539,2015-08-31,44.46,Real
2540,2015-08-30,47.76,Real
2541,2015-08-29,41.86,Real
2542,2015-08-28,41.59,Real
2543,2015-08-27,44.46,Real
2544,2015-08-26,47.76,Real
2545,2015-08-25,43.84,Real
2546,2015-08-24,45.63,Real
2547,2015-08-23,45.75,Real
2548,2015-08-22,47.0,Real
2549,2015-08-21,47.77,Real
2550,2015-08-20,45.63,Real
2551,2015-08-19,45.75,Real
2552,2015-08-18,47.79,Real
2553,2015-08-17,48.01,Real
2554,2015-08-16,48.29,Real
2555,2015-08-15,47.33,Real
2556,2015-08-14,48.3,Real
2557,2015-08-13,48.01,Real
2558,2015-08-12,48.29,Real
2559,2015-08-11,47.54,Real
2560,2015-08-10,47.8,Real
2561,2015-08-09,49.04,Real
2562,2015-08-08,49.08,Real
2563,2015-08-07,49.49,Real
2564,2015-08-06,47.8,Real
2565,2015-08-05,49.04,Real
2566,2015-08-04,53.29,Real
2567,2015-08-03,54.29,Real
2568,2015-08-02,54.73,Real
2569,2015-08-01,54.3,Real
2570,2015-07-31,54.07,Real
2571,2015-07-30,54.29,Real
2572,2015-07-29,54.73,Real
2573,2015-07-28,54.29,Real
2574,2015-07-27,55.76,Real
2575,2015-07-26,56.36,Real
2576,2015-07-25,55.94,Real
2577,2015-07-24,56.42,Real
2578,2015-07-23,55.76,Real
2579,2015-07-22,56.36,Real
2580,2015-07-21,56.38,Real
2581,2015-07-20,57.31,Real
2582,2015-07-19,57.34,Real
2583,2015-07-18,57.2,Real
2584,2015-07-17,57.63,Real
2585,2015-07-16,57.31,Real
2586,2015-07-15,57.34,Real
2587,2015-07-14,57.72,Real
2588,2015-07-13,57.83,Real
2589,2015-07-12,55.7,Real
2590,2015-07-11,54.72,Real
2591,2015-07-10,57.19,Real
2592,2015-07-09,57.83,Real
2593,2015-07-08,55.7,Real
2594,2015-07-07,59.06,Real
2595,2015-07-06,61.73,Real
2596,2015-07-05,61.65,Real
2597,2015-07-04,60.31,Real
2598,2015-07-03,59.03,Real
2599,2015-07-02,61.73,Real
2600,2015-07-01,61.65,Real
2601,2015-06-30,60.14,Real
2602,2015-06-29,60.24,Real
2603,2015-06-28,61.63,Real
2604,2015-06-27,61.67,Real
2605,2015-06-26,60.54,Real
2606,2015-06-25,60.24,Real
2607,2015-06-24,61.63,Real
2608,2015-06-23,59.41,Real
2609,2015-06-22,61.37,Real
2610,2015-06-21,60.75,Real
2611,2015-06-20,60.75,Real
2612,2015-06-19,60.99,Real
2613,2015-06-18,61.37,Real
2614,2015-06-17,60.75,Real
2615,2015-06-16,63.19,Real
2616,2015-06-15,63.76,Real
2617,2015-06-14,64.68,Real
2618,2015-06-13,63.23,Real
2619,2015-06-12,61.33,Real
2620,2015-06-11,63.76,Real
2621,2015-06-10,64.68,Real
2622,2015-06-09,60.36,Real
2623,2015-06-08,60.34,Real
2624,2015-06-07,62.78,Real
2625,2015-06-06,63.14,Real
2626,2015-06-05,62.87,Real
2627,2015-06-04,60.34,Real
2628,2015-06-03,62.78,Real
2629,2015-06-02,63.16,Real
2630,2015-06-01,60.12,Real
2631,2015-05-31,61.35,Real
2632,2015-05-30,61.65,Real
2633,2015-05-29,64.52,Real
2634,2015-05-28,60.12,Real
2635,2015-05-27,61.35,Real
2636,2015-05-26,64.7,Real
2637,2015-05-25,64.7,Real
2638,2015-05-24,63.52,Real
2639,2015-05-23,63.48,Real
2640,2015-05-22,65.15,Real
2641,2015-05-21,64.7,Real
2642,2015-05-20,63.52,Real
2643,2015-05-19,64.69,Real
2644,2015-05-18,65.58,Real
2645,2015-05-17,66.33,Real
2646,2015-05-16,65.09,Real
2647,2015-05-15,62.82,Real
2648,2015-05-14,65.58,Real
2649,2015-05-13,66.33,Real
2650,2015-05-12,63.82,Real
2651,2015-05-11,64.93,Real
2652,2015-05-10,66.22,Real
2653,2015-05-09,65.44,Real
2654,2015-05-08,64.62,Real
2655,2015-05-07,64.93,Real
2656,2015-05-06,66.22,Real
2657,2015-05-05,64.13,Real
2658,2015-05-04,63.9,Real
2659,2015-05-03,63.97,Real
2660,2015-05-02,62.61,Real
2661,2015-05-01,62.86,Real
2662,2015-04-30,63.9,Real
2663,2015-04-29,63.97,Real
2664,2015-04-28,62.96,Real
2665,2015-04-27,62.66,Real
2666,2015-04-26,60.12,Real
2667,2015-04-25,60.12,Real
2668,2015-04-24,61.2,Real
2669,2015-04-23,62.66,Real
2670,2015-04-22,60.12,Real
2671,2015-04-21,61.31,Real
2672,2015-04-20,60.13,Real
2673,2015-04-19,59.32,Real
2674,2015-04-18,57.69,Real
2675,2015-04-17,57.14,Real
2676,2015-04-16,60.13,Real
2677,2015-04-15,59.32,Real
2678,2015-04-14,56.82,Real
2679,2015-04-13,56.04,Real
2680,2015-04-12,56.42,Real
2681,2015-04-11,57.55,Real
2682,2015-04-10,55.73,Real
2683,2015-04-09,56.04,Real
2684,2015-04-08,56.42,Real
2685,2015-04-07,55.73,Real
2686,2015-04-06,55.73,Real
2687,2015-04-05,55.73,Real
2688,2015-04-04,53.69,Real
2689,2015-04-03,53.99,Real
2690,2015-04-02,55.73,Real
2691,2015-04-01,55.73,Real
2692,2015-03-31,56.44,Real
2693,2015-03-30,57.02,Real
2694,2015-03-29,54.18,Real
2695,2015-03-28,53.61,Real
2696,2015-03-27,53.82,Real
2697,2015-03-26,57.02,Real
2698,2015-03-25,54.18,Real
2699,2015-03-24,53.88,Real
2700,2015-03-23,52.96,Real
2701,2015-03-22,52.59,Real
2702,2015-03-21,52.17,Real
2703,2015-03-20,52.0,Real
2704,2015-03-19,52.96,Real
2705,2015-03-18,52.59,Real
2706,2015-03-17,54.8,Real
2707,2015-03-16,56.66,Real
2708,2015-03-15,56.46,Real
2709,2015-03-14,55.95,Real
2710,2015-03-13,58.67,Real
2711,2015-03-12,56.66,Real
2712,2015-03-11,56.46,Real
2713,2015-03-10,59.15,Real
2714,2015-03-09,60.33,Real
2715,2015-03-08,59.18,Real
2716,2015-03-07,61.18,Real
2717,2015-03-06,60.75,Real
2718,2015-03-05,60.33,Real
2719,2015-03-04,59.18,Real
2720,2015-03-03,61.89,Real
2721,2015-03-02,61.39,Real
2722,2015-03-01,59.77,Real
2723,2015-02-28,60.33,Real
2724,2015-02-27,59.78,Real
2725,2015-02-26,61.39,Real
2726,2015-02-25,59.77,Real
2727,2015-02-24,60.99,Real
2728,2015-02-23,58.78,Real
2729,2015-02-22,60.72,Real
2730,2015-02-21,60.78,Real
2731,2015-02-20,61.57,Real
2732,2015-02-19,58.78,Real
2733,2015-02-18,60.72,Real
2734,2015-02-17,60.33,Real
2735,2015-02-16,56.23,Real
2736,2015-02-15,53.48,Real
2737,2015-02-14,55.79,Real
2738,2015-02-13,57.0,Real
2739,2015-02-12,56.23,Real
2740,2015-02-11,53.48,Real
2741,2015-02-10,55.88,Real
2742,2015-02-09,55.98,Real
2743,2015-02-08,55.07,Real
2744,2015-02-07,54.41,Real
2745,2015-02-06,51.74,Real
2746,2015-02-05,55.98,Real
2747,2015-02-04,55.07,Real
2748,2015-02-03,47.52,Real
2749,2015-02-02,46.61,Real
2750,2015-02-01,47.07,Real
2751,2015-01-31,46.55,Real
2752,2015-01-30,46.07,Real
2753,2015-01-29,46.61,Real
2754,2015-01-28,47.07,Real
2755,2015-01-27,46.69,Real
2756,2015-01-26,46.09,Real
2757,2015-01-25,46.5,Real
2758,2015-01-24,46.49,Real
2759,2015-01-23,46.69,Real
2760,2015-01-22,46.09,Real
2761,2015-01-21,46.5,Real
2762,2015-01-20,47.38,Real
2763,2015-01-19,47.66,Real
2764,2015-01-18,45.82,Real
2765,2015-01-17,45.13,Real
2766,2015-01-16,46.9,Real
2767,2015-01-15,47.66,Real
2768,2015-01-14,45.82,Real
2769,2015-01-13,47.64,Real
2770,2015-01-12,49.43,Real
2771,2015-01-11,49.06,Real
2772,2015-01-10,50.12,Real
2773,2015-01-09,51.08,Real
2774,2015-01-08,49.43,Real
2775,2015-01-07,49.06,Real
2776,2015-01-06,55.38,Real
2777,2015-01-05,55.27,Real
2778,2015-01-04,55.27,Real
2779,2015-01-03,55.6,Real
2780,2015-01-02,57.86,Real
2781,2015-01-01,55.27,Real
2782,2014-12-31,55.27,Real
2783,2014-12-30,58.72,Real
2784,2014-12-29,57.86,Real
2785,2014-12-28,58.67,Real
2786,2014-12-27,59.07,Real
2787,2014-12-26,58.31,Real
2788,2014-12-24,58.67,Real
2789,2014-12-23,58.87,Real
2790,2014-12-22,58.81,Real
2791,2014-12-21,59.84,Real
2792,2014-12-20,60.26,Real
2793,2014-12-19,61.09,Real
2794,2014-12-18,58.81,Real
2795,2014-12-17,59.84,Real
2796,2014-12-16,61.67,Real
2797,2014-12-15,63.65,Real
2798,2014-12-14,63.32,Real
2799,2014-12-13,66.11,Real
2800,2014-12-12,65.64,Real
2801,2014-12-11,63.65,Real
2802,2014-12-10,63.32,Real
2803,2014-12-09,68.0,Real
2804,2014-12-08,68.48,Real
2805,2014-12-07,70.13,Real
2806,2014-12-06,71.13,Real
2807,2014-12-05,70.87,Real
2808,2014-12-04,68.48,Real
2809,2014-12-03,70.13,Real
2810,2014-12-02,71.89,Real
2811,2014-12-01,70.87,Real
2812,2014-11-30,77.39,Real
2813,2014-11-29,77.62,Real
2814,2014-11-28,79.62,Real
2815,2014-11-26,77.39,Real
2816,2014-11-25,79.2,Real
2817,2014-11-24,77.61,Real
2818,2014-11-23,77.21,Real
2819,2014-11-22,77.23,Real
2820,2014-11-21,76.86,Real
2821,2014-11-20,77.61,Real
2822,2014-11-19,77.21,Real
2823,2014-11-18,77.51,Real
2824,2014-11-17,77.74,Real
2825,2014-11-16,80.42,Real
2826,2014-11-15,80.94,Real
2827,2014-11-14,82.9,Real
2828,2014-11-13,77.74,Real
2829,2014-11-12,80.42,Real
2830,2014-11-11,83.2,Real
2831,2014-11-10,82.08,Real
2832,2014-11-09,82.88,Real
2833,2014-11-08,82.12,Real
2834,2014-11-07,84.9,Real
2835,2014-11-06,82.08,Real
2836,2014-11-05,82.88,Real
2837,2014-11-04,84.17,Real
2838,2014-11-03,85.5,Real
2839,2014-11-02,86.91,Real
2840,2014-11-01,85.57,Real
2841,2014-10-31,85.64,Real
2842,2014-10-30,85.5,Real
2843,2014-10-29,86.91,Real
2844,2014-10-28,86.0,Real
2845,2014-10-27,85.94,Real
2846,2014-10-26,86.38,Real
2847,2014-10-25,85.17,Real
2848,2014-10-24,84.42,Real
2849,2014-10-23,85.94,Real
2850,2014-10-22,86.38,Real
2851,2014-10-21,85.27,Real
2852,2014-10-20,84.02,Real
2853,2014-10-19,84.02,Real
2854,2014-10-18,86.36,Real
2855,2014-10-17,87.82,Real
2856,2014-10-16,84.02,Real
2857,2014-10-15,84.02,Real
2858,2014-10-14,88.66,Real
2859,2014-10-13,90.47,Real
2860,2014-10-12,90.25,Real
2861,2014-10-11,90.9,Real
2862,2014-10-10,90.65,Real
2863,2014-10-09,90.47,Real
2864,2014-10-08,90.25,Real
2865,2014-10-07,90.8,Real
2866,2014-10-06,91.29,Real
2867,2014-10-05,94.57,Real
2868,2014-10-04,94.67,Real
2869,2014-10-03,95.7,Real
2870,2014-10-02,91.29,Real
2871,2014-10-01,94.57,Real
2872,2014-09-30,95.08,Real
2873,2014-09-29,95.2,Real
2874,2014-09-28,94.53,Real
2875,2014-09-27,94.87,Real
2876,2014-09-26,95.37,Real
2877,2014-09-25,95.2,Real
2878,2014-09-24,94.53,Real
2879,2014-09-23,96.75,Real
2880,2014-09-22,96.82,Real
2881,2014-09-21,97.7,Real
2882,2014-09-20,97.39,Real
2883,2014-09-19,96.43,Real
2884,2014-09-18,96.82,Real
2885,2014-09-17,97.7,Real
2886,2014-09-16,96.31,Real
2887,2014-09-15,96.42,Real
2888,2014-09-14,96.26,Real
2889,2014-09-13,98.08,Real
2890,2014-09-12,99.53,Real
2891,2014-09-11,96.42,Real
2892,2014-09-10,96.26,Real
2893,2014-09-09,99.51,Real
2894,2014-09-08,101.21,Real
2895,2014-09-07,100.88,Real
2896,2014-09-06,100.21,Real
2897,2014-09-05,99.51,Real
2898,2014-09-04,101.21,Real
2899,2014-09-03,100.88,Real
2900,2014-09-02,101.12,Real
2901,2014-09-01,100.71,Real
2902,2014-08-31,100.4,Real
2903,2014-08-30,100.5,Real
2904,2014-08-29,100.49,Real
2905,2014-08-28,100.71,Real
2906,2014-08-27,100.4,Real
2907,2014-08-26,100.09,Real
2908,2014-08-25,100.28,Real
2909,2014-08-24,99.92,Real
2910,2014-08-23,99.74,Real
2911,2014-08-22,99.37,Real
2912,2014-08-21,100.28,Real
2913,2014-08-20,99.92,Real
2914,2014-08-19,101.13,Real
2915,2014-08-18,101.15,Real
2916,2014-08-17,102.27,Real
2917,2014-08-16,101.68,Real
2918,2014-08-15,103.47,Real
2919,2014-08-14,101.15,Real
2920,2014-08-13,102.27,Real
2921,2014-08-12,103.36,Real
2922,2014-08-11,104.02,Real
2923,2014-08-10,104.17,Real
2924,2014-08-09,102.82,Real
2925,2014-08-08,103.63,Real
2926,2014-08-07,104.02,Real
2927,2014-08-06,104.17,Real
2928,2014-08-05,103.45,Real
2929,2014-08-04,104.94,Real
2930,2014-08-03,106.47,Real
2931,2014-08-02,106.98,Real
2932,2014-08-01,106.7,Real
2933,2014-07-31,104.94,Real
2934,2014-07-30,106.47,Real
2935,2014-07-29,106.89,Real
2936,2014-07-28,105.78,Real
2937,2014-07-27,106.85,Real
2938,2014-07-26,106.48,Real
2939,2014-07-25,105.71,Real
2940,2014-07-24,105.78,Real
2941,2014-07-23,106.85,Real
2942,2014-07-22,106.03,Real
2943,2014-07-21,106.04,Real
2944,2014-07-20,105.41,Real
2945,2014-07-19,104.73,Real
2946,2014-07-18,104.73,Real
2947,2014-07-17,106.04,Real
2948,2014-07-16,105.41,Real
2949,2014-07-15,105.77,Real
2950,2014-07-14,106.2,Real
2951,2014-07-13,106.84,Real
2952,2014-07-12,107.65,Real
2953,2014-07-11,108.7,Real
2954,2014-07-10,106.2,Real
2955,2014-07-09,106.84,Real
2956,2014-07-08,107.65,Real
2957,2014-07-07,108.98,Real
2958,2014-07-06,110.18,Real
2959,2014-07-05,110.84,Real
2960,2014-07-04,111.03,Real
2961,2014-07-03,108.98,Real
2962,2014-07-02,110.18,Real
2963,2014-07-01,112.62,Real
2964,2014-06-30,112.61,Real
2965,2014-06-29,112.84,Real
2966,2014-06-28,113.74,Real
2967,2014-06-27,113.62,Real
2968,2014-06-26,112.61,Real
2969,2014-06-25,112.84,Real
2970,2014-06-24,114.55,Real
2971,2014-06-23,115.19,Real
2972,2014-06-22,114.25,Real
2973,2014-06-21,114.02,Real
2974,2014-06-20,113.42,Real
2975,2014-06-19,115.19,Real
2976,2014-06-18,114.25,Real
2977,2014-06-17,113.15,Real
2978,2014-06-16,112.18,Real
2979,2014-06-15,109.83,Real
2980,2014-06-14,109.18,Real
2981,2014-06-13,110.55,Real
2982,2014-06-12,112.18,Real
2983,2014-06-11,109.83,Real
2984,2014-06-10,109.21,Real
2985,2014-06-09,108.43,Real
2986,2014-06-08,109.07,Real
2987,2014-06-07,108.87,Real
2988,2014-06-06,109.34,Real
2989,2014-06-05,108.43,Real
2990,2014-06-04,109.07,Real
2991,2014-06-03,109.21,Real
2992,2014-06-02,109.98,Real
2993,2014-06-01,109.09,Real
2994,2014-05-31,109.81,Real
2995,2014-05-30,110.01,Real
2996,2014-05-29,109.98,Real
2997,2014-05-28,109.09,Real
2998,2014-05-27,110.19,Real
2999,2014-05-26,110.89,Real
3000,2014-05-25,111.32,Real
3001,2014-05-24,110.35,Real
3002,2014-05-23,110.84,Real
3003,2014-05-22,110.89,Real
3004,2014-05-21,111.32,Real
3005,2014-05-20,110.9,Real
3006,2014-05-19,109.74,Real
3007,2014-05-18,109.87,Real
3008,2014-05-17,108.78,Real
3009,2014-05-16,108.37,Real
3010,2014-05-15,109.74,Real
3011,2014-05-14,109.87,Real
3012,2014-05-13,108.26,Real
3013,2014-05-12,108.19,Real
3014,2014-05-11,108.17,Real
3015,2014-05-10,108.3,Real
3016,2014-05-09,109.48,Real
3017,2014-05-08,108.19,Real
3018,2014-05-07,108.17,Real
3019,2014-05-06,109.48,Real
3020,2014-05-05,108.63,Real
3021,2014-05-04,108.63,Real
3022,2014-05-03,109.89,Real
3023,2014-05-02,109.12,Real
3024,2014-05-01,108.63,Real
3025,2014-04-30,108.63,Real
3026,2014-04-29,109.53,Real
3027,2014-04-28,109.79,Real
3028,2014-04-27,108.48,Real
3029,2014-04-26,108.54,Real
3030,2014-04-25,109.69,Real
3031,2014-04-24,109.79,Real
3032,2014-04-23,108.48,Real
3033,2014-04-22,108.54,Real
3034,2014-04-21,109.79,Real
3035,2014-04-20,109.71,Real
3036,2014-04-19,109.1,Real
3037,2014-04-18,107.68,Real
3038,2014-04-17,109.79,Real
3039,2014-04-16,109.71,Real
3040,2014-04-15,107.34,Real
3041,2014-04-14,107.1,Real
3042,2014-04-13,107.39,Real
3043,2014-04-12,105.83,Real
3044,2014-04-11,104.89,Real
3045,2014-04-10,107.1,Real
3046,2014-04-09,107.39,Real
3047,2014-04-08,106.41,Real
3048,2014-04-07,104.88,Real
3049,2014-04-06,103.37,Real
3050,2014-04-05,105.7,Real
3051,2014-04-04,105.95,Real
3052,2014-04-03,104.88,Real
3053,2014-04-02,103.37,Real
3054,2014-04-01,106.64,Real
3055,2014-03-31,106.58,Real
3056,2014-03-30,105.9,Real
3057,2014-03-29,107.01,Real
3058,2014-03-28,106.59,Real
3059,2014-03-27,106.58,Real
3060,2014-03-26,105.9,Real
3061,2014-03-25,107.2,Real
3062,2014-03-24,105.73,Real
3063,2014-03-23,105.95,Real
3064,2014-03-22,106.79,Real
3065,2014-03-21,106.99,Real
3066,2014-03-20,105.73,Real
3067,2014-03-19,105.95,Real
3068,2014-03-18,108.08,Real
3069,2014-03-17,107.48,Real
3070,2014-03-16,107.88,Real
3071,2014-03-15,108.35,Real
3072,2014-03-14,108.27,Real
3073,2014-03-13,107.48,Real
3074,2014-03-12,107.88,Real
3075,2014-03-11,109.14,Real
3076,2014-03-10,107.99,Real
3077,2014-03-09,108.15,Real
3078,2014-03-08,109.17,Real
3079,2014-03-07,111.26,Real
3080,2014-03-06,107.99,Real
3081,2014-03-05,108.15,Real
3082,2014-03-04,108.98,Real
3083,2014-03-03,108.54,Real
3084,2014-03-02,109.39,Real
3085,2014-03-01,109.19,Real
3086,2014-02-28,109.76,Real
3087,2014-02-27,108.54,Real
3088,2014-02-26,109.39,Real
3089,2014-02-25,109.03,Real
3090,2014-02-24,109.42,Real
3091,2014-02-23,110.37,Real
3092,2014-02-22,110.14,Real
3093,2014-02-21,109.03,Real
3094,2014-02-20,109.42,Real
3095,2014-02-19,110.37,Real
3096,2014-02-18,108.63,Real
3097,2014-02-17,108.98,Real
3098,2014-02-16,108.62,Real
3099,2014-02-15,109.21,Real
3100,2014-02-14,110.18,Real
3101,2014-02-13,108.98,Real
3102,2014-02-12,108.62,Real
3103,2014-02-11,110.12,Real
3104,2014-02-10,108.15,Real
3105,2014-02-09,106.81,Real
3106,2014-02-08,107.04,Real
3107,2014-02-07,106.55,Real
3108,2014-02-06,108.15,Real
3109,2014-02-05,106.81,Real
3110,2014-02-04,108.16,Real
3111,2014-02-03,109.36,Real
3112,2014-02-02,108.83,Real
3113,2014-02-01,109.1,Real
3114,2014-01-31,108.72,Real
3115,2014-01-30,109.36,Real
3116,2014-01-29,108.83,Real
3117,2014-01-28,109.14,Real
3118,2014-01-27,109.69,Real
3119,2014-01-26,109.69,Real
3120,2014-01-25,109.17,Real
3121,2014-01-24,108.01,Real
3122,2014-01-23,109.69,Real
3123,2014-01-22,109.69,Real
3124,2014-01-21,108.45,Real
3125,2014-01-20,107.46,Real
3126,2014-01-19,108.09,Real
3127,2014-01-18,107.12,Real
3128,2014-01-17,108.02,Real
3129,2014-01-16,107.46,Real
3130,2014-01-15,108.09,Real
3131,2014-01-14,106.44,Real
3132,2014-01-13,107.49,Real
3133,2014-01-12,107.42,Real
3134,2014-01-11,107.01,Real
3135,2014-01-10,106.71,Real
3136,2014-01-09,107.49,Real
3137,2014-01-08,107.42,Real
3138,2014-01-07,106.57,Real
3139,2014-01-06,107.94,Real
3140,2014-01-04,109.95,Real
3141,2014-01-03,110.47,Real
3142,2014-01-02,107.94,Real
3143,2013-12-31,112.06,Real
3144,2013-12-30,111.65,Real
3145,2013-12-28,111.57,Real
3146,2013-12-27,111.58,Real
3147,2013-12-26,111.65,Real
3148,2013-12-24,112.15,Real
3149,2013-12-23,110.78,Real
3150,2013-12-22,109.56,Real
3151,2013-12-21,108.91,Real
3152,2013-12-20,110.3,Real
3153,2013-12-19,110.78,Real
3154,2013-12-18,109.56,Real
3155,2013-12-17,108.08,Real
3156,2013-12-16,108.99,Real
3157,2013-12-15,109.47,Real
3158,2013-12-14,108.91,Real
3159,2013-12-13,110.07,Real
3160,2013-12-12,108.99,Real
3161,2013-12-11,109.47,Real
3162,2013-12-10,111.5,Real
3163,2013-12-09,112.07,Real
3164,2013-12-08,113.27,Real
3165,2013-12-07,113.06,Real
3166,2013-12-06,111.49,Real
3167,2013-12-05,112.07,Real
3168,2013-12-04,113.27,Real
3169,2013-12-03,111.07,Real
3170,2013-12-02,111.49,Real
3171,2013-12-01,111.32,Real
3172,2013-11-30,112.04,Real
