IdTurma,IdAluno,IdSituacaoAlunoTurma,DataSituacaoAtivo,DataSituacaoInativo,IdFaseNotaInicial,OrdemChamada,DataHoraEfetivacaoMatricula,IdUsuarioEfetivacaoMatricula,IdAlunoCursoSuperior,ProblemaAutorizadoMatricula,IdUsuarioAutorizacaoMatricula,StAlunoTurmaNaoPermitePParcial,ES_IdCurriculoOptativa,IdResponsavelFinanceiro,IdTipoResponsavelFinanceiro,IdResponsavelSecundario,IdTipoResponsavelSecundario,IdMotivoInativacao,IdEstabEnsinoInativacao,ComentarioInativacao,Comentario,IdPlanoPagamento_PreMatricula,IdPlanoPagamento_Matricula,SituacaoExcecao_IdSituacaoAlunoTurma,SituacaoExcecao_IdUsuario,SituacaoExcecao_DataRegistro,SituacaoExcecao_Comentario,IdAlunoCurso,IdEventoTipoInscricao,RMOnline_TextoPersonalizado_Confirmacao,StProcessamento_FichaInscricao,StProcessamento_ConfirmacaoReservaOnline,StProcessamento_InscricaoEmTurma,IdAlunoTurma
111,101,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,6,2021-08-05 00:00:00,,,,,False,,100,11,,,,,,,,8,,,,,,,,,,,104
111,100,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-05 00:00:00,,,,,False,,99,11,,,,,,,,8,,,,,,,,,,,105
111,103,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,15,2021-08-05 00:00:00,,,,,False,,102,11,,,,,,,,8,,,,,,,,,,,106
111,105,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,20,2021-08-05 00:00:00,,,,,False,,104,11,,,,,,,,8,,,,,,,,,,,107
111,106,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-08-05 00:00:00,,,,,False,,105,11,,,,,,,,8,,,,,,,,,,,108
111,107,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,11,2021-08-05 00:00:00,,,,,False,,106,11,,,,,,,,8,,,,,,,,,,,109
111,108,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,19,2021-08-05 00:00:00,,,,,False,,107,11,,,,,,,,8,,,,,,,,,,,110
111,109,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-08-05 00:00:00,,,,,False,,108,11,,,,,,,,8,,,,,,,,,,,111
112,110,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-08-05 00:00:00,,,,,False,,109,11,,,,,,,,8,,,,,,,,,,,113
111,104,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,16,2021-08-05 00:00:00,,,,,False,,103,11,,,,,,,,8,,,,,,,,,,,114
119,112,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,7,2021-08-06 00:00:00,,,,,False,,110,11,,,,,,,,8,,,,,,,,,,,115
119,113,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,9,2021-08-06 00:00:00,,,,,False,,111,11,,,,,,,,8,,,,,,,,,,,116
111,114,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,7,2021-08-06 00:00:00,,,,,False,,112,11,,,,,,,,8,,,,,,,,,,,117
111,115,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-08-06 00:00:00,,,,,False,,113,11,,,,,,,,8,,,,,,,,,,,118
112,116,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-06 00:00:00,,,,,False,,33,11,,,,,,,,8,,,,,,,,,,,119
112,117,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-08-06 00:00:00,,,,,False,,114,11,,,,,,,,8,,,,,,,,,,,120
112,118,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-08-06 00:00:00,,,,,False,,115,11,,,,,,,,8,,,,,,,,,,,121
112,120,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,7,2021-08-06 00:00:00,,,,,False,,117,11,,,,,,,,8,,,,,,,,,,,123
114,121,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-08-06 00:00:00,,,,,False,,118,11,,,,,,,,8,,,,,,,,,,,124
114,122,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-06 00:00:00,,,,,False,,119,11,,,,,,,,8,,,,,,,,,,,125
114,123,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-08-06 00:00:00,,,,,False,,120,11,,,,,,,,8,,,,,,,,,,,126
114,124,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-08-06 00:00:00,,,,,False,,121,11,,,,,,,,8,,,,,,,,,,,127
114,125,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-08-06 00:00:00,,,,,False,,122,11,,,,,,,,8,,,,,,,,,,,128
114,126,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,6,2021-08-06 00:00:00,,,,,False,,120,11,,,,,,,,8,,,,,,,,,,,129
114,127,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,7,2021-08-06 00:00:00,,,,,False,,123,11,,,,,,,,8,,,,,,,,,,,130
114,128,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,9,2021-08-06 00:00:00,,,,,False,,124,11,,,,,,,,8,,,,,,,,,,,131
114,129,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-06 00:00:00,,,,,False,,125,11,,,,,,,,8,,,,,,,,,,,132
107,131,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-06 00:00:00,,,,,False,,127,11,,,,,,,,8,,,,,,,,,,,134
227,96,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-08-06 00:00:00,,,#MATRICULA_REPETIDA_MESMA_SERIE#,15,False,,95,11,,,,,,,,8,,,,,,,,,,,135
108,132,14,2021-01-01 00:00:00,2021-09-14 00:00:00,,14,2021-08-06 00:00:00,,,,,False,,128,11,,,4,,,,,8,,,,,,,,,,,136
108,133,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-08-06 00:00:00,,,,,False,,129,11,,,,,,,,8,,,,,,,,,,,137
108,134,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-08-06 00:00:00,,,,,False,,130,11,,,,,,,,8,,,,,,,,,,,138
119,135,14,2021-01-01 00:00:00,2021-11-12 00:00:00,,1,2021-08-06 00:00:00,,,,,False,,131,11,,,2,,,,,8,,,,,,,,,,,139
108,136,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-08-06 00:00:00,,,,,False,,132,11,,,,,,,,8,,,,,,,,,,,140
108,137,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,7,2021-08-06 00:00:00,,,,,False,,133,11,,,,,,,,8,,,,,,,,,,,141
108,138,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-06 00:00:00,,,,,False,,134,11,,,,,,,,8,,,,,,,,,,,142
108,139,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,9,2021-08-06 00:00:00,,,,,False,,135,11,,,,,,,,8,,,,,,,,,,,144
108,141,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,10,2021-08-06 00:00:00,,,,,False,,137,11,,,,,,,,8,,,,,,,,,,,145
108,142,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,13,2021-08-06 00:00:00,,,,,False,,138,11,,,,,,,,8,,,,,,,,,,,147
108,143,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,6,2021-08-06 00:00:00,,,,,False,,139,11,,,,,,,,8,,,,,,,,,,,148
99,144,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-08-06 00:00:00,,,,,False,,141,11,,,,,,,,8,,,,,,,,,,,149
108,147,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,12,2021-08-06 00:00:00,,,,,False,,143,11,,,,,,,,8,,,,,,,,,,,152
108,148,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-08-06 00:00:00,,,,,False,,144,11,,,,,,,,8,,,,,,,,,,,153
108,149,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-06 00:00:00,,,,,False,,145,11,,,,,,,,8,,,,,,,,,,,154
108,150,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,11,2021-08-06 00:00:00,,,,,False,,121,11,,,,,,,,8,,,,,,,,,,,155
109,151,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-08-06 00:00:00,,,,,False,,147,11,,,,,,,,8,,,,,,,,,,,156
109,153,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-08-06 00:00:00,,,,,False,,149,11,,,,,,,,8,,,,,,,,,,,158
109,154,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-08-06 00:00:00,,,,,False,,150,11,,,,,,,,8,,,,,,,,,,,159
109,155,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,6,2021-08-06 00:00:00,,,,,False,,124,11,,,,,,,,8,,,,,,,,,,,160
109,156,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-06 00:00:00,,,,,False,,152,11,,,,,,,,8,,,,,,,,,,,161
109,157,14,2021-01-01 00:00:00,2021-11-11 00:00:00,,4,2021-08-06 00:00:00,,,,,False,,153,11,,,2,,,,,8,,,,,,,,,,,162
109,158,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,7,2021-08-06 00:00:00,,,,,False,,154,11,,,,,,,,8,,,,,,,,,,,163
105,159,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-08-06 00:00:00,,,,,False,,155,11,,,,,,,,8,,,,,,,,,,,164
105,160,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-06 00:00:00,,,,,False,,156,11,,,,,,,,8,,,,,,,,,,,165
105,161,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-08-06 00:00:00,,,,,False,,157,11,,,,,,,,8,,,,,,,,,,,166
105,162,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-08-06 00:00:00,,,,,False,,158,11,,,,,,,,8,,,,,,,,,,,167
105,163,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,10,2021-08-06 00:00:00,,,,,False,,379,11,,,,,,,,8,,,,,,,,,,,168
99,164,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-08-09 00:00:00,,,,,False,,160,11,,,,,,,,8,,,,,,,,,,,169
99,165,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-08-09 00:00:00,,,,,False,,161,11,,,,,,,,8,,,,,,,,,,,170
99,166,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,6,2021-08-09 00:00:00,,,,,False,,162,11,,,,,,,,8,,,,,,,,,,,171
99,167,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,7,2021-08-09 00:00:00,,,,,False,,163,11,,,,,,,,8,,,,,,,,,,,172
99,168,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-09 00:00:00,,,,,False,,164,11,,,,,,,,8,,,,,,,,,,,173
99,169,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,9,2021-08-09 00:00:00,,,,,False,,165,11,,,,,,,,8,,,,,,,,,,,174
99,170,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,11,2021-08-09 00:00:00,,,,,False,,166,11,,,,,,,,8,,,,,,,,,,,175
99,171,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,12,2021-08-09 00:00:00,,,,,False,,167,11,,,,,,,,8,,,,,,,,,,,176
99,173,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,14,2021-08-09 00:00:00,,,,,False,,169,11,,,,,,,,8,,,,,,,,,,,178
102,175,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-09 00:00:00,,,,,False,,171,11,,,,,,,,8,,,,,,,,,,,180
102,176,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-08-09 00:00:00,,,,,False,,79,11,,,,,,,,8,,,,,,,,,,,181
102,177,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-08-09 00:00:00,,,,,False,,173,11,,,,,,,,8,,,,,,,,,,,182
102,179,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,8,2021-08-09 00:00:00,,,,,False,,175,11,,,,,,,,8,,,,,,,,,,,184
102,180,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,9,2021-08-09 00:00:00,,,,,False,,176,11,,,,,,,,8,,,,,,,,,,,185
102,181,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,10,2021-08-09 00:00:00,,,,,False,,177,11,,,,,,,,8,,,,,,,,,,,186
102,182,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,6,2021-08-09 00:00:00,,,,,False,,178,11,,,,,,,,8,,,,,,,,,,,187
11,183,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,4,2021-08-09 00:00:00,,,,,False,,179,11,,,,,,,,8,,,,,,,,,,,188
11,184,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,1,2021-08-09 00:00:00,,,,,False,,180,11,,,,,,,,8,,,,,,,,,,,189
11,185,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,2,2021-08-09 00:00:00,,,,,False,,103,11,,,,,,,,8,,,,,,,,,,,190
11,186,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,3,2021-08-09 00:00:00,,,,,False,,181,11,,,,,,,,8,,,,,,,,,,,191
11,187,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,5,2021-08-09 00:00:00,,,,,False,,93,11,,,,,,,,8,,,,,,,,,,,192
11,188,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,6,2021-08-09 00:00:00,,,,,False,,182,11,,,,,,,,8,,,,,,,,,,,193
11,189,9,2021-01-01 00:00:00,2021-12-31 00:00:00,,9,2021-08-09 00:00:00,,,,,False,,183,11,,,,,,,,8,,,,,,,,,,,194
