IdAluno,IdAlunoObs,IdTipoOcorrencia,StImpedimento,DataOcorrencia,IdUsuarioRegistro,ObservacaoRegistro,DataLiberacao,IdUsuarioLiberacao,ObservacaoLiberacao,DataInclusao,StExibirInternet,IdProfessorRegistro,DataInicialAtestado,DataFinalAtestado
178,60,12,False,2021-10-19 00:00:00,16,Transferida da 4E para a 4F por conta do horário das aulas na escola,,,,2021-10-19 16:08:00,False,,,
719,61,12,False,2021-10-19 00:00:00,16,Transferido da Alfa P para a Alfa R por conta do horário na escola,,,,2021-10-19 16:53:00,False,,,
640,62,12,False,2021-10-21 00:00:00,16,Transferido da Alfa L para a Alfa M por conta do horário das aulas na escola,,,,2021-10-21 14:40:00,False,,,
534,63,13,False,2021-10-21 00:00:00,16,"A aluna está fazendo outro curso e por isso optou em desistir da vaga, pois não estava conseguindo conciliar os horários.",,,,2021-10-21 15:03:00,False,,,
489,64,12,False,2021-10-21 00:00:00,16,Transferido da 1M para a 1G por conta do horário das aulas na escola,,,,2021-10-21 17:46:00,False,,,
358,65,21,False,2021-08-02 00:00:00,298,Suellen  (genitora) entrou em contato pois  Alef tem se apresentado ansioso  e se irritando com facilidade. Teme que essa postura possa interferir em seu desempenho academico.,,,,2021-10-25 09:32:00,False,,,
56,66,22,False,2021-08-02 00:00:00,298,Busca orientação para melhorar sociabilização na universidade. Segue em orientação psico.,,,,2021-10-25 09:34:00,False,,,
24,67,15,False,2021-08-02 00:00:00,298,Em acompanhamento devido dinâmica familiar que  vem gerando queda no rendimento  e baixa concentração. Segue em atendimento pisco e obs dos prof.,,,,2021-10-25 09:36:00,False,,,
43,68,20,False,2021-08-02 00:00:00,298,Em atendimento devido crises de ansiedade frequente.  Segue em atendimento psico e obs profs.,,,,2021-10-25 09:43:00,False,,,
51,69,20,False,2021-08-02 00:00:00,298,Orientação e sugestão de técnicas de enfrentamento e manejo da ansiedade.,,,,2021-10-25 12:56:00,False,,,
255,70,14,False,2021-08-02 00:00:00,298,Quadro de desmotivação e tristeza que vem interferindo no desempenho acadêmico. Segue em atendimento psico e obsev profs.,,,,2021-10-25 12:58:00,False,,,
630,71,17,False,2021-08-02 00:00:00,298,Em acompanhamento psico e observ profs e psicopedagogia.,,,,2021-10-25 13:01:00,False,,,
118,72,14,False,2021-08-02 00:00:00,298,Segue em atendimento devido quadro de tristeza e baixo rendimento acadêmico e observ profs.,,,,2021-10-25 13:06:00,False,,,
521,73,20,False,2021-08-02 00:00:00,298,Orientação devido quadro  de fobia especifica pluviofobia.. (medo de chuva/tempestade),,,,2021-10-25 13:09:00,False,,,
400,74,22,False,2021-08-02 00:00:00,298,Em acompanhamento devido  quadro de ansiedade e auto cobrança.,,,,2021-10-25 13:12:00,False,,,
427,75,20,False,2021-08-02 00:00:00,298,Em acompanhamento devido quadro de oscilação de humor frequente e crises de ansiedade.,,,,2021-10-25 13:24:00,False,,,
146,76,24,False,2021-08-03 00:00:00,298,Entrevista para curso de T.I. USP.,,,,2021-10-25 13:27:00,False,,,
244,77,24,False,2021-08-03 00:00:00,298,Entrevista curso T.I. USP.,,,,2021-10-25 13:35:00,False,,,
8,78,24,False,2021-08-03 00:00:00,298,"Ansiedade elevada, dinâmica familiar disfuncional.",,,,2021-10-25 13:36:00,False,,,
750,79,24,False,2021-08-03 00:00:00,298,Entrevista curso T.I. USP.,,,,2021-10-25 13:37:00,False,,,
168,80,20,False,2021-08-04 00:00:00,298,Segue em atendimento psico devido quadro de ansiedade elevado que ver interferindo no resultado acadêmico  e obser. com os profs.,,,,2021-10-25 18:11:00,False,,,
629,81,12,False,2021-10-25 00:00:00,16,Transferida da 2F para a 2H por conta do horário das aulas na escola,,,,2021-10-25 19:07:00,False,,,
700,82,12,False,2021-10-25 00:00:00,15,Mudança da turma Alfa Q para Alfa O por conta do horário escolar.,,,,2021-10-25 19:22:00,True,,,
626,83,12,False,2021-10-25 00:00:00,15,Mudança de Turma da Alfa Q para Alfa O por conta do horário escolar.,,,,2021-10-25 19:24:00,True,,,
469,84,13,False,2021-10-25 00:00:00,15,Mãe do aluno decidiu desativa-lo pois mudaram de cidade.,,,,2021-10-25 19:41:00,False,,,
663,85,13,False,2021-10-25 00:00:00,15,Mãe da aluna decidiu desativa-lo pois mudaram de cidade.,,,,2021-10-25 19:42:00,False,,,
623,86,13,False,2021-10-26 00:00:00,16,"Aluno desativado pois mudou de horário na escola e não temos uma turma com o nível de desenvolvimento atual dele, com o horário em que foi solicitado.",,,,2021-10-26 14:16:00,False,,,
533,87,13,False,2021-10-26 00:00:00,16,A mãe informou que a aluna não quer mais fazer parte da Passos Mágicos.,,,,2021-10-26 14:48:00,False,,,
694,88,13,False,2021-10-26 00:00:00,16,"O aluno não entra nas aulas e não dá retorno sobre as faltas, então o Márcio, autorizou o desligamento.",,,,2021-10-26 16:42:00,False,,,
88,89,13,False,2021-10-26 00:00:00,16,"Aluno está faltando nas aulas e não dá retorno sobre essas faltas, Foi realizado varias tentativas de contato mas não obtive retorno",,,,2021-10-26 16:51:00,False,,,
567,90,12,False,2021-10-26 00:00:00,16,Transferido da 3B para a 3F por conta do horário das aulas na escola.,,,,2021-10-26 17:07:00,False,,,
797,91,12,False,2021-10-27 00:00:00,16,Transferido da Alfa P para a Alfa S por conta do horário das aulas na escola,,,,2021-10-27 16:44:00,False,,,
369,92,12,False,2021-10-28 00:00:00,15,Aluno mudou da Turma 1A para a 1G devido mudança de horário na escola.,,,,2021-10-28 18:36:00,True,,,
602,93,12,False,2021-10-28 00:00:00,15,Aluna mudou da Turma 1A para a 1G devido mudança de horário na escola.,,,,2021-10-28 18:38:00,True,,,
368,94,12,False,2021-10-28 00:00:00,15,Aluno mudou da Turma 1A para a 1G devido mudança de horário na escola.,,,,2021-10-28 18:39:00,True,,,
720,95,12,False,2021-10-29 00:00:00,16,Transferido da Alfa P para a Alfa Q por conta do horário das aulas na escola,,,,2021-10-29 15:08:00,False,,,
505,96,12,False,2021-11-01 00:00:00,16,Transferido da 1N para a 1G por conta do horário das aulas na escola.,,,,2021-11-01 14:35:00,False,,,
699,97,12,False,2021-11-01 00:00:00,16,Transferida da Alfa Q para a Alfa S por conta do horário das aulas na escola.,,,,2021-11-01 14:56:00,False,,,
544,98,12,False,2021-11-01 00:00:00,16,Transferida da 1N para a 1J por conta do horário das aulas na escola.,,,,2021-11-01 15:21:00,False,,,
494,99,12,False,2021-11-01 00:00:00,16,Transferida da 1M para a 1J por conta do horário das aulas na escola.,,,,2021-11-01 15:28:00,False,,,
677,100,12,False,2021-11-01 00:00:00,16,Transferida da Alfa Q para a Alfa P por conta do horário das aulas na escola,,,,2021-11-01 16:15:00,False,,,
411,101,12,False,2021-11-03 00:00:00,16,Transferida a 1E para a 1G  por conta do horário das aulas na escola.,,,,2021-11-03 14:32:00,False,,,
402,102,12,False,2021-11-03 00:00:00,16,Transferida da 1E para a 1G por conta do horário das aulas na escola,,,,2021-11-03 16:15:00,False,,,
311,103,12,False,2021-11-04 00:00:00,16,Transferida da 3A para a 3D por conta do horário das aulas na escola.,,,,2021-11-04 14:39:00,False,,,
657,104,12,False,2021-11-04 00:00:00,16,Transferido da Alfa S para a Alfa Q por conta do horário das aulas na escola.,,,,2021-11-04 17:06:00,False,,,
761,105,12,False,2021-11-04 00:00:00,16,Transferido da Alfa R para a Alfa P por conta do horário das aulas na escola,,,,2021-11-04 17:25:00,False,,,
497,106,24,False,2021-10-14 00:00:00,298,"Tem apresentado baixa interação social, o que tem preocupado a genitora, pois mesmo em casa é  muito calada e tem se isolado todo o tempo.",,,,2021-11-08 15:36:00,False,,,
497,107,24,False,2021-10-19 00:00:00,298,Tímida durante todo atendimento.,,,,2021-11-08 15:38:00,False,,,
127,108,14,False,2021-08-04 00:00:00,298,Vania genitora entra em contato pois  Marcos esta muito desinteressado nos esudos.,,,,2021-11-08 17:07:00,False,,,
127,109,14,False,2021-08-16 00:00:00,298,Segue  em atendimento e observação junto aos professores.,,,,2021-11-08 18:03:00,False,,,
127,110,14,False,2021-11-08 00:00:00,298,Traz relatos de falta de foco e concentração. Sugerido estratégias e enviado técnicas para treino.,,,,2021-11-08 18:05:00,False,,,
127,111,14,False,2021-09-07 00:00:00,298,"Realizado atendimento de suporte, segue em observação professores.",,,,2021-11-08 18:05:00,False,,,
243,112,22,False,2021-11-04 00:00:00,298,Apresenta discurso de desqualificação do positivo.,,,,2021-11-08 18:18:00,False,,,
243,113,22,False,2021-11-08 00:00:00,298,"Sugerido estratégias para lidar com culpa e auto cobrança, segue em acompanhamento e observação dos professores.",,,,2021-11-08 18:26:00,False,,,
194,114,12,False,2021-11-08 00:00:00,16,Transferida da 2B para a 2C por conta do horário das aulas na escola,,,,2021-11-08 19:01:00,False,,,
150,115,14,False,2021-08-17 00:00:00,298,"Baixo rendimento escolar, dinâmica familiar disfuncional.",,,,2021-11-09 09:53:00,False,,,
150,116,14,False,2021-10-28 00:00:00,298,Segue em  orientação psico e observação com professores.,,,,2021-11-09 09:53:00,False,,,
497,117,24,False,2021-10-28 00:00:00,298,Mantem dificuldade de interação social.,,,,2021-11-09 09:56:00,False,,,
741,118,13,False,2021-11-09 00:00:00,16,Aluno mudou de cidade,,,,2021-11-09 14:25:00,False,,,
168,119,20,False,2021-11-09 00:00:00,298,Relatos de auto cobrança que vem impactando seu desempenho academico.,,,,2021-11-09 17:56:00,False,,,
146,120,21,False,2021-11-09 00:00:00,298,Segue em atendimento psicológico e observação junto ao pedagógico.,,,,2021-11-09 18:13:00,False,,,
417,121,18,False,2021-11-08 00:00:00,298,Em  contato com  a genitora a mesma relata preocupação com a postura do filho nos últimos tempos. Informo professores do mesmo para observação.,,,,2021-11-09 18:23:00,False,,,
417,122,21,False,2021-11-09 00:00:00,298,segue em atendimento psicológico e observação junto ao pedagógico.,,,,2021-11-09 18:25:00,False,,,
74,123,20,False,2021-11-09 00:00:00,298,seguem em atendimento e observação da equipe pedagogica.,,,,2021-11-09 19:17:00,False,,,
590,124,12,False,2021-11-10 00:00:00,16,Transferido da 2H para a 2C por conta do horário das aulas na escola,,,,2021-11-10 14:25:00,False,,,
528,125,13,False,2021-11-10 00:00:00,16,O pai do aluno informou que o aluno não quer mais fazer parte da Passos Mágicos.,,,,2021-11-10 19:29:00,False,,,
553,126,13,False,2021-11-11 00:00:00,16,"Aluno voltou para as aulas presenciais, não está conseguindo conciliar a escola, atividades da Passos e conciliar a organização da casa.",,,,2021-11-11 15:05:00,False,,,
404,127,12,False,2021-11-11 00:00:00,16,Transferida da 1E para a 1J por conta do horário das aulas na escola.,,,,2021-11-11 18:14:00,False,,,
554,128,12,False,2021-11-11 00:00:00,16,Transferida da 1N para a 1G por conta do horário das aulas na escola,,,,2021-11-11 18:51:00,False,,,
157,129,13,False,2021-11-11 00:00:00,16,"Aluno informou que  não está conseguindo conciliar a escola e as aulas da Passos, mora muito longe da escola e chega tarde em casa.",,,,2021-11-11 18:55:00,False,,,
135,130,13,False,2021-11-12 00:00:00,16,"O aluno desistiu da vaga, não dá retorno sobre as faltas, foi realizado várias tentativas de contato mas não obtivemos retorno.",,,,2021-11-12 16:42:00,False,,,
730,131,13,False,2021-11-16 00:00:00,16,A aluna desistiu da vaga,,,,2021-11-16 18:00:00,False,,,
171,132,22,False,2021-08-05 00:00:00,298,Segue em atendimento  psico e observação profs.,,,,2021-11-18 11:48:00,False,,,
40,133,21,False,2021-08-05 00:00:00,298,segue em atendimento psico e obs profs.,,,,2021-11-18 11:49:00,False,,,
37,134,20,False,2021-08-05 00:00:00,298,"Ansiedade elevada, timidez . Oriento estratégias e trabalhamos foco e  técnicas de relaxamento. Segue em atendimento psico  e observação profs.",,,,2021-11-18 11:57:00,False,,,
168,135,21,False,2021-08-11 00:00:00,298,E m acompanhamento  medico devido  ansiedade elevada  e  crises recorrentes.  Oriento estratégias e trabalhamos foco e  técnicas de relaxamento. Segue em atendimento psico  e observação profs.,,,,2021-11-18 12:00:00,False,,,
8,136,28,False,2021-08-10 00:00:00,298,"Relata dificuldade na convivência familiar, o que muitas vezes acarreta em não conseguir realizar as atividades da Passos. Segue em acompanhamento  psico  e observação profs.",,,,2021-11-18 12:04:00,False,,,
744,137,21,False,2021-08-05 00:00:00,298,"Renan ja fez parte da  PM, retorna atualmente para participar do programa da USP - PARADA.",,,,2021-11-18 12:09:00,False,,,
740,138,27,False,2021-08-05 00:00:00,298,Entrevista PM para participar do programa da USP - PARADA/ PAIDEIA.,,,,2021-11-18 12:11:00,False,,,
74,139,20,False,2021-08-05 00:00:00,298,"Ansiedade elevada, timidez . Oriento estratégias e trabalhamos foco e  técnicas de relaxamento. Segue em atendimento psico  e observação equipe pedagogica.",,,,2021-11-18 12:13:00,False,,,
76,140,20,False,2021-11-18 00:00:00,298,Ansiedade elevada. Oriento estratégias e trabalhamos foco e  técnicas de relaxamento. Segue em atendimento psico  e observação equipe pedagogica.,,,,2021-11-18 13:55:00,False,,,
76,141,20,False,2021-11-11 00:00:00,298,"Ansiedade elevada, devido proximidade das provas  do  vestibular e ENEM. Oriento estratégias e trabalhamos foco e  técnicas de relaxamento. Segue em atendimento psico  e observação equipe pedagógica.",,,,2021-11-18 14:00:00,False,,,
452,142,13,False,2021-11-18 00:00:00,16,O aluno informou que não estava conseguindo conciliar as aulas da escola e participar das lives e entregar as atividades da Passos.,,,,2021-11-18 18:15:00,False,,,
173,143,20,False,2021-08-05 00:00:00,298,Segue em atendimento psicológico  e obs equipe pedagógica.,,,,2021-11-19 16:06:00,False,,,
52,144,21,False,2021-08-05 00:00:00,298,Preocupação  com a nova fase que esta vivenciando. Segue  em atendimento  psicológico.,,,,2021-11-19 16:10:00,False,,,
702,145,17,False,2021-11-22 00:00:00,298,Retomado atendimento presencial.,,,,2021-11-22 13:37:00,False,,,
271,146,12,False,2021-10-01 00:00:00,16,Transferido da 3A para a 3M por conta da mudança de horário na escola,,,,2021-11-22 14:18:00,False,,,
311,147,21,False,2021-11-22 00:00:00,298,"Ansiedade elevada, timidez . Oriento estratégias e trabalhamos foco e  técnicas de relaxamento. Segue em atendimento psicológico e observação equipe pedagógica.",,,,2021-11-22 15:10:00,False,,,
311,148,20,False,2021-11-08 00:00:00,298,Segue em atendimento psicológico  e obs. equipe pedagógica.,,,,2021-11-22 15:12:00,False,,,
311,149,20,False,2021-11-15 00:00:00,298,Trabalhado técnicas de  relaxamento.,,,,2021-11-22 15:13:00,False,,,
374,150,18,False,2021-11-10 00:00:00,298,"Genitora de Sophya , Marcia entrou em  contato  solicitando acompanhamento psicológico, pois a família esta enfrentando um momento muito delicado. Marcia esteve  internada por  um mês divido 2 AVC  que se complicaram e trouxeram varias sequelas. Esta muito preocupada  pois  Sophya sempre foi muito ansiosa e teme que toda essa situação traga prejuízo pedagógico e emocional.

Segue em atendimento psicológico, observação da equipe pedagógica e encaminhado para psicóloga da família e  serviço social.",,,,2021-11-22 16:32:00,False,,,
374,151,21,False,2021-11-16 00:00:00,298,"Trabalhado técnicas de respiração e relaxamento. 
Segue em  atendimento psicológico e observação da equipe pedagógica.",,,,2021-11-22 16:34:00,False,,,
374,152,21,False,2021-11-22 00:00:00,298,"Trabalhado técnicas de respiração, relaxamento e verificação  do humor. 
Segue em  atendimento psicológico e observação da equipe pedagógica.",,,,2021-11-22 16:36:00,False,,,
168,153,20,False,2021-11-15 00:00:00,298,"Ansiedade elevada, relata ter tentando algumas técnicas de relaxamento sem sucesso. Sugerido novas estratégias e intensificar as  técnicas de relaxamento.
Segue em atendimento  psicológico e observação  da equipe pedagógica.",,,,2021-11-22 17:11:00,False,,,
168,154,20,False,2021-11-22 00:00:00,298,Segue em atendimento psicológico e observação da  equipe pedagógica.,,,,2021-11-22 17:13:00,False,,,
168,155,20,False,2021-11-04 00:00:00,298,Segue em atendimento psicológico e observação da  equipe pedagógica.,,,,2021-11-22 17:16:00,False,,,
457,156,20,False,2021-11-22 00:00:00,298,Segue em atendimento psicológico e observação da  equipe pedagógica.,,,,2021-11-22 17:37:00,False,,,
457,157,20,False,2021-09-13 00:00:00,298,"Ansiedade elevada, timidez . Oriento estratégias e trabalhamos foco e  técnicas de relaxamento. Segue em atendimento psicológico  e observação  da equipe pedagógica.",,,,2021-11-22 17:39:00,False,,,
457,158,21,False,2021-10-05 00:00:00,298,Nível  de auto cobrança elevado. Segue em atendimento psicológico  e obs. equipe pedagógica.,,,,2021-11-22 18:05:00,False,,,
457,159,20,False,2021-10-25 00:00:00,298,Segue em atendimento psicológico  e observação da  equipe pedagógica.,,,,2021-11-22 18:07:00,False,,,
522,160,13,False,2021-11-23 00:00:00,16,"O aluno desistiu da vaga, informou que não estava conseguindo conciliar mais os estudos com a Passos",,,,2021-11-23 14:27:00,False,,,
529,161,13,False,2021-11-23 00:00:00,16,"A aluna desistiu da vaga, informou que não está conseguindo conciliar os estudos e as aulas da Passos",,,,2021-11-23 14:37:00,False,,,
349,162,13,False,2021-11-23 00:00:00,16,A aluna mudou de cidade,,,,2021-11-23 14:42:00,False,,,
482,163,13,False,2021-11-23 00:00:00,16,O aluno mudou de cidade,,,,2021-11-23 14:46:00,False,,,
456,164,21,False,2021-11-25 00:00:00,298,"Emotivo, dinâmica familiar disfuncional. Segue em atendimento psicológico  e obs equipe pedagógica.",,,,2021-11-25 16:41:00,False,,,
456,165,20,False,2021-11-30 00:00:00,298,Dinâmica familiar disfuncional. Segue em atendimento psicológico e observação da equipe pedagógica.,,,,2021-11-30 15:38:00,False,,,
11,166,15,False,2021-11-30 00:00:00,298,Segue em atendimento psicológico.,,,,2021-11-30 15:42:00,False,,,
27,167,20,False,2021-11-30 00:00:00,298,Segue em atendimento e observação da equipe pedagógica.,,,,2021-11-30 15:43:00,False,,,
150,168,22,False,2021-11-29 00:00:00,298,Segue em orientação psico e observação equipe pedagógica.,,,,2021-11-30 15:45:00,False,,,
91,169,18,False,2021-11-27 00:00:00,298,Realizado atendimento familiar devido dificuldades acadêmica. Segue em atendimento psico e obsrv equipe pedagógica.,,,,2021-11-30 15:49:00,False,,,
79,170,18,False,2021-11-27 00:00:00,298,Realizado atendimento familiar.,,,,2021-11-30 15:50:00,False,,,
168,171,20,False,2021-11-29 00:00:00,298,Segue em atendimento psico e obs equipe pedagógica.,,,,2021-11-30 15:53:00,False,,,
451,172,18,False,2021-12-01 00:00:00,298,"Genitora entra  em contato para informar  que aluna  esta sem  celular e  não  esta conseguindo  participar das aulas,",,,,2021-12-01 08:51:00,False,,,
456,173,18,False,2021-11-29 00:00:00,298,Realizado tentativa de  contato com a genitora sem retorno até o momento.,,,,2021-12-01 09:10:00,False,,,
90,174,26,False,2021-08-09 00:00:00,298,Segue em atendimento psicológico.,,,,2021-12-01 13:36:00,False,,,
78,175,26,False,2021-08-09 00:00:00,298,segue em atendimento e orientação psico.,,,,2021-12-01 13:40:00,False,,,
91,176,26,False,2021-08-09 00:00:00,298,segue em atendimento e orientação psico.,,,,2021-12-01 13:41:00,False,,,
