IdAluno,DataOcorrencia,IdTurma,IdSituacaoAlunoTurma,IdFaseNotaInicial,IdUsuario
8,2022-08-08 08:15:27.593000,106,9.0,,299
8,2023-01-30 16:10:31.450000,210,9.0,,15
8,2023-01-30 16:52:00.263000,303,9.0,,15
9,2021-07-30 18:57:45.080000,113,1.0,,16
9,2021-12-28 15:24:18.763000,113,9.0,,15
9,2023-03-10 09:47:58.977000,575,1.0,,15
9,2023-03-29 17:53:04.900000,586,1.0,,15
9,2024-01-16 14:37:08.613000,575,9.0,,15
9,2024-04-24 15:37:06.213000,586,12.0,,15
9,2024-04-24 15:38:48.553000,721,1.0,,15
10,2021-07-30 19:03:22.623000,113,1.0,,16
10,2021-12-28 15:24:30.120000,113,9.0,,15
10,2022-01-20 18:08:19.650000,196,1.0,,15
10,2023-01-30 16:11:22.653000,196,9.0,,15
10,2023-01-30 22:32:31.530000,494,1.0,,297
10,2024-01-16 14:29:18.190000,494,9.0,,15
10,2024-01-16 14:37:10.897000,594,9.0,,15
10,2024-04-24 14:56:14.620000,651,1.0,,15
11,2021-07-30 19:10:10.830000,113,1.0,,16
11,2021-12-28 15:24:32.557000,113,9.0,,15
11,2022-01-20 20:03:06.727000,196,1.0,,15
11,2023-01-30 16:11:24.010000,196,9.0,,15
11,2023-01-30 22:31:56.073000,494,1.0,,297
11,2024-01-16 14:29:17.650000,494,9.0,,15
11,2024-04-24 15:54:50.107000,721,1.0,,15
12,2021-07-30 19:26:45.193000,106,1.0,,14
12,2021-09-22 11:58:39.150000,142,1.0,,14
12,2021-12-28 15:13:55.313000,142,9.0,,15
12,2021-12-28 15:24:35.687000,106,9.0,,15
12,2022-02-03 16:58:10.587000,270,1.0,,293
12,2022-05-09 13:10:38.570000,450,1.0,,313
12,2022-08-08 08:01:54.553000,106,1.0,,299
12,2022-08-08 08:15:28.087000,106,9.0,,299
12,2023-01-30 16:11:59.257000,270,9.0,,15
12,2023-01-30 16:48:02.710000,450,9.0,,15
12,2023-01-30 22:15:11.290000,527,1.0,,297
12,2023-03-07 15:31:25.290000,575,1.0,,15
12,2024-01-16 14:29:28.777000,527,9.0,,15
12,2024-01-16 14:36:59.193000,575,9.0,,15
12,2024-04-24 15:24:26.007000,681,1.0,,15
13,2021-07-30 19:14:44.867000,113,1.0,,16
13,2021-12-28 15:24:39.673000,113,9.0,,15
13,2024-04-24 15:39:52.560000,721,1.0,,15
14,2021-07-30 19:20:23.450000,113,1.0,,16
14,2021-12-28 15:24:43.520000,113,9.0,,15
14,2024-01-16 14:37:09.890000,594,9.0,,15
14,2024-04-24 15:41:08.453000,721,1.0,,15
15,2021-07-30 19:23:34.453000,106,1.0,,14
15,2021-09-22 12:00:11.390000,142,1.0,,14
15,2021-12-28 15:13:57.107000,142,9.0,,15
15,2021-12-28 15:24:41.347000,106,9.0,,15
15,2022-01-20 19:08:48.380000,210,1.0,,15
15,2022-02-28 11:23:07.853000,303,1.0,,293
15,2022-03-04 15:44:09.887000,303,,,15
15,2022-03-04 15:44:11.650000,285,1.0,,15
15,2022-03-24 14:56:25.327000,425,1.0,,16
15,2022-03-24 14:56:26.907000,285,,,16
15,2022-04-17 10:12:56.207000,446,1.0,,313
15,2022-05-05 12:18:13.377000,210,14.0,,313
15,2022-05-05 12:18:42.587000,425,14.0,,313
15,2022-05-05 12:19:10.193000,446,14.0,,313
15,2022-08-08 08:01:54.940000,106,1.0,,299
15,2022-08-08 08:15:28.210000,106,9.0,,299
16,2021-07-30 19:24:03.453000,113,1.0,,16
16,2021-12-28 15:24:48.163000,113,9.0,,15
16,2022-01-24 20:13:01.230000,196,1.0,,16
16,2023-01-30 16:11:25.397000,196,9.0,,15
16,2024-04-24 15:55:20.680000,721,1.0,,15
17,2021-07-30 19:37:26.913000,106,1.0,,14
17,2021-09-22 12:01:37.587000,142,1.0,,14
17,2021-12-28 15:13:59.007000,142,9.0,,15
17,2021-12-28 15:24:44.963000,106,9.0,,15
17,2022-01-21 13:18:30.223000,210,1.0,,15
17,2022-02-28 11:26:49.437000,303,1.0,,293
17,2022-03-04 15:42:54.057000,303,,,15
17,2022-03-04 15:42:55.060000,285,1.0,,15
17,2022-03-08 18:44:56.953000,285,,,16
17,2022-03-08 18:44:58.303000,425,1.0,,16
17,2022-08-08 08:01:55.257000,106,1.0,,299
17,2022-08-08 08:15:34.440000,106,9.0,,299
17,2023-01-30 16:10:34.660000,210,9.0,,15
17,2023-01-30 16:52:31.457000,425,9.0,,15
17,2023-01-30 22:45:56.397000,528,1.0,,297
17,2024-01-16 14:29:37.627000,528,9.0,,15
17,2024-01-16 14:37:11.800000,594,9.0,,15
17,2024-04-24 15:01:27.187000,682,1.0,,15
18,2021-07-30 19:54:39.390000,113,1.0,,16
18,2021-08-25 13:13:04.740000,113,,,14
18,2021-08-25 13:13:50.637000,113,1.0,,14
18,2021-08-26 14:32:16.537000,113,,,16
18,2021-08-26 14:32:59.007000,113,1.0,,16
18,2021-12-28 15:25:06.490000,113,9.0,,15
18,2022-01-21 12:34:04.603000,196,1.0,,16
18,2023-01-30 16:11:27.007000,196,9.0,,15
18,2023-04-06 14:12:25.353000,494,1.0,,15
18,2024-01-16 14:29:18.910000,494,9.0,,15
18,2024-04-24 15:55:52.070000,721,1.0,,15
19,2021-07-30 19:55:54.543000,113,1.0,,16
19,2021-08-25 13:10:57.010000,113,,,14
19,2021-08-25 13:11:40.250000,113,1.0,,14
19,2021-08-26 14:34:24.510000,113,,,16
19,2021-08-26 14:35:36.243000,113,1.0,,16
19,2021-12-28 15:25:13.750000,113,9.0,,15
19,2024-04-24 15:43:22.277000,721,1.0,,15
20,2021-07-30 19:53:29.220000,113,1.0,,16
20,2021-08-25 13:18:14.160000,113,,,14
20,2021-08-25 13:20:03.530000,113,1.0,,14
20,2021-08-26 14:25:36.557000,113,,,16
20,2021-08-26 14:26:28.710000,113,1.0,,16
20,2021-12-28 15:25:19.923000,113,9.0,,15
20,2024-04-24 15:43:55.377000,721,1.0,,15
21,2021-07-30 19:57:49.407000,106,1.0,,14
21,2021-08-24 17:48:04.753000,106,,,14
21,2021-08-24 17:48:56.300000,106,1.0,,14
21,2021-08-25 19:40:57.930000,106,,,16
21,2021-08-25 19:41:31.093000,106,1.0,,16
21,2021-09-22 12:04:32.643000,142,1.0,,14
21,2021-12-28 15:14:00.180000,142,9.0,,15
21,2021-12-28 15:25:18.240000,106,9.0,,15
21,2022-01-20 08:35:37.013000,210,1.0,,15
21,2022-02-28 11:28:07.437000,303,1.0,,293
21,2022-03-04 15:42:17.673000,303,,,15
21,2022-03-04 15:42:19.930000,285,1.0,,15
21,2022-03-08 17:19:21.607000,425,1.0,,16
21,2022-03-08 17:19:23.553000,285,,,16
21,2022-08-08 08:01:55.517000,106,1.0,,299
21,2022-08-08 08:15:34.767000,106,9.0,,299
21,2023-01-30 16:10:36.713000,210,9.0,,15
21,2023-01-30 16:52:31.787000,425,9.0,,15
21,2023-01-30 22:45:20.597000,528,1.0,,297
21,2023-03-07 16:16:38.883000,575,1.0,,15
21,2024-01-16 14:29:37.890000,528,9.0,,15
21,2024-01-16 14:37:02.057000,575,9.0,,15
21,2024-04-24 15:07:05.490000,681,1.0,,15
22,2021-07-30 20:01:51.627000,113,1.0,,16
22,2021-08-25 13:07:25.310000,113,,,14
22,2021-08-25 13:09:32.620000,113,1.0,,14
22,2021-08-26 14:37:54.037000,113,,,16
22,2021-08-26 14:38:44.880000,113,1.0,,16
22,2021-12-28 15:25:24.523000,113,9.0,,15
22,2024-04-24 15:44:53.380000,721,1.0,,15
23,2021-08-02 12:27:00.260000,106,1.0,,14
23,2021-08-24 17:46:06.017000,106,,,14
23,2021-08-24 17:47:03.717000,106,1.0,,14
23,2021-08-25 19:41:59.807000,106,,,16
23,2021-08-25 19:42:32.467000,106,1.0,,16
23,2021-09-22 12:05:28.843000,142,1.0,,14
23,2021-10-11 16:08:55.887000,106,14.0,,16
23,2021-10-11 16:09:57.307000,142,14.0,,16
24,2021-08-02 12:41:25.843000,106,1.0,,14
24,2021-08-24 17:44:12.393000,106,,,14
24,2021-08-24 17:44:50.717000,106,1.0,,14
24,2021-08-25 19:43:15.760000,106,,,16
24,2021-08-25 19:43:49.547000,106,1.0,,16
24,2021-09-22 12:06:39.317000,142,1.0,,14
24,2021-12-28 15:14:01.203000,142,9.0,,15
24,2021-12-28 15:23:47.113000,106,9.0,,15
24,2022-02-18 15:32:04.493000,210,1.0,,15
24,2022-02-28 11:06:59.510000,303,1.0,,293
24,2022-08-02 12:55:44.447000,450,1.0,,313
24,2022-08-08 08:01:55.853000,106,1.0,,299
24,2022-08-08 08:15:22.547000,106,9.0,,299
24,2023-01-30 16:10:21.340000,210,9.0,,15
24,2023-01-30 16:47:45.907000,450,9.0,,15
24,2023-01-30 16:51:55.463000,303,9.0,,15
24,2023-04-03 16:41:42.613000,528,1.0,,15
24,2024-01-16 14:29:33.233000,528,9.0,,15
24,2024-04-24 14:49:04.393000,682,1.0,,15
25,2021-08-02 12:53:35.853000,107,1.0,,14
25,2021-09-22 12:12:18.623000,142,1.0,,14
25,2021-12-28 15:14:22.103000,142,9.0,,15
25,2021-12-28 15:23:48.110000,107,9.0,,15
25,2022-01-20 19:37:51.500000,210,1.0,,15
25,2022-02-28 11:09:03.930000,303,1.0,,293
25,2022-08-08 08:01:57.317000,107,1.0,,299
25,2022-08-08 08:18:53.183000,107,9.0,,299
25,2022-08-08 12:20:31.540000,283,1.0,,313
25,2022-08-08 12:20:36.577000,303,,,313
25,2023-01-30 16:10:22.620000,210,9.0,,15
25,2023-01-30 16:50:52.607000,283,9.0,,15
25,2023-01-30 22:49:07.960000,528,1.0,,297
25,2024-01-16 14:29:34.047000,528,9.0,,15
25,2024-04-24 14:49:47.953000,682,1.0,,15
26,2021-08-02 13:29:02.867000,107,1.0,,14
26,2021-09-22 12:13:39.657000,142,1.0,,14
26,2021-12-28 15:14:22.947000,142,9.0,,15
26,2021-12-28 15:24:07.600000,107,9.0,,15
26,2022-01-18 17:33:46.017000,210,1.0,,16
26,2022-02-28 11:10:48,303,1.0,,293
26,2022-08-08 08:01:57.620000,107,1.0,,299
26,2022-08-08 08:18:57.907000,107,9.0,,299
26,2023-01-30 16:10:23.983000,210,9.0,,15
26,2023-01-30 16:51:56.443000,303,9.0,,15
26,2023-03-23 17:59:38.050000,528,1.0,,15
26,2024-01-16 14:29:35.200000,528,9.0,,15
26,2024-04-24 15:12:36.640000,682,1.0,,15
27,2021-08-02 13:34:25.373000,107,1.0,,14
27,2021-09-22 12:14:43.670000,142,1.0,,14
27,2021-12-28 15:14:24.730000,142,9.0,,15
27,2021-12-28 15:24:11.700000,107,9.0,,15
27,2022-01-20 12:45:09.357000,208,1.0,,15
27,2022-02-14 19:06:14.347000,208,,,15
27,2022-02-14 19:07:19.260000,210,1.0,,15
27,2022-02-28 11:15:41.467000,303,1.0,,293
27,2022-08-08 08:01:58.030000,107,1.0,,299
27,2022-08-08 08:18:58.010000,107,9.0,,299
27,2023-01-30 16:10:25.657000,210,9.0,,15
27,2023-01-30 16:51:59.057000,303,9.0,,15
27,2023-02-01 18:33:55.473000,505,1.0,,15
27,2023-02-13 16:12:12.250000,505,,,15
28,2021-08-02 13:42:25.083000,107,1.0,,14
28,2021-09-22 12:15:32.097000,142,1.0,,14
28,2021-12-28 15:14:26.730000,142,9.0,,15
28,2021-12-28 15:24:19.823000,107,9.0,,15
28,2022-01-20 15:42:18.863000,210,1.0,,16
28,2022-02-28 11:18:22.530000,303,1.0,,293
28,2022-08-08 08:01:58.603000,107,1.0,,299
28,2022-08-08 08:18:58.123000,107,9.0,,299
28,2023-01-30 16:10:26.977000,210,9.0,,15
28,2023-01-30 16:51:59.363000,303,9.0,,15
28,2023-01-30 22:47:59.267000,528,1.0,,297
28,2023-03-07 16:49:00.963000,575,1.0,,15
28,2024-01-16 14:29:35.430000,528,9.0,,15
28,2024-01-16 14:37:07.943000,575,9.0,,15
29,2021-08-02 13:47:16.550000,107,1.0,,14
29,2021-09-22 12:16:28.737000,142,1.0,,14
29,2021-12-28 15:14:30.670000,142,9.0,,15
29,2021-12-28 15:24:30.987000,107,9.0,,15
29,2022-01-18 17:54:21.187000,210,1.0,,15
29,2022-02-27 18:55:36.507000,300,1.0,,293
29,2022-03-24 16:38:55.653000,440,1.0,,16
29,2022-04-17 10:47:03.013000,447,1.0,,313
29,2022-08-08 08:01:59.090000,107,1.0,,299
29,2022-08-08 08:18:58.227000,107,9.0,,299
29,2023-01-30 16:10:30.227000,210,9.0,,15
29,2023-01-30 16:37:27.907000,440,9.0,,15
29,2023-01-30 16:47:04.387000,447,9.0,,15
29,2023-01-30 16:51:49.547000,300,9.0,,15
29,2023-01-30 22:46:46.007000,528,1.0,,297
29,2023-03-07 15:32:21.307000,575,1.0,,15
29,2024-01-16 14:29:37.263000,528,9.0,,15
29,2024-01-16 14:37:00.210000,575,9.0,,15
29,2024-04-24 14:58:27.267000,682,1.0,,15
30,2021-08-02 13:55:08.103000,107,1.0,,14
30,2021-09-22 12:17:24.960000,142,1.0,,14
30,2021-12-28 15:14:33.863000,142,9.0,,15
30,2021-12-28 15:24:35.077000,107,9.0,,15
30,2022-01-18 17:26:06.760000,210,1.0,,15
30,2022-02-28 11:36:13.120000,274,1.0,,293
30,2022-03-04 17:21:16.573000,274,,,16
30,2022-03-04 17:21:17.637000,276,1.0,,16
30,2022-08-08 08:01:59.500000,107,1.0,,299
30,2022-08-08 08:18:58.327000,107,9.0,,299
30,2023-01-30 16:10:31.743000,210,9.0,,15
30,2023-01-30 16:50:24.127000,276,9.0,,15
31,2021-08-02 14:00:32.043000,107,1.0,,14
31,2021-09-22 12:18:19.260000,142,1.0,,14
31,2021-12-28 15:14:39.350000,142,9.0,,15
31,2021-12-28 15:25:02.447000,107,9.0,,15
31,2022-08-08 08:01:59.807000,107,1.0,,299
31,2022-08-08 08:18:58.630000,107,9.0,,299
32,2021-08-02 14:05:17.510000,107,1.0,,14
32,2021-09-22 12:19:09.747000,142,1.0,,14
32,2021-12-28 15:14:41.490000,142,9.0,,15
32,2021-12-28 15:25:11.360000,107,9.0,,15
32,2022-02-14 19:04:15.443000,208,1.0,,15
32,2022-02-27 18:43:51.173000,278,1.0,,293
32,2022-05-12 09:58:38.713000,303,1.0,,313
32,2022-05-12 09:58:48.110000,278,,,313
32,2022-08-08 08:02:00.087000,107,1.0,,299
32,2022-08-08 08:18:58.810000,107,9.0,,299
32,2022-10-20 15:38:58.653000,303,,,313
32,2022-10-20 15:38:58.823000,291,1.0,,313
32,2022-10-23 19:42:38.837000,291,,,313
32,2022-10-23 19:42:40.487000,286,1.0,,313
32,2023-01-30 16:09:50.027000,208,9.0,,15
32,2023-01-30 16:51:19.667000,286,9.0,,15
32,2023-02-15 20:21:02.073000,505,1.0,,15
32,2023-02-27 18:08:20.960000,531,1.0,,15
32,2023-02-27 18:09:01.087000,574,1.0,,15
32,2023-03-14 17:40:46.060000,531,,,15
32,2023-03-14 17:40:47.923000,601,1.0,,15
32,2023-03-15 15:32:05.177000,601,,,15
32,2023-03-15 15:32:07.777000,558,1.0,,15
32,2023-03-17 20:29:57.280000,505,14.0,,313
32,2023-03-17 20:30:25.837000,558,14.0,,313
32,2023-03-17 20:30:43.403000,574,14.0,,313
33,2021-08-02 15:31:35.137000,117,1.0,,14
33,2021-09-22 12:35:30.667000,142,1.0,,14
33,2021-12-28 15:15:08.540000,142,9.0,,15
33,2021-12-28 15:23:50.520000,117,9.0,,15
33,2022-01-20 19:42:23.667000,198,1.0,,16
33,2022-01-31 17:56:42.743000,198,,,15
33,2022-01-31 17:56:44.530000,270,1.0,,15
33,2023-01-30 16:11:54.257000,270,9.0,,15
33,2023-01-30 22:20:26.720000,527,1.0,,297
33,2024-01-16 14:29:30.987000,527,9.0,,15
33,2024-01-16 14:37:11.757000,594,9.0,,15
33,2024-04-24 14:48:06.960000,681,1.0,,15
34,2021-08-02 15:37:18.950000,113,1.0,,16
34,2021-08-25 13:04:44.613000,113,,,14
34,2021-08-25 13:05:32.197000,113,1.0,,14
34,2021-08-26 14:40:15.660000,113,,,16
34,2021-08-26 14:41:24.937000,113,1.0,,16
34,2021-12-28 15:25:30.107000,113,9.0,,15
34,2022-01-24 20:14:43.113000,196,1.0,,16
34,2023-01-30 16:11:29.143000,196,9.0,,15
34,2023-01-30 22:31:03.417000,494,1.0,,297
34,2024-01-16 14:29:17.593000,494,9.0,,15
34,2024-04-24 15:04:55.297000,651,1.0,,15
35,2021-08-02 15:43:42.443000,113,1.0,,16
35,2021-08-25 13:03:02.547000,113,,,14
35,2021-08-25 13:04:08.960000,113,1.0,,14
35,2021-08-26 14:42:42.617000,113,,,16
35,2021-08-26 14:43:43.870000,113,1.0,,16
35,2021-12-28 15:25:31.330000,113,9.0,,15
35,2023-03-21 20:08:16.250000,586,1.0,,15
35,2024-04-24 15:37:04.117000,586,12.0,,15
35,2024-04-24 15:46:43.647000,721,1.0,,15
36,2021-08-02 15:50:28.020000,117,1.0,,14
36,2021-09-22 12:36:24.227000,142,1.0,,14
36,2021-12-28 15:15:11.077000,142,9.0,,15
36,2021-12-28 15:23:58.237000,117,9.0,,15
36,2022-01-20 18:59:08.393000,210,1.0,,16
36,2022-02-28 11:08:01.930000,303,1.0,,293
36,2022-05-05 09:16:11.460000,303,14.0,,313
36,2022-05-05 09:16:37.153000,210,14.0,,313
37,2021-08-02 16:02:36.087000,117,1.0,,14
37,2021-09-22 12:37:19.180000,142,1.0,,14
37,2021-12-28 15:15:13.787000,142,9.0,,15
37,2021-12-28 15:24:10.470000,117,9.0,,15
37,2022-01-20 17:32:03.373000,198,1.0,,16
37,2022-01-31 17:52:56.033000,198,,,15
37,2022-01-31 17:52:58.067000,270,1.0,,15
37,2023-01-30 16:11:56.120000,270,9.0,,15
37,2023-01-30 22:19:00.867000,527,1.0,,297
37,2024-01-16 14:29:30.030000,527,9.0,,15
37,2024-04-24 14:51:10.353000,681,1.0,,15
38,2021-08-02 16:10:49.270000,117,1.0,,14
38,2021-09-22 12:38:05.097000,142,1.0,,14
38,2021-12-28 15:15:16.360000,142,9.0,,15
38,2021-12-28 15:24:12.843000,117,9.0,,15
39,2021-08-02 16:15:06.437000,117,1.0,,14
39,2021-09-22 12:39:15.163000,142,1.0,,14
39,2021-12-28 15:15:16.780000,142,9.0,,15
39,2021-12-28 15:24:29.570000,117,9.0,,15
39,2022-02-02 16:02:21.283000,198,1.0,,293
39,2022-03-09 18:41:09.783000,198,,,15
39,2022-03-09 18:41:10.993000,270,1.0,,15
39,2023-01-30 16:11:57.500000,270,9.0,,15
39,2023-08-21 18:31:24.383000,527,1.0,,15
39,2024-01-16 14:29:32.183000,527,9.0,,15
39,2024-04-24 15:52:06.027000,721,1.0,,15
40,2021-08-02 16:21:26.563000,117,1.0,,14
40,2021-09-22 12:40:05.347000,142,1.0,,14
40,2021-12-28 15:15:18.957000,142,9.0,,15
40,2021-12-28 15:24:32.230000,117,9.0,,15
40,2022-01-20 13:01:53.427000,208,1.0,,16
40,2022-01-20 13:05:10.563000,208,,,16
40,2022-01-20 13:05:58.283000,198,1.0,,16
40,2022-01-31 17:50:39.880000,198,,,15
40,2022-01-31 17:50:42.373000,270,1.0,,15
40,2023-01-30 16:11:58.027000,270,9.0,,15
40,2023-01-30 22:17:37.603000,527,1.0,,297
40,2024-01-16 14:29:29.837000,527,9.0,,15
40,2024-04-24 14:54:38.800000,681,1.0,,15
41,2021-08-02 16:27:47.877000,117,1.0,,14
41,2021-09-22 12:41:19.653000,142,1.0,,14
41,2021-12-28 15:15:20.540000,142,9.0,,15
41,2021-12-28 15:24:38.513000,117,9.0,,15
41,2022-01-20 12:18:05.623000,198,1.0,,15
41,2022-01-31 17:45:06.807000,198,,,15
