IdFaseNotaDisciplinaTurma,IdTurma_x,IdFaseNota,IdDisciplina_x,ConteudoProgramatico,IdPeriodo,IdSerie,NumeroFase,NomeFase,CabecBoletim,ImprimirBoletimNotaParcial,ImprimirBoletimNPNaoConfirmada,ImprimirBoletimNota,ImprimirBoletimFaltas,StFaseInformada,StCalcularDisciplinaComposta,IdFormulaComposicaoNota,IdFormulaNota,MediaMinimaAprovacao,ValorArredondamentoMedia,IdFormulaAprovacao,IdFormulaFalta,IdFaseNotaAprovacao,IdFaseNotaReprovacao,DataInicioExibicao,NumeroOrdemExibicao,NumeroSemanasLetivas,StCalcularSituacaoGeral,IdFormulaAprovacaoFrequencia,ValorNotaMaxima,DataInicialPeriodoAula,DataFinalPeriodoAula,StCalcDiscCompUtilizaFormulaFN,DataLimiteDigitacaoNota,NumeroDiasLetivos,StDispensarNotaAutomatica,TipoDispensaAutomatica,StConfirmarDispensaAutomatica,SituacaoReprovadoFrequencia,SituacaoAprovado,SituacaoReprovado,StFaseNotaSempreCalcular,TipoInformada,StPermiteProfessorImportarPadraoAvaliacao,StPermiteProfessorInserirEditarAvaliacao,StPermiteProfessorInserirBloco,IdDisciplina_y,IdTurma_y,IdAluno,Nota01,Nota02,Nota03,Nota04,Nota05,Nota06,Nota07,Nota08,Nota09,Nota10,IdFormulaComposicao,StNotaConfirmada,NotaFase,Faltas,QuantAulasDadas,_Nota01,StNotaFaseExibirDisp,IdFaseNotaAluno
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,616,,,,,,,,,,,55.0,False,,0.0,,,False,3160
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,657,,,,,,,,,,,55.0,False,,0.0,,,False,3161
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,661,,,,,,,,,,,55.0,False,,0.0,,,False,3162
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,686,,,,,,,,,,,55.0,False,,0.0,,,False,3163
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,696,,,,,,,,,,,55.0,False,,0.0,,,False,3164
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,698,,,,,,,,,,,55.0,False,,0.0,,,False,3165
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,863,,,,,,,,,,,55.0,False,,0.0,,,False,3166
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,900,,,,,,,,,,,55.0,False,,0.0,,,False,3167
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,934,,,,,,,,,,,55.0,False,,0.0,,,False,3168
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,937,,,,,,,,,,,55.0,False,,0.0,,,False,3169
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,410,1074,,,,,,,,,,,55.0,False,,0.0,,,False,3170
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,410,616,,,,,,,,,,,55.0,False,,0.0,,,False,3171
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,410,657,,,,,,,,,,,55.0,False,,0.0,,,False,3172
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,410,661,,,,,,,,,,,55.0,False,,0.0,,,False,3173
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,410,696,,,,,,,,,,,55.0,False,,0.0,,,False,3174
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,410,863,,,,,,,,,,,55.0,False,,0.0,,,False,3175
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,410,900,,,,,,,,,,,55.0,False,,0.0,,,False,3176
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,410,934,,,,,,,,,,,55.0,False,,0.0,,,False,3177
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,410,937,,,,,,,,,,,55.0,False,,0.0,,,False,3178
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,645,0.0,,,,,,,,,,55.0,True,0.0,0.0,,,False,3179
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,688,6.5,,,,,,,,,,55.0,True,6.5,0.0,,,False,3180
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,712,0.0,,,,,,,,,,55.0,True,0.0,0.0,,,False,3181
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,828,,,,,,,,,,,55.0,False,,0.0,,,False,3182
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,829,4.0,,,,,,,,,,55.0,True,4.0,0.0,,,False,3183
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,882,3.0,,,,,,,,,,55.0,True,3.0,0.0,,,False,3184
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,970,,,,,,,,,,,55.0,False,,0.0,,,False,3185
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,1023,5.5,,,,,,,,,,55.0,True,5.5,0.0,,,False,3186
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,1036,5.5,,,,,,,,,,55.0,True,5.5,0.0,,,False,3187
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,1065,,,,,,,,,,,55.0,False,,0.0,,,False,3188
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,411,1071,,,,,,,,,,,55.0,False,,0.0,,,False,3189
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,239,975,,,,,,,,,,,55.0,False,,0.0,,,False,10001
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,421,981,,,,,,,,,,,55.0,False,,0.0,,,False,10002
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,421,989,,,,,,,,,,,55.0,False,,0.0,,,False,10003
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,421,993,,,,,,,,,,,55.0,False,,0.0,,,False,10004
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,421,1044,,,,,,,,,,,55.0,False,,0.0,,,False,10005
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,421,1050,,,,,,,,,,,55.0,False,,0.0,,,False,10006
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,421,902,,,,,,,,,,,55.0,False,,0.0,,,False,10007
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,239,975,,,,,,,,,,,55.0,False,,0.0,,,False,10008
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,421,981,,,,,,,,,,,55.0,False,,0.0,,,False,10009
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,421,989,,,,,,,,,,,55.0,False,,0.0,,,False,10010
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,421,993,,,,,,,,,,,55.0,False,,0.0,,,False,10011
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,421,1044,,,,,,,,,,,55.0,False,,0.0,,,False,10012
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,421,1050,,,,,,,,,,,55.0,False,,0.0,,,False,10013
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,422,944,2.0,,,,,,,,,,55.0,True,2.0,0.0,,,False,10014
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,422,978,4.6,,,,,,,,,,55.0,True,5.0,0.0,,,False,10015
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,422,1002,3.5,,,,,,,,,,55.0,True,3.5,0.0,,,False,10016
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,422,1012,3.5,,,,,,,,,,55.0,True,3.5,0.0,,,False,10017
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,422,1017,3.5,,,,,,,,,,55.0,True,3.5,0.0,,,False,10018
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,422,1018,0.5,,,,,,,,,,55.0,True,0.5,0.0,,,False,10019
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,422,1042,3.0,,,,,,,,,,55.0,True,3.0,0.0,,,False,10020
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,422,1046,1.5,,,,,,,,,,55.0,True,1.5,0.0,,,False,10021
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,422,1113,8.0,,,,,,,,,,55.0,True,8.0,0.0,,,False,10022
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,422,1117,7.0,,,,,,,,,,55.0,True,7.0,0.0,,,False,10023
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,4,147,1063,6.5,,,,,,,,,,55.0,True,6.5,0.0,,,False,12951
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,4,147,1259,,,,,,,,,,,55.0,False,,0.0,,,False,12952
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,147,614,,,,,,,,,,,55.0,False,,0.0,,,False,12971
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,147,625,,,,,,,,,,,55.0,False,,0.0,,,False,12972
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,147,1063,,,,,,,,,,,55.0,False,,0.0,,,False,12973
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,147,1259,,,,,,,,,,,55.0,False,,0.0,,,False,12974
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,147,614,,,,,,,,,,,55.0,False,,0.0,,,False,12975
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,147,625,,,,,,,,,,,55.0,False,,0.0,,,False,12976
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,18,147,1063,,,,,,,,,,,55.0,False,,0.0,,,False,12977
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,148,630,,,,,,,,,,,55.0,False,,0.0,,,False,12978
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,148,681,8.5,,,,,,,,,,55.0,True,8.5,0.0,,,False,12979
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,148,761,4.0,,,,,,,,,,55.0,True,4.0,0.0,,,False,12980
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,148,812,6.5,,,,,,,,,,55.0,True,6.5,0.0,,,False,12981
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,148,819,3.5,,,,,,,,,,55.0,True,3.5,0.0,,,False,12982
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,148,878,3.0,,,,,,,,,,55.0,True,3.0,0.0,,,False,12983
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,148,965,5.0,,,,,,,,,,55.0,True,5.0,0.0,,,False,12984
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,148,1013,0.0,,,,,,,,,,55.0,True,0.0,0.0,,,False,12985
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,148,1016,0.0,,,,,,,,,,55.0,True,0.0,0.0,,,False,12986
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,1,148,1132,-1.0,,,,,,,,,,55.0,True,0.0,0.0,,,True,12987
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,149,962,,,,,,,,,,,55.0,False,,0.0,,,False,12999
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,149,994,,,,,,,,,,,55.0,False,,0.0,,,False,13000
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,149,997,,,,,,,,,,,55.0,False,,0.0,,,False,13001
1,420,134,4,,5,2,1,DIAGNOSTICA 1,DIG1,False,False,False,False,True,False,55.0,,5.0,,50.0,,135.0,,,1,,False,,10.0,,,False,,,False,,False,,,R,False,FormulaComposicao,True,True,True,16,149,998,,,,,,,,,,,55.0,False,,0.0,,,False,13002
